Latitide,50.22847
Longitude,-121.579
Elevation,254
Time,Temperature_2m [°C],Relativehumidity_2m [%],Precipitation [mm],Windspeed_10m [m/s],Winddirection_10m [°],Cloudcover [%],Direct_radiation [W/m²],Boundary_layer_height [m],FFMC hourly [-],FFMC [-],DMC [-],DC [-],ISI [-],BUI [-],FWI [-]
2021-01-01T00:00,6.2,71,0,1.34,207,97,3,150,84.9649800722306,0,0,0,0,0,0
2021-01-01T01:00,3.5,81,0,1.52,203,99,0,100,84.8247288013165,0,0,0,0,0,0
2021-01-01T02:00,3.4,84,0,1.43,205,99,0,95,84.6469469626127,0,0,0,0,0,0
2021-01-01T03:00,3.3,86,0,1.43,205,99,0,90,84.4435205686936,0,0,0,0,0,0
2021-01-01T04:00,3.4,87,0,1.25,209,100,0,85,84.2326094447856,0,0,0,0,0,0
2021-01-01T05:00,3.9,88,0,1.08,202,100,0,85,84.012832540147,0,0,0,0,0,0
2021-01-01T06:00,3.6,90,0.1,1.17,200,100,0,90,81.5277759615071,0,0,0,0,0,0
2021-01-01T07:00,3,91,0.1,1.36,197,100,0,90,79.2472865978304,0,0,0,0,0,0
2021-01-01T08:00,2.9,91,0.1,1.34,207,99,0,95,77.0507342614995,0,0,0,0,0,0
2021-01-01T09:00,3.1,91,0.1,1.21,204,99,0,100,74.9343666854107,0,0,0,0,0,0
2021-01-01T10:00,2.9,91,0,1.34,207,99,0,140,74.9348947000284,0,0,0,0,0,0
2021-01-01T11:00,2.8,92,0.1,1.25,209,95,0,140,72.8952623267031,0,0,0,0,0,0
2021-01-01T12:00,3.3,90,0.1,1.53,212,100,0,145,70.9318388444905,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-01T13:00,2.1,92,0.1,1.39,210,100,0,150,69.0350646528245,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-01T14:00,2.9,92,0.2,1,217,100,0,160,65.4214666277669,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-01T15:00,2.9,94,0.7,0.94,212,99,0,165,54.3383907905746,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-01T16:00,3.1,93,0.5,1.25,209,100,0,165,47.852240725632,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-01T17:00,3.2,92,0.1,1.34,207,100,2,175,46.7027278911625,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-01T18:00,4.9,87,0.2,1.43,192,97,4,220,44.5082699673765,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-01T19:00,5.2,86,0.2,1.14,195,98,86,290,42.4482875257443,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-01T20:00,6.4,86,0.5,1.41,188,99,45,360,37.6421724235832,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-01T21:00,6.7,87,0.5,1.24,194,93,95,340,33.455302164611,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-01T22:00,5.8,90,0.8,1.17,200,100,109,300,27.6824570629317,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-01T23:00,5.4,94,1.2,1.03,209,100,17,210,20.8412914313551,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T00:00,5.2,96,2.9,2,217,100,0,150,10.6430532204429,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T01:00,5.9,97,3.2,0.94,212,100,0,200,5.30710856578089,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T02:00,5.7,97,3.4,1.08,214,100,0,240,2.110737734397,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T03:00,5.7,96,2.7,1.26,198,100,0,260,0.0095920952802462,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T04:00,5.4,95,1,1.12,190,100,0,235,0.0139150136063529,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T05:00,5,94,0.3,1.2,185,93,0,195,0.0187567921943172,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T06:00,4.7,92,0.2,1.32,189,83,0,170,0.0304395373098946,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T07:00,3,93,0.2,1.71,187,98,0,165,0.0226977727774172,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T08:00,2.8,94,0.2,1.81,186,98,0,170,0.0172783669253614,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T09:00,3.3,94,0.2,1.7,180,82,0,210,0.0176037994773639,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T10:00,3.9,94,0.3,1.5,176,100,0,205,0.0180024159509742,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T11:00,5.3,91,0.3,1.3,184,100,0,190,0.0381363381387744,80.9945336958088,6.05416839941297,15.2979999914169,1.36851663733256,6.08651049468562,0
2021-01-02T12:00,5.6,89,0.3,2.5,182,93,0,290,0.0545173831020279,79.4642531776221,6.14490046812149,16.0099999742508,1.22160703394993,6.27177539049347,0
2021-01-02T13:00,6.2,84,0.3,1.75,193,100,0,365,0.106463237421653,79.4642531776221,6.14490046812149,16.0099999742508,1.22160703394993,6.27177539049347,0
2021-01-02T14:00,6.8,86,0.5,2.02,200,100,0,300,0.0864519293305793,79.4642531776221,6.14490046812149,16.0099999742508,1.22160703394993,6.27177539049347,0
2021-01-02T15:00,6.4,87,0.6,1.71,201,100,0,295,0.0749418778589323,79.4642531776221,6.14490046812149,16.0099999742508,1.22160703394993,6.27177539049347,0
2021-01-02T16:00,6,91,0.6,1.55,195,100,0,330,0.0391455110343634,79.4642531776221,6.14490046812149,16.0099999742508,1.22160703394993,6.27177539049347,0
2021-01-02T17:00,6.1,91,0.9,1.71,187,100,0,540,0.0392918414649976,79.4642531776221,6.14490046812149,16.0099999742508,1.22160703394993,6.27177539049347,0
