Time(s),Total cars injected, Total cars arrived,Current cars in system,Exiting people,Total Sumo cars injected,Total Sumo cars arrived,Goal_highway people arrived,Goal_highway cars arrived,Goal_highway flow [veh./h]
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0
35,1,0,1,0,0,0,0,0,0
36,1,0,1,0,0,0,0,0,0
37,1,0,1,0,0,0,0,0,0
38,1,0,1,0,0,0,0,0,0
39,1,0,1,0,0,0,0,0,0
40,1,0,1,0,0,0,0,0,0
41,1,0,1,0,0,0,0,0,0
42,1,0,1,0,0,0,0,0,0
43,1,0,1,0,0,0,0,0,0
44,1,0,1,0,0,0,0,0,0
45,1,0,1,0,0,0,0,0,0
46,1,0,1,0,0,0,0,0,0
47,1,0,1,0,0,0,0,0,0
48,1,0,1,0,0,0,0,0,0
49,1,0,1,0,0,0,0,0,0
50,1,0,1,0,0,0,0,0,0
51,1,0,1,0,0,0,0,0,0
52,1,0,1,0,0,0,0,0,0
53,1,0,1,0,0,0,0,0,0
54,1,0,1,0,0,0,0,0,0
55,1,0,1,0,0,0,0,0,0
56,1,0,1,0,0,0,0,0,0
57,1,0,1,0,0,0,0,0,0
58,1,0,1,0,0,0,0,0,0
59,1,0,1,0,0,0,0,0,0
60,1,0,1,0,0,0,0,0,0
61,1,0,1,0,0,0,0,0,0
62,1,0,1,0,0,0,0,0,0
63,1,0,1,0,0,0,0,0,0
64,1,0,1,0,0,0,0,0,0
65,1,0,1,0,0,0,0,0,0
66,1,0,1,0,0,0,0,0,0
67,1,0,1,0,0,0,0,0,0
68,1,0,1,0,0,0,0,0,0
69,1,0,1,0,0,0,0,0,0
70,1,0,1,0,0,0,0,0,0
71,1,0,1,0,0,0,0,0,0
72,1,0,1,0,0,0,0,0,0
73,1,0,1,0,0,0,0,0,0
74,2,0,2,0,0,0,0,0,0
75,2,0,2,0,0,0,0,0,0
76,3,0,3,0,0,0,0,0,0
77,3,0,3,0,0,0,0,0,0
78,3,0,3,0,0,0,0,0,0
79,3,0,3,0,0,0,0,0,0
80,3,0,3,0,0,0,0,0,0
81,3,0,3,0,0,0,0,0,0
82,3,0,3,0,0,0,0,0,0
83,3,0,3,0,0,0,0,0,0
84,3,0,3,0,0,0,0,0,0
85,3,0,3,0,0,0,0,0,0
86,3,0,3,0,0,0,0,0,0
87,3,0,3,0,0,0,0,0,0
88,3,0,3,0,0,0,0,0,0
89,3,0,3,0,0,0,0,0,0
90,3,0,3,0,0,0,0,0,0
91,3,0,3,0,0,0,0,0,0
92,3,0,3,0,0,0,0,0,0
93,3,0,3,0,0,0,0,0,0
94,3,0,3,0,0,0,0,0,0
95,3,0,3,0,0,0,0,0,0
96,3,0,3,0,0,0,0,0,0
97,3,0,3,0,0,0,0,0,0
98,3,0,3,0,0,0,0,0,0
99,3,0,3,0,0,0,0,0,0
100,3,0,3,0,0,0,0,0,0
101,3,0,3,0,0,0,0,0,0
102,3,0,3,0,0,0,0,0,0
103,3,0,3,0,0,0,0,0,0
104,3,0,3,0,0,0,0,0,0
105,3,0,3,0,0,0,0,0,0
106,3,0,3,0,0,0,0,0,0
107,3,0,3,0,0,0,0,0,0
108,3,0,3,0,0,0,0,0,0
109,4,0,4,0,0,0,0,0,0
110,4,0,4,0,0,0,0,0,0
111,4,0,4,0,0,0,0,0,0
112,4,0,4,0,0,0,0,0,0
113,5,0,5,0,0,0,0,0,0
114,5,0,5,0,0,0,0,0,0
115,5,0,5,0,0,0,0,0,0
116,5,0,5,0,0,0,0,0,0
117,5,0,5,0,0,0,0,0,0
118,5,0,5,0,0,0,0,0,0
119,5,0,5,0,0,0,0,0,0
120,5,0,5,0,0,0,0,0,0
121,5,0,5,0,0,0,0,0,0
122,5,0,5,0,0,0,0,0,0
123,5,0,5,0,0,0,0,0,0
124,5,0,5,0,0,0,0,0,0
125,5,0,5,0,0,0,0,0,0
126,5,0,5,0,0,0,0,0,0
127,5,0,5,0,0,0,0,0,0
128,5,0,5,0,0,0,0,0,0
129,5,0,5,0,0,0,0,0,0
130,5,0,5,0,0,0,0,0,0
131,5,0,5,0,0,0,0,0,0
132,5,0,5,0,0,0,0,0,0
133,5,0,5,0,0,0,0,0,0
134,5,0,5,0,0,0,0,0,0
135,5,0,5,0,0,0,0,0,0
136,5,0,5,0,0,0,0,0,0
137,5,0,5,0,0,0,0,0,0
138,5,0,5,0,0,0,0,0,0
139,5,0,5,0,0,0,0,0,0
140,5,0,5,0,0,0,0,0,0
141,5,0,5,0,0,0,0,0,0
142,5,0,5,0,0,0,0,0,0
143,5,0,5,0,0,0,0,0,0
144,5,0,5,0,0,0,0,0,0
145,5,0,5,0,0,0,0,0,0
146,5,0,5,0,0,0,0,0,0
147,6,0,6,0,0,0,0,0,0
148,7,0,7,0,0,0,0,0,0
149,8,0,8,0,0,0,0,0,0
150,8,0,8,0,0,0,0,0,0
151,9,0,9,0,0,0,0,0,0
152,9,0,9,0,0,0,0,0,0
153,9,0,9,0,0,0,0,0,0
154,9,0,9,0,0,0,0,0,0
155,9,0,9,0,0,0,0,0,0
156,9,0,9,0,0,0,0,0,0
157,9,0,9,0,0,0,0,0,0
158,9,0,9,0,0,0,0,0,0
159,9,0,9,0,0,0,0,0,0
160,10,0,10,0,0,0,0,0,0
161,10,0,10,0,0,0,0,0,0
162,10,0,10,0,0,0,0,0,0
163,10,0,10,0,0,0,0,0,0
164,11,0,11,0,0,0,0,0,0
165,11,0,11,0,0,0,0,0,0
166,12,0,12,0,0,0,0,0,0
167,12,0,12,0,0,0,0,0,0
168,12,0,12,0,0,0,0,0,0
169,12,0,12,0,0,0,0,0,0
170,12,0,12,0,0,0,0,0,0
171,12,0,12,0,0,0,0,0,0
172,12,0,12,0,0,0,0,0,0
173,12,0,12,0,0,0,0,0,0
174,12,0,12,0,0,0,0,0,0
175,12,0,12,0,0,0,0,0,0
176,13,0,13,0,0,0,0,0,0
177,13,0,13,0,0,0,0,0,0
178,13,0,13,0,0,0,0,0,0
179,13,0,13,0,0,0,0,0,0
180,13,0,13,0,0,0,0,0,0
181,13,0,13,0,0,0,0,0,0
182,13,0,13,0,0,0,0,0,0
183,14,0,14,0,0,0,0,0,0
184,14,0,14,0,0,0,0,0,0
185,14,0,14,0,0,0,0,0,0
186,14,0,14,0,0,0,0,0,0
187,14,0,14,0,0,0,0,0,0
188,14,0,14,0,0,0,0,0,0
189,14,0,14,0,0,0,0,0,0
190,14,0,14,0,0,0,0,0,0
191,14,0,14,0,0,0,0,0,0
192,14,0,14,0,0,0,0,0,0
193,14,0,14,0,0,0,0,0,0
194,14,0,14,0,0,0,0,0,0
195,14,0,14,0,0,0,0,0,0
196,14,0,14,0,0,0,0,0,0
197,14,0,14,0,0,0,0,0,0
198,14,0,14,0,0,0,0,0,0
199,14,0,14,0,0,0,0,0,0
200,14,0,14,0,0,0,0,0,0
201,14,0,14,0,0,0,0,0,0
202,15,0,15,0,0,0,0,0,0
203,15,0,15,0,0,0,0,0,0
204,15,0,15,0,0,0,0,0,0
205,15,0,15,0,0,0,0,0,0
206,15,0,15,0,0,0,0,0,0
207,15,0,15,0,0,0,0,0,0
208,15,0,15,0,0,0,0,0,0
209,15,0,15,0,0,0,0,0,0
210,16,0,16,0,0,0,0,0,0
211,17,0,17,0,0,0,0,0,0
212,17,0,17,0,0,0,0,0,0
213,18,0,18,0,0,0,0,0,0
214,18,0,18,0,0,0,0,0,0
215,18,0,18,0,0,0,0,0,0
216,18,0,18,0,0,0,0,0,0
217,18,0,18,0,0,0,0,0,0
218,18,0,18,0,0,0,0,0,0
219,18,0,18,0,0,0,0,0,0
220,18,0,18,0,0,0,0,0,0
221,19,0,19,0,0,0,0,0,0
222,19,0,19,0,0,0,0,0,0
223,19,0,19,0,0,0,0,0,0
224,19,0,19,0,0,0,0,0,0
225,19,0,19,0,0,0,0,0,0
226,19,0,19,0,0,0,0,0,0
227,19,0,19,0,0,0,0,0,0
228,19,0,19,0,0,0,0,0,0
229,19,0,19,0,0,0,0,0,0
230,19,0,19,0,0,0,0,0,0
231,19,0,19,0,0,0,0,0,0
232,19,0,19,0,0,0,0,0,0
233,19,0,19,0,0,0,0,0,0
234,19,0,19,0,0,0,0,0,0
235,19,0,19,0,0,0,0,0,0
236,19,0,19,0,0,0,0,0,0
237,19,0,19,0,0,0,0,0,0
238,19,0,19,0,0,0,0,0,0
239,20,0,20,0,0,0,0,0,0
240,21,0,21,0,0,0,0,0,0
241,21,0,21,0,0,0,0,0,0
242,21,0,21,0,0,0,0,0,0
243,21,0,21,0,0,0,0,0,0
244,21,0,21,0,0,0,0,0,0
245,21,0,21,0,0,0,0,0,0
246,21,0,21,0,0,0,0,0,0
247,21,0,21,0,0,0,0,0,0
248,21,0,21,0,0,0,0,0,0
249,21,0,21,0,0,0,0,0,0
250,21,0,21,0,0,0,0,0,0
251,21,0,21,0,0,0,0,0,0
252,21,0,21,0,0,0,0,0,0
253,21,0,21,0,0,0,0,0,0
254,22,0,22,0,0,0,0,0,0
255,22,0,22,0,0,0,0,0,0
256,22,0,22,0,0,0,0,0,0
257,22,0,22,0,0,0,0,0,0
258,22,0,22,0,0,0,0,0,0
259,23,0,23,0,0,0,0,0,0
260,23,0,23,0,0,0,0,0,0
261,24,0,24,0,0,0,0,0,0
262,24,0,24,0,0,0,0,0,0
263,25,0,25,0,0,0,0,0,0
264,25,0,25,0,0,0,0,0,0
265,26,0,26,0,0,0,0,0,0
266,26,0,26,0,0,0,0,0,0
267,26,0,26,0,0,0,0,0,0
268,26,0,26,0,0,0,0,0,0
269,26,0,26,0,0,0,0,0,0
270,26,0,26,0,0,0,0,0,0
271,26,0,26,0,0,0,0,0,0
272,26,0,26,0,0,0,0,0,0
273,26,0,26,0,0,0,0,0,0
274,26,0,26,0,0,0,0,0,0
275,26,0,26,0,0,0,0,0,0
276,26,0,26,0,0,0,0,0,0
277,26,0,26,0,0,0,0,0,0
278,26,0,26,0,0,0,0,0,0
279,26,0,26,0,0,0,0,0,0
280,26,0,26,0,0,0,0,0,0
281,26,0,26,0,0,0,0,0,0
282,26,0,26,0,0,0,0,0,0
283,26,0,26,0,0,0,0,0,0
284,26,0,26,0,0,0,0,0,0
285,26,0,26,0,0,0,0,0,0
286,26,0,26,0,0,0,0,0,0
287,26,0,26,0,0,0,0,0,0
288,26,0,26,0,0,0,0,0,0
289,26,0,26,0,0,0,0,0,0
290,26,0,26,0,0,0,0,0,0
291,26,0,26,0,0,0,0,0,0
292,26,0,26,0,0,0,0,0,0
293,26,0,26,0,0,0,0,0,0
294,26,0,26,0,0,0,0,0,0
295,26,0,26,0,0,0,0,0,0
296,26,0,26,0,0,0,0,0,0
297,26,0,26,0,0,0,0,0,0
298,26,0,26,0,0,0,0,0,0
299,26,0,26,0,0,0,0,0,0
300,26,0,26,0,0,0,0,0,0
301,26,0,26,0,0,0,0,0,0
302,27,0,27,0,0,0,0,0,0
303,27,0,27,0,0,0,0,0,0
304,27,0,27,0,0,0,0,0,0
305,27,0,27,0,0,0,0,0,0
306,27,0,27,0,0,0,0,0,0
307,27,0,27,0,0,0,0,0,0
308,28,0,28,0,0,0,0,0,0
309,28,0,28,0,0,0,0,0,0
310,28,0,28,0,0,0,0,0,0
311,28,0,28,0,0,0,0,0,0
312,28,0,28,0,0,0,0,0,0
313,29,0,29,0,0,0,0,0,0
314,29,0,29,0,0,0,0,0,0
315,29,0,29,0,0,0,0,0,0
316,29,0,29,0,0,0,0,0,0
317,29,0,29,0,0,0,0,0,0
318,29,0,29,0,0,0,0,0,0
319,29,0,29,0,0,0,0,0,0
320,29,0,29,0,0,0,0,0,0
321,29,0,29,0,0,0,0,0,0
322,29,0,29,0,0,0,0,0,0
323,29,0,29,0,0,0,0,0,0
324,29,0,29,0,0,0,0,0,0
325,30,0,30,0,0,0,0,0,0
326,30,0,30,0,0,0,0,0,0
327,30,0,30,0,0,0,0,0,0
328,31,0,31,0,0,0,0,0,0
329,32,0,32,0,0,0,0,0,0
330,32,0,32,0,0,0,0,0,0
331,32,0,32,0,0,0,0,0,0
332,32,0,32,0,0,0,0,0,0
333,32,0,32,0,0,0,0,0,0
334,32,0,32,0,0,0,0,0,0
335,33,0,33,0,0,0,0,0,0
336,33,0,33,0,0,0,0,0,0
337,33,0,33,0,0,0,0,0,0
338,33,0,33,0,0,0,0,0,0
339,33,0,33,0,0,0,0,0,0
340,34,0,34,0,0,0,0,0,0
341,34,0,34,0,0,0,0,0,0
342,34,0,34,0,0,0,0,0,0
343,34,0,34,0,0,0,0,0,0
344,34,0,34,0,0,0,0,0,0
345,35,0,35,0,0,0,0,0,0
346,35,0,35,0,0,0,0,0,0
347,35,0,35,0,0,0,0,0,0
348,35,0,35,0,0,0,0,0,0
349,35,0,35,0,0,0,0,0,0
350,35,0,35,0,0,0,0,0,0
351,35,0,35,0,0,0,0,0,0
352,35,0,35,0,0,0,0,0,0
353,35,0,35,0,0,0,0,0,0
354,35,0,35,0,0,0,0,0,0
355,35,0,35,0,0,0,0,0,0
356,36,0,36,0,0,0,0,0,0
357,36,0,36,0,0,0,0,0,0
358,37,0,37,0,0,0,0,0,0
359,38,0,38,0,0,0,0,0,0
360,38,0,38,0,0,0,0,0,0
361,39,0,39,0,0,0,0,0,0
362,39,0,39,0,0,0,0,0,0
363,39,0,39,0,0,0,0,0,0
364,40,0,40,0,0,0,0,0,0
365,40,0,40,0,0,0,0,0,0
366,40,0,40,0,0,0,0,0,0
367,40,0,40,0,0,0,0,0,0
368,40,0,40,0,0,0,0,0,0
369,40,0,40,0,0,0,0,0,0
370,40,0,40,0,0,0,0,0,0
371,44,0,44,0,0,0,0,0,0
372,44,0,44,0,0,0,0,0,0
373,44,0,44,0,0,0,0,0,0
374,45,0,45,0,0,0,0,0,0
375,46,0,46,0,0,0,0,0,0
376,46,0,46,0,0,0,0,0,0
377,46,0,46,0,0,0,0,0,0
378,46,0,46,0,0,0,0,0,0
379,47,0,47,0,0,0,0,0,0
380,47,0,47,0,0,0,0,0,0
381,47,0,47,0,0,0,0,0,0
382,47,0,47,0,0,0,0,0,0
383,48,0,48,0,0,0,0,0,0
384,48,0,48,0,0,0,0,0,0
385,50,0,50,0,0,0,0,0,0
386,50,0,50,0,0,0,0,0,0
387,50,0,50,0,0,0,0,0,0
388,51,0,51,0,0,0,0,0,0
389,51,0,51,0,0,0,0,0,0
390,51,0,51,0,0,0,0,0,0
391,51,0,51,0,0,0,0,0,0
392,52,0,52,0,0,0,0,0,0
393,54,0,54,0,0,0,0,0,0
394,54,0,54,0,0,0,0,0,0
395,54,0,54,0,0,0,0,0,0
396,54,0,54,0,0,0,0,0,0
397,54,0,54,0,0,0,0,0,0
398,55,0,55,0,0,0,0,0,0
399,55,0,55,0,0,0,0,0,0
400,55,0,55,0,0,0,0,0,0
401,55,0,55,0,0,0,0,0,0
402,56,0,56,0,0,0,0,0,0
403,56,0,56,0,0,0,0,0,0
404,57,0,57,0,0,0,0,0,0
405,57,0,57,0,0,0,0,0,0
406,59,0,59,0,0,0,0,0,0
407,61,0,61,0,0,0,0,0,0
408,61,0,61,0,0,0,0,0,0
409,62,0,62,0,0,0,0,0,0
410,64,0,63,0,0,0,0,0,0
411,65,0,65,0,0,0,0,0,0
412,65,0,65,0,0,0,0,0,0
413,65,0,65,0,0,0,0,0,0
414,65,0,65,0,0,0,0,0,0
415,65,0,65,0,0,0,0,0,0
416,67,0,67,0,0,0,0,0,0
417,68,0,68,0,0,0,0,0,0
418,69,0,69,0,0,0,0,0,0
419,71,0,71,0,0,0,0,0,0
420,72,0,71,0,0,0,0,0,0
421,72,0,72,0,0,0,0,0,0
422,73,0,73,0,0,0,0,0,0
423,73,0,73,0,0,0,0,0,0
424,77,0,77,0,0,0,0,0,0
425,78,0,78,0,0,0,0,0,0
426,79,0,79,0,0,0,0,0,0
427,79,0,79,0,0,0,0,0,0
428,80,0,80,0,0,0,0,0,0
429,80,0,80,0,0,0,0,0,0
430,81,0,81,0,0,0,0,0,0
431,83,0,83,0,0,0,0,0,0
432,85,0,85,0,0,0,0,0,0
433,86,0,86,0,0,0,0,0,0
434,86,0,86,0,0,0,0,0,0
435,86,0,86,0,0,0,0,0,0
436,89,0,87,0,0,0,0,0,0
437,92,0,91,0,0,0,0,0,0
438,93,0,92,0,0,0,0,0,0
439,94,0,93,0,0,0,0,0,0
440,94,0,93,0,0,0,0,0,0
441,96,0,96,0,0,0,0,0,0
442,97,0,97,0,0,0,0,0,0
443,100,0,100,0,0,0,0,0,0
444,100,0,100,0,0,0,0,0,0
445,100,0,100,0,0,0,0,0,0
446,100,0,100,0,0,0,0,0,0
447,100,0,100,0,0,0,0,0,0
448,100,0,100,0,0,0,0,0,0
449,103,0,103,0,0,0,0,0,0
450,105,0,105,0,0,0,0,0,0
451,106,0,106,0,0,0,0,0,0
452,108,0,107,0,0,0,0,0,0
453,108,0,107,0,0,0,0,0,0
454,108,0,108,0,0,0,0,0,0
455,108,0,108,0,0,0,0,0,0
456,108,0,108,0,0,0,0,0,0
457,109,0,109,0,0,0,0,0,0
458,111,0,111,0,0,0,0,0,0
459,111,0,111,0,0,0,0,0,0
460,112,0,112,0,0,0,0,0,0
461,114,0,113,0,0,0,0,0,0
462,115,0,115,0,0,0,0,0,0
463,115,0,115,0,0,0,0,0,0
464,115,0,115,0,0,0,0,0,0
465,115,0,115,0,0,0,0,0,0
466,115,0,115,0,0,0,0,0,0
467,115,0,115,0,0,0,0,0,0
468,116,0,116,0,0,0,0,0,0
469,116,0,116,0,0,0,0,0,0
470,117,0,116,0,0,0,0,0,0
471,117,0,116,0,0,0,0,0,0
472,117,0,116,0,0,0,0,0,0
473,117,0,116,0,0,0,0,0,0
474,117,0,117,0,0,0,0,0,0
475,118,0,118,0,0,0,0,0,0
476,119,0,119,0,0,0,0,0,0
477,119,0,119,0,0,0,0,0,0
478,120,0,120,0,0,0,0,0,0
479,122,0,122,0,0,0,0,0,0
480,122,0,122,0,0,0,0,0,0
481,122,0,122,0,0,0,0,0,0
482,123,0,123,0,0,0,0,0,0
483,125,0,125,0,0,0,0,0,0
484,125,0,125,0,0,0,0,0,0
485,126,0,126,0,0,0,0,0,0
486,127,0,126,0,0,0,0,0,0
487,128,0,127,0,0,0,0,0,0
488,130,0,129,0,0,0,0,0,0
489,130,0,129,0,0,0,0,0,0
490,130,0,129,0,0,0,0,0,0
491,130,0,130,0,0,0,0,0,0
492,131,0,131,0,0,0,0,0,0
493,134,0,133,0,0,0,0,0,0
494,137,0,136,0,0,0,0,0,0
495,137,0,137,0,0,0,0,0,0
496,137,0,137,0,0,0,0,0,0
497,138,0,138,0,0,0,0,0,0
498,138,0,138,0,0,0,0,0,0
499,138,0,138,0,0,0,0,0,0
500,139,0,139,0,0,0,0,0,0
501,140,0,140,0,0,0,0,0,0
502,141,0,141,0,0,0,0,0,0
503,142,0,141,0,0,0,0,0,0
504,142,0,141,0,0,0,0,0,0
505,146,0,145,0,0,0,0,0,0
506,146,0,145,0,0,0,0,0,0
507,146,0,145,0,0,0,0,0,0
508,148,0,148,0,0,0,0,0,0
509,148,0,148,0,0,0,0,0,0
510,149,0,149,0,0,0,0,0,0
511,150,0,149,0,0,0,0,0,0
512,150,0,149,0,0,0,0,0,0
513,151,0,151,0,0,0,0,0,0
514,151,0,151,0,0,0,0,0,0
515,152,0,152,0,0,0,0,0,0
516,153,0,152,0,0,0,0,0,0
517,153,0,152,0,0,0,0,0,0
518,154,0,153,0,0,0,0,0,0
519,155,0,154,0,0,0,0,0,0
520,155,0,155,0,0,0,0,0,0
521,157,0,156,0,0,0,0,0,0
522,159,0,159,0,0,0,0,0,0
523,161,0,161,0,0,0,0,0,0
524,161,0,161,0,0,0,0,0,0
525,161,0,161,0,0,0,0,0,0
526,162,0,162,0,0,0,0,0,0
527,162,0,162,0,0,0,0,0,0
528,162,0,162,0,0,0,0,0,0
529,164,0,164,0,0,0,0,0,0
530,165,0,165,0,0,0,0,0,0
531,165,0,165,0,0,0,0,0,0
532,166,0,166,0,0,0,0,0,0
533,166,0,166,0,0,0,0,0,0
534,166,0,166,0,0,0,0,0,0
535,166,0,166,0,0,0,0,0,0
536,168,0,168,0,0,0,0,0,0
537,169,0,169,0,0,0,0,0,0
538,171,0,171,0,0,0,0,0,0
539,171,0,171,0,0,0,0,0,0
540,173,0,173,0,0,0,0,0,0
541,173,0,173,0,0,0,0,0,0
542,174,0,174,0,0,0,0,0,0
543,176,0,175,0,0,0,0,0,0
544,176,0,176,0,0,0,0,0,0
545,178,0,178,0,0,0,0,0,0
546,178,0,178,0,0,0,0,0,0
547,178,0,178,0,0,0,0,0,0
548,178,0,178,0,0,0,0,0,0
549,178,0,178,0,0,0,0,0,0
550,179,0,179,0,0,0,0,0,0
551,180,0,180,0,0,0,0,0,0
552,181,0,180,0,0,0,0,0,0
553,182,0,181,0,0,0,0,0,0
554,182,0,181,0,0,0,0,0,0
555,183,0,182,0,0,0,0,0,0
556,183,0,182,0,0,0,0,0,0
557,183,0,182,0,0,0,0,0,0
558,183,0,182,0,0,0,0,0,0
559,183,0,182,0,0,0,0,0,0
560,183,0,182,0,0,0,0,0,0
561,183,0,182,0,0,0,0,0,0
562,183,0,182,0,0,0,0,0,0
563,184,0,183,0,0,0,0,0,0
564,185,0,185,0,0,0,0,0,0
565,185,0,185,0,0,0,0,0,0
566,185,0,185,0,0,0,0,0,0
567,185,0,185,0,0,0,0,0,0
568,186,0,186,0,0,0,0,0,0
569,186,0,186,0,0,0,0,0,0
570,188,0,188,0,0,0,0,0,0
571,189,0,189,0,0,0,0,0,0
572,189,0,189,0,0,0,0,0,0
573,192,0,192,0,0,0,0,0,0
574,192,0,192,0,0,0,0,0,0
575,192,0,192,0,0,0,0,0,0
576,193,0,192,0,0,0,0,0,0
577,194,0,193,0,0,0,0,0,0
578,194,0,193,0,0,0,0,0,0
579,194,0,193,0,0,0,0,0,0
580,194,0,193,0,0,0,0,0,0
581,194,0,193,0,0,0,0,0,0
582,194,0,193,0,0,0,0,0,0
583,194,0,194,0,0,0,0,0,0
584,196,0,196,0,0,0,0,0,0
585,197,0,197,0,0,0,0,0,0
586,198,0,198,0,0,0,0,0,0
587,201,0,200,0,0,0,0,0,0
588,204,0,202,0,0,0,0,0,0
589,204,0,202,0,0,0,0,0,0
590,205,0,203,0,0,0,0,0,0
591,206,0,204,0,0,0,0,0,0
592,206,0,204,0,0,0,0,0,0
593,206,0,205,0,0,0,0,0,0
594,210,0,208,0,0,0,0,0,0
595,212,0,208,0,0,0,0,0,0
596,213,0,209,0,0,0,0,0,0
597,213,0,210,0,0,0,0,0,0
598,214,0,212,0,0,0,0,0,0
599,214,0,212,0,0,0,0,0,0
600,214,0,212,0,0,0,0,0,0
601,215,0,214,0,0,0,0,0,0
602,216,0,215,0,0,0,0,0,0
603,216,0,215,0,0,0,0,0,0
604,217,0,216,0,0,0,0,0,0
605,217,0,216,0,0,0,0,0,0
606,217,0,217,0,0,0,0,0,0
607,217,0,217,0,0,0,0,0,0
608,217,0,217,0,0,0,0,0,0
609,217,0,217,0,0,0,0,0,0
610,217,0,217,0,0,0,0,0,0
611,218,0,218,0,0,0,0,0,0
612,219,0,219,0,0,0,0,0,0
613,219,0,219,0,0,0,0,0,0
614,219,0,219,0,0,0,0,0,0
615,221,0,221,0,0,0,0,0,0
616,222,0,221,0,0,0,0,0,0
617,222,0,222,0,0,0,0,0,0
618,222,0,222,0,0,0,0,0,0
619,223,0,223,0,0,0,0,0,0
620,223,0,223,0,0,0,0,0,0
621,224,0,224,0,0,0,0,0,0
622,225,0,225,0,0,0,0,0,0
623,225,0,225,0,0,0,0,0,0
624,225,0,225,0,0,0,0,0,0
625,226,0,226,0,0,0,0,0,0
626,226,0,226,0,0,0,0,0,0
627,228,0,227,0,0,0,0,0,0
628,229,0,227,0,0,0,0,0,0
629,230,0,228,0,0,0,0,0,0
630,230,0,229,0,0,0,0,0,0
631,230,0,230,0,0,0,0,0,0
632,231,0,230,0,0,0,0,0,0
633,232,0,231,0,0,0,0,0,0
634,234,0,233,0,0,0,0,0,0
635,234,0,233,0,0,0,0,0,0
636,235,0,235,0,0,0,0,0,0
637,236,0,236,0,0,0,0,0,0
638,236,0,236,0,0,0,0,0,0
639,237,0,237,0,0,0,0,0,0
640,238,0,238,0,0,0,0,0,0
641,239,0,238,0,0,0,0,0,0
642,239,0,238,0,0,0,0,0,0
643,239,0,238,0,0,0,0,0,0
644,239,0,239,0,0,0,0,0,0
645,239,0,239,0,0,0,0,0,0
646,239,0,239,0,0,0,0,0,0
647,240,0,240,0,0,0,0,0,0
648,241,0,241,0,0,0,0,0,0
649,241,0,241,0,0,0,0,0,0
650,242,0,241,0,0,0,0,0,0
651,242,0,241,0,0,0,0,0,0
652,243,0,242,0,0,0,0,0,0
653,244,0,243,0,0,0,0,0,0
654,245,0,244,0,0,0,0,0,0
655,247,0,246,0,0,0,0,0,0
656,248,0,247,0,0,0,0,0,0
657,248,0,247,0,0,0,0,0,0
658,249,0,248,0,0,0,0,0,0
659,249,0,248,0,0,0,0,0,0
660,251,0,248,0,0,0,0,0,0
661,252,0,249,0,0,0,0,0,0
662,254,0,251,0,0,0,0,0,0
663,254,0,251,0,0,0,0,0,0
664,255,0,253,0,0,0,0,0,0
665,256,0,254,0,0,0,0,0,0
666,256,0,255,0,0,0,0,0,0
667,257,0,256,0,0,0,0,0,0
668,258,0,258,0,0,0,0,0,0
669,258,0,258,0,0,0,0,0,0
670,259,0,258,0,0,0,0,0,0
671,260,0,259,0,0,0,0,0,0
672,260,0,259,0,0,0,0,0,0
673,260,0,259,0,0,0,0,0,0
674,260,0,259,0,0,0,0,0,0
675,261,0,260,0,0,0,0,0,0
676,261,0,260,0,0,0,0,0,0
677,261,0,260,0,0,0,0,0,0
678,264,0,263,0,0,0,0,0,0
679,264,0,263,0,0,0,0,0,0
680,265,0,264,0,0,0,0,0,0
681,265,0,264,0,0,0,0,0,0
682,266,0,265,0,0,0,0,0,0
683,267,0,266,0,0,0,0,0,0
684,267,0,266,0,0,0,0,0,0
685,267,0,266,0,0,0,0,0,0
686,268,0,266,0,0,0,0,0,0
687,270,0,267,0,0,0,0,0,0
688,271,0,270,0,0,0,0,0,0
689,276,0,273,0,0,0,0,0,0
690,277,0,274,0,0,0,0,0,0
691,278,0,274,0,0,0,0,0,0
692,280,0,278,0,0,0,0,0,0
693,280,0,278,0,0,0,0,0,0
694,281,0,278,0,0,0,0,0,0
