Time(s),Total cars injected, Total cars arrived,Current cars in system, Exiting people,Total Sumo cars injected,Total Sumo cars arrived
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,1,0,1,0,0,0
49,1,0,1,0,0,0
50,1,0,1,0,0,0
51,1,0,1,0,0,0
52,1,0,1,0,0,0
53,1,0,1,0,0,0
54,1,0,1,0,0,0
55,1,0,1,0,0,0
56,1,0,1,0,0,0
57,1,0,1,0,0,0
58,1,0,1,0,0,0
59,1,0,1,0,0,0
60,1,0,1,0,0,0
61,1,0,1,0,0,0
62,1,0,1,0,0,0
63,1,0,1,0,0,0
64,1,0,1,0,0,0
65,1,0,1,0,0,0
66,1,0,1,0,0,0
67,1,0,1,0,0,0
68,1,0,1,0,0,0
69,1,0,1,0,0,0
70,1,0,1,0,0,0
71,1,0,1,0,0,0
72,1,0,1,0,0,0
73,1,0,1,0,0,0
74,1,0,1,0,0,0
75,1,0,1,0,0,0
76,1,0,1,0,0,0
77,1,0,1,0,0,0
78,1,0,1,0,0,0
79,1,0,1,0,0,0
80,1,0,1,0,0,0
81,1,0,1,0,0,0
82,1,0,1,0,0,0
83,1,0,1,0,0,0
84,1,0,1,0,0,0
85,2,0,2,0,0,0
86,2,0,2,0,0,0
87,2,0,2,0,0,0
88,2,0,2,0,0,0
89,3,0,3,0,0,0
90,3,0,3,0,0,0
91,3,0,3,0,0,0
92,3,0,3,0,0,0
93,3,0,3,0,0,0
94,3,0,3,0,0,0
95,4,0,4,0,0,0
96,4,0,4,0,0,0
97,4,0,4,0,0,0
98,4,0,4,0,0,0
99,4,0,4,0,0,0
100,4,0,4,0,0,0
101,4,0,4,0,0,0
102,4,0,4,0,0,0
103,4,0,4,0,0,0
104,4,0,4,0,0,0
105,4,0,4,0,0,0
106,4,0,4,0,0,0
107,4,0,4,0,0,0
108,4,0,4,0,0,0
109,4,0,4,0,0,0
110,4,0,4,0,0,0
111,4,0,4,0,0,0
112,4,0,4,0,0,0
113,4,0,4,0,0,0
114,4,0,4,0,0,0
115,4,0,4,0,0,0
116,4,0,4,0,0,0
117,4,0,4,0,0,0
118,4,0,4,0,0,0
119,4,0,4,0,0,0
120,4,0,4,0,0,0
121,4,0,4,0,0,0
122,4,0,4,0,0,0
123,4,0,4,0,0,0
124,4,0,4,0,0,0
125,4,0,4,0,0,0
126,6,0,6,0,0,0
127,6,0,6,0,0,0
128,6,0,6,0,0,0
129,7,0,7,0,0,0
130,7,0,7,0,0,0
131,8,0,8,0,0,0
132,8,0,8,0,0,0
133,8,0,8,0,0,0
134,8,0,8,0,0,0
135,8,0,8,0,0,0
136,8,0,8,0,0,0
137,9,0,9,0,0,0
138,9,0,9,0,0,0
139,9,0,9,0,0,0
140,9,0,9,0,0,0
141,9,0,9,0,0,0
142,10,0,10,0,0,0
143,10,0,10,0,0,0
144,10,0,10,0,0,0
145,10,0,10,0,0,0
146,10,0,10,0,0,0
147,10,0,10,0,0,0
148,10,0,10,0,0,0
149,10,0,10,0,0,0
150,10,0,10,0,0,0
151,10,0,10,0,0,0
152,10,0,10,0,0,0
153,10,0,10,0,0,0
154,10,0,10,0,0,0
155,10,0,10,0,0,0
156,10,0,10,0,0,0
157,10,0,10,0,0,0
158,10,0,10,0,0,0
159,10,0,10,0,0,0
160,10,0,10,0,0,0
161,10,0,10,0,0,0
162,10,0,10,0,0,0
163,11,0,11,0,0,0
164,12,0,12,0,0,0
165,12,0,12,0,0,0
166,13,0,13,0,0,0
167,13,0,13,0,0,0
168,13,0,13,0,0,0
169,13,0,13,0,0,0
170,13,0,13,0,0,0
171,13,0,13,0,0,0
172,13,0,13,0,0,0
173,13,0,13,0,0,0
174,13,0,13,0,0,0
175,13,0,13,0,0,0
176,13,0,13,0,0,0
177,13,0,13,0,0,0
178,13,0,13,0,0,0
179,13,0,13,0,0,0
180,14,0,14,0,0,0
181,14,0,14,0,0,0
182,14,0,14,0,0,0
183,14,0,14,0,0,0
184,14,0,14,0,0,0
185,14,0,14,0,0,0
186,14,0,14,0,0,0
187,14,0,14,0,0,0
188,14,0,14,0,0,0
189,14,0,14,0,0,0
190,14,0,14,0,0,0
191,14,0,14,0,0,0
192,15,0,15,0,0,0
193,15,0,15,0,0,0
194,15,0,15,0,0,0
195,15,0,15,0,0,0
196,15,0,15,0,0,0
197,15,0,15,0,0,0
198,17,0,17,0,0,0
199,17,0,17,0,0,0
200,17,0,17,0,0,0
201,17,0,17,0,0,0
202,17,0,17,0,0,0
203,17,0,17,0,0,0
204,17,0,17,0,0,0
205,17,0,17,0,0,0
206,17,0,17,0,0,0
207,19,0,19,0,0,0
208,19,0,19,0,0,0
209,20,0,20,0,0,0
210,20,0,20,0,0,0
211,20,0,20,0,0,0
212,20,0,20,0,0,0
213,20,0,20,0,0,0
214,21,0,21,0,0,0
215,21,0,21,0,0,0
216,21,0,21,0,0,0
217,21,0,21,0,0,0
218,21,0,21,0,0,0
219,21,0,21,0,0,0
220,21,0,21,0,0,0
221,21,0,21,0,0,0
222,21,0,21,0,0,0
223,21,0,21,0,0,0
224,21,0,21,0,0,0
225,21,0,21,0,0,0
226,21,0,21,0,0,0
227,21,0,21,0,0,0
228,21,0,21,0,0,0
229,21,0,21,0,0,0
230,21,0,21,0,0,0
231,21,0,21,0,0,0
232,21,0,21,0,0,0
233,21,0,21,0,0,0
234,21,0,21,0,0,0
235,21,0,21,0,0,0
236,21,0,21,0,0,0
237,21,0,21,0,0,0
238,22,0,22,0,0,0
239,22,0,22,0,0,0
240,22,0,22,0,0,0
241,22,0,22,0,0,0
242,23,0,23,0,0,0
243,23,0,23,0,0,0
244,23,0,23,0,0,0
245,23,0,23,0,0,0
246,23,0,23,0,0,0
247,23,0,23,0,0,0
248,23,0,23,0,0,0
249,23,0,23,0,0,0
250,23,0,23,0,0,0
251,23,0,23,0,0,0
252,23,0,23,0,0,0
253,23,0,23,0,0,0
254,23,0,23,0,0,0
255,23,0,23,0,0,0
256,23,0,23,0,0,0
257,23,0,23,0,0,0
258,23,0,23,0,0,0
259,23,0,23,0,0,0
260,23,0,23,0,0,0
261,23,0,23,0,0,0
262,24,0,24,0,0,0
263,24,0,24,0,0,0
264,24,0,24,0,0,0
265,24,0,24,0,0,0
266,24,0,24,0,0,0
267,24,0,24,0,0,0
268,25,0,25,0,0,0
269,25,0,25,0,0,0
270,26,0,26,0,0,0
271,26,0,26,0,0,0
272,27,0,27,0,0,0
273,27,0,27,0,0,0
274,27,0,27,0,0,0
275,27,0,27,0,0,0
276,27,0,27,0,0,0
277,27,0,27,0,0,0
278,27,0,27,0,0,0
279,27,0,27,0,0,0
280,28,0,28,0,0,0
281,28,0,28,0,0,0
282,28,0,28,0,0,0
283,28,0,28,0,0,0
284,28,0,28,0,0,0
285,29,0,29,0,0,0
286,29,0,29,0,0,0
287,29,0,29,0,0,0
288,29,0,29,0,0,0
289,29,0,29,0,0,0
290,29,0,29,0,0,0
291,29,0,29,0,0,0
292,29,0,29,0,0,0
293,29,0,29,0,0,0
294,30,0,30,0,0,0
295,30,0,30,0,0,0
296,30,0,30,0,0,0
297,30,0,30,0,0,0
298,30,0,30,0,0,0
299,30,0,30,0,0,0
300,30,0,30,0,0,0
301,30,0,30,0,0,0
302,30,0,30,0,0,0
303,30,0,30,0,0,0
304,30,0,30,0,0,0
305,30,0,30,0,0,0
306,30,0,30,0,0,0
307,30,0,30,0,0,0
308,30,0,30,0,0,0
309,30,0,30,0,0,0
310,30,0,30,0,0,0
311,30,0,30,0,0,0
312,30,0,30,0,0,0
313,30,0,30,0,0,0
314,30,0,30,0,0,0
315,31,0,31,0,0,0
316,32,0,32,0,0,0
317,32,0,32,0,0,0
318,33,0,33,0,0,0
319,33,0,33,0,0,0
320,33,0,33,0,0,0
321,33,0,33,0,0,0
322,33,0,33,0,0,0
323,33,0,33,0,0,0
324,33,0,33,0,0,0
325,34,0,33,0,0,0
326,34,0,33,0,0,0
327,34,0,34,0,0,0
328,35,0,35,0,0,0
329,35,0,35,0,0,0
330,36,0,36,0,0,0
331,38,0,38,0,0,0
332,38,0,38,0,0,0
333,38,0,38,0,0,0
334,39,0,39,0,0,0
335,40,0,39,0,0,0
336,40,0,40,0,0,0
337,40,0,40,0,0,0
338,40,0,40,0,0,0
339,40,0,40,0,0,0
340,40,0,40,0,0,0
341,41,0,41,0,0,0
342,42,0,42,0,0,0
343,42,0,42,0,0,0
344,42,0,42,0,0,0
345,43,0,43,0,0,0
346,44,0,44,0,0,0
347,44,0,44,0,0,0
348,44,0,44,0,0,0
349,44,0,44,0,0,0
350,45,0,45,0,0,0
351,46,0,46,0,0,0
352,47,0,47,0,0,0
353,47,0,47,0,0,0
354,48,0,48,0,0,0
355,48,0,48,0,0,0
356,50,0,50,0,0,0
357,50,0,50,0,0,0
358,50,0,50,0,0,0
359,50,0,50,0,0,0
360,50,0,50,0,0,0
361,50,0,50,0,0,0
362,50,0,50,0,0,0
363,51,0,51,0,0,0
364,52,0,52,0,0,0
365,52,0,52,0,0,0
366,53,0,53,0,0,0
367,53,0,53,0,0,0
368,53,0,53,0,0,0
369,53,0,53,0,0,0
370,53,0,53,0,0,0
371,54,0,54,0,0,0
372,56,0,56,0,0,0
373,56,0,56,0,0,0
374,56,0,56,0,0,0
375,57,0,57,0,0,0
376,58,0,58,0,0,0
377,58,0,58,0,0,0
378,59,0,59,0,0,0
379,60,0,60,0,0,0
380,60,0,60,0,0,0
381,62,0,61,0,0,0
382,63,0,62,0,0,0
383,65,0,64,0,0,0
384,66,0,66,0,0,0
385,66,0,66,0,0,0
386,67,0,67,0,0,0
387,67,0,67,0,0,0
388,67,0,67,0,0,0
389,68,0,68,0,0,0
390,68,0,68,0,0,0
391,68,0,68,0,0,0
392,69,0,69,0,0,0
393,70,0,70,0,0,0
394,71,0,71,0,0,0
395,73,0,73,0,0,0
396,73,0,73,0,0,0
397,74,0,74,0,0,0
398,76,0,76,0,0,0
399,76,0,76,0,0,0
400,77,0,77,0,0,0
401,77,0,77,0,0,0
402,77,0,77,0,0,0
403,78,0,77,0,0,0
404,81,0,80,0,0,0
405,81,0,80,0,0,0
406,81,0,81,0,0,0
407,82,0,82,0,0,0
408,82,0,82,0,0,0
409,83,0,83,0,0,0
410,85,0,85,0,0,0
411,87,0,87,0,0,0
412,87,0,87,0,0,0
413,88,0,88,0,0,0
414,89,0,89,0,0,0
415,89,0,89,0,0,0
416,90,0,90,0,0,0
417,90,0,90,0,0,0
418,91,0,91,0,0,0
419,93,0,93,0,0,0
420,94,0,94,0,0,0
421,94,0,94,0,0,0
422,95,0,94,0,0,0
423,96,0,96,0,0,0
424,96,0,96,0,0,0
425,99,0,98,0,0,0
426,99,0,98,0,0,0
427,100,0,99,0,0,0
428,100,0,99,0,0,0
429,100,0,99,0,0,0
430,100,0,99,0,0,0
431,100,0,99,0,0,0
432,100,0,99,0,0,0
433,100,0,100,0,0,0
434,100,0,100,0,0,0
435,101,0,101,0,0,0
436,101,0,101,0,0,0
437,102,0,102,0,0,0
438,104,0,103,0,0,0
439,104,0,103,0,0,0
440,107,0,105,0,0,0
441,107,0,107,0,0,0
442,107,0,107,0,0,0
443,107,0,107,0,0,0
444,108,0,108,0,0,0
445,108,0,108,0,0,0
446,109,0,109,0,0,0
447,109,0,109,0,0,0
448,110,0,110,0,0,0
449,111,0,111,0,0,0
450,111,0,111,0,0,0
451,111,0,111,0,0,0
452,112,0,112,0,0,0
453,113,0,113,0,0,0
454,113,0,113,0,0,0
455,114,0,114,0,0,0
456,114,0,114,0,0,0
457,115,0,115,0,0,0
458,117,0,116,0,0,0
459,118,0,117,0,0,0
460,119,0,119,0,0,0
461,120,0,119,0,0,0
462,120,0,119,0,0,0
463,121,0,120,0,0,0
464,122,0,120,0,0,0
465,124,0,122,0,0,0
466,126,0,125,0,0,0
467,129,0,128,0,0,0
468,130,0,129,0,0,0
469,130,0,129,0,0,0
470,130,0,129,0,0,0
471,131,0,130,0,0,0
472,132,0,132,0,0,0
473,133,0,133,0,0,0
474,133,0,133,0,0,0
475,133,0,133,0,0,0
476,133,0,133,0,0,0
477,133,0,133,0,0,0
478,133,0,133,0,0,0
479,135,0,134,0,0,0
480,135,0,134,0,0,0
481,137,0,134,0,0,0
482,137,0,135,0,0,0
483,138,0,136,0,0,0
484,141,0,140,0,0,0
485,141,0,141,0,0,0
486,142,0,142,0,0,0
487,142,0,142,0,0,0
488,142,0,142,0,0,0
489,143,0,143,0,0,0
490,143,0,143,0,0,0
491,143,0,143,0,0,0
492,144,0,144,0,0,0
493,146,0,146,0,0,0
494,146,0,146,0,0,0
495,147,0,147,0,0,0
496,147,0,147,0,0,0
497,147,0,147,0,0,0
498,148,0,148,0,0,0
499,148,0,148,0,0,0
500,149,0,148,0,0,0
501,150,0,150,0,0,0
502,150,0,150,0,0,0
503,150,0,150,0,0,0
504,153,0,152,0,0,0
505,153,0,153,0,0,0
506,153,0,153,0,0,0
507,153,0,153,0,0,0
508,154,0,154,0,0,0
509,154,0,154,0,0,0
510,155,0,155,0,0,0
511,155,0,155,0,0,0
512,157,0,157,0,0,0
513,158,0,157,0,0,0
514,159,0,158,0,0,0
515,159,0,159,0,0,0
516,160,0,160,0,0,0
517,160,0,160,0,0,0
518,160,0,160,0,0,0
519,160,0,160,0,0,0
520,162,0,162,0,0,0
521,162,0,162,0,0,0
522,166,0,165,0,0,0
523,168,0,167,0,0,0
524,168,0,168,0,0,0
525,168,0,168,0,0,0
526,170,0,170,0,0,0
527,171,0,171,0,0,0
528,172,0,172,0,0,0
529,174,0,174,0,0,0
530,175,0,175,0,0,0
531,176,0,175,0,0,0
532,176,0,175,0,0,0
533,176,0,176,0,0,0
534,177,0,176,0,0,0
535,179,0,178,0,0,0
536,181,0,181,0,0,0
537,182,0,182,0,0,0
538,183,0,183,0,0,0
539,183,0,183,0,0,0
540,184,0,184,0,0,0
541,185,0,185,0,0,0
542,185,0,185,0,0,0
543,186,0,186,0,0,0
544,186,0,186,0,0,0
545,189,0,188,0,0,0
546,190,0,190,0,0,0
547,191,0,191,0,0,0
548,192,0,191,0,0,0
549,194,0,193,0,0,0
550,196,0,193,0,0,0
551,196,0,195,0,0,0
552,197,0,196,0,0,0
553,197,0,196,0,0,0
554,197,0,197,0,0,0
555,197,0,197,0,0,0
556,197,0,197,0,0,0
557,199,0,199,0,0,0
558,200,0,200,0,0,0
559,201,0,201,0,0,0
560,201,0,201,0,0,0
561,202,0,202,0,0,0
562,203,0,203,0,0,0
563,203,0,203,0,0,0
564,204,0,204,0,0,0
565,207,0,207,0,0,0
566,207,0,207,0,0,0
567,207,0,207,0,0,0
568,207,0,207,0,0,0
569,209,1,208,3,0,0
570,210,1,209,3,0,0
571,211,1,210,3,0,0
572,211,1,210,3,0,0
573,211,1,210,3,0,0
574,211,1,210,3,0,0
575,211,1,210,3,0,0
576,212,1,211,3,0,0
577,212,1,211,3,0,0
578,212,1,211,3,0,0
579,212,1,211,3,0,0
580,213,1,212,3,0,0
581,213,1,212,3,0,0
582,213,1,212,3,0,0
583,213,1,212,3,0,0
584,213,1,212,3,0,0
585,214,1,213,3,0,0
586,214,1,213,3,0,0
587,214,1,213,3,0,0
588,214,1,213,3,0,0
589,215,1,213,3,0,0
590,216,1,214,3,0,0
591,217,1,214,3,0,0
592,218,1,215,3,0,0
593,220,1,217,3,0,0
594,220,1,217,3,0,0
595,222,1,219,3,0,0
596,222,1,219,3,0,0
597,222,1,219,3,0,0
598,223,1,221,3,0,0
599,223,1,221,3,0,0
600,223,1,221,3,0,0
601,224,1,223,3,0,0
602,225,1,223,3,0,0
603,227,1,225,3,0,0
604,227,1,225,3,0,0
605,229,1,226,3,0,0
606,231,1,229,3,0,0
607,231,1,229,3,0,0
608,233,1,231,3,0,0
609,233,1,231,3,0,0
610,233,1,232,3,0,0
611,236,1,235,3,0,0
612,237,1,236,3,0,0
613,237,1,236,3,0,0
614,239,1,238,3,0,0
615,239,1,238,3,0,0
616,240,1,239,3,0,0
617,241,1,240,3,0,0
618,241,1,240,3,0,0
619,241,1,240,3,0,0
620,242,1,241,3,0,0
621,242,1,241,3,0,0
622,243,1,242,3,0,0
623,243,1,242,3,0,0
624,243,1,242,3,0,0
625,243,1,242,3,0,0
626,244,1,243,3,0,0
627,244,1,243,3,0,0
628,245,1,244,3,0,0
629,245,1,244,3,0,0
630,245,1,244,3,0,0
631,245,1,244,3,0,0
632,247,1,246,3,0,0
633,248,1,247,3,0,0
634,250,1,249,3,0,0
635,250,1,249,3,0,0
636,251,1,250,3,0,0
637,252,1,250,3,0,0
638,252,1,251,3,0,0
639,253,1,252,3,0,0
640,253,1,252,3,0,0
641,254,1,253,3,0,0
642,254,2,252,7,0,0
643,256,2,254,7,0,0
644,257,2,255,7,0,0
645,258,2,256,7,0,0
646,261,2,259,7,0,0
647,262,2,260,7,0,0
648,262,2,260,7,0,0
649,262,2,260,7,0,0
650,263,2,261,7,0,0
651,264,2,262,7,0,0
652,264,2,262,7,0,0
653,265,2,263,7,0,0
654,265,2,263,7,0,0
655,265,2,263,7,0,0
656,266,2,263,7,0,0
657,266,2,263,7,0,0
658,268,2,265,7,0,0
659,268,2,265,7,0,0
660,270,2,267,7,0,0
661,270,2,267,7,0,0
662,270,2,268,7,0,0
663,270,2,268,7,0,0
664,271,2,269,7,0,0
665,271,2,269,7,0,0
666,271,2,269,7,0,0
667,271,2,269,7,0,0
668,272,2,270,7,0,0
669,273,2,271,7,0,0
670,275,2,273,7,0,0
671,278,2,276,7,0,0
672,278,2,276,7,0,0
673,280,2,277,7,0,0
674,280,2,277,7,0,0
675,281,2,278,7,0,0
676,281,2,279,7,0,0
677,284,2,281,7,0,0
678,284,2,281,7,0,0
679,285,2,282,7,0,0
680,285,2,282,7,0,0
681,286,2,283,7,0,0
682,287,2,283,7,0,0
683,288,2,283,7,0,0
684,288,2,284,7,0,0
685,289,2,285,7,0,0
686,289,2,285,7,0,0
687,290,2,285,7,0,0
688,291,2,287,7,0,0
689,291,2,287,7,0,0
690,295,2,289,7,0,0
691,295,2,289,7,0,0
692,297,2,292,7,0,0
693,298,2,293,7,0,0
694,300,2,295,7,0,0
695,300,2,295,7,0,0
696,300,2,295,7,0,0
697,301,2,296,7,0,0
698,301,2,296,7,0,0
699,301,2,296,7,0,0
700,301,2,296,7,0,0
701,303,2,298,7,0,0
702,303,2,299,7,0,0
703,303,2,299,7,0,0
704,304,2,300,7,0,0
705,305,2,301,7,0,0
706,306,2,302,7,0,0
707,307,2,303,7,0,0
708,309,2,305,7,0,0
709,309,2,305,7,0,0
710,309,2,306,7,0,0
711,309,2,306,7,0,0
712,309,2,306,7,0,0
713,309,2,306,7,0,0
714,309,2,306,7,0,0
715,309,2,306,7,0,0
716,309,2,306,7,0,0
717,309,2,306,7,0,0
718,310,2,307,7,0,0
719,311,2,308,7,0,0
720,313,2,310,7,0,0
721,314,2,311,7,0,0
722,317,2,314,7,0,0
723,317,2,314,7,0,0
724,317,2,314,7,0,0
725,318,2,315,7,0,0
726,319,2,316,7,0,0
727,320,2,316,7,0,0
728,320,2,316,7,0,0
729,320,2,316,7,0,0
730,320,2,317,7,0,0
731,321,2,318,7,0,0
732,324,2,321,7,0,0
733,326,2,324,7,0,0
734,326,2,324,7,0,0
735,326,2,324,7,0,0
736,329,2,326,7,0,0
737,330,2,327,7,0,0
738,330,2,327,7,0,0
739,331,2,327,7,0,0
740,331,2,327,7,0,0
741,331,2,327,7,0,0
742,332,2,328,7,0,0
743,332,2,328,7,0,0
744,332,2,329,7,0,0
745,333,2,330,7,0,0
746,335,2,332,7,0,0
747,336,2,333,7,0,0
748,339,2,335,7,0,0
749,339,2,335,7,0,0
750,339,2,335,7,0,0
751,340,2,336,7,0,0
752,341,2,337,7,0,0
753,341,3,336,9,0,0
754,343,3,338,9,0,0
755,343,3,339,9,0,0
756,345,3,341,9,0,0
757,347,3,343,9,0,0
758,347,3,343,9,0,0
759,350,3,346,9,0,0
760,350,3,346,9,0,0
761,352,3,348,9,0,0
762,354,3,350,9,0,0
763,354,3,350,9,0,0
764,355,3,350,9,0,0
765,356,3,351,9,0,0
766,358,3,354,9,0,0
767,358,3,354,9,0,0
768,360,3,355,9,0,0
769,360,3,356,9,0,0
770,360,3,357,9,0,0
771,360,3,357,9,0,0
772,361,3,358,9,0,0
773,363,4,358,10,0,0
774,365,4,360,10,0,0
775,368,4,362,10,0,0
776,368,4,362,10,0,0
777,368,4,363,10,0,0
778,368,4,363,10,0,0
779,369,4,364,10,0,0
780,371,4,365,10,0,0
781,371,4,366,10,0,0
782,371,4,367,10,0,0
783,371,4,367,10,0,0
784,373,4,368,10,0,0
785,373,4,369,10,0,0
786,374,4,369,10,0,0
787,374,5,369,11,0,0
788,376,5,371,11,0,0
789,378,5,372,11,0,0
790,379,5,373,11,0,0
791,379,5,373,11,0,0
792,380,5,374,11,0,0
793,381,5,375,11,0,0
794,381,5,375,11,0,0
795,381,5,375,11,0,0
796,381,5,375,11,0,0
797,382,5,376,11,0,0
798,382,5,376,11,0,0
799,382,5,377,11,0,0
800,382,5,377,11,0,0
801,383,5,377,11,0,0
802,384,5,378,11,0,0
803,386,5,380,11,0,0
804,387,5,381,11,0,0
805,389,5,382,11,0,0
806,389,5,382,11,0,0
807,389,5,383,11,0,0
808,389,5,383,11,0,0
809,389,5,383,11,0,0
810,389,5,383,11,0,0
811,389,5,384,11,0,0
812,390,5,384,11,0,0
813,391,5,385,11,0,0
814,394,5,388,11,0,0
815,394,5,389,11,0,0
816,397,5,391,11,0,0
817,399,5,391,11,0,0
818,399,5,391,11,0,0
819,399,5,391,11,0,0
820,399,5,393,11,0,0
821,399,5,393,11,0,0
822,400,5,393,11,0,0
823,401,5,394,11,0,0
824,402,5,395,11,0,0
825,402,5,395,11,0,0
826,402,5,395,11,0,0
827,403,5,396,11,0,0
828,403,5,396,11,0,0
829,403,5,396,11,0,0
830,403,5,397,11,0,0
831,405,5,399,11,0,0
832,406,5,401,11,0,0
833,407,5,402,11,0,0
834,409,5,404,11,0,0
835,410,5,405,11,0,0
836,411,5,406,11,0,0
837,413,5,407,11,0,0
838,414,5,408,11,0,0
839,417,5,410,11,0,0
840,417,5,410,11,0,0
841,418,5,413,11,0,0
842,418,5,413,11,0,0
843,420,5,414,11,0,0
844,423,5,414,11,0,0
845,423,5,415,11,0,0
846,423,5,415,11,0,0
847,424,5,418,11,0,0
848,424,5,418,11,0,0
849,424,5,418,11,0,0
850,425,5,418,11,0,0
851,425,5,418,11,0,0
852,426,5,419,11,0,0
853,426,5,421,11,0,0
854,427,5,422,11,0,0
855,428,5,423,11,0,0
856,429,5,424,11,0,0
857,429,5,424,11,0,0
858,429,5,424,11,0,0
859,429,6,423,13,0,0
860,430,7,423,14,0,0
861,430,8,422,16,0,0
862,432,8,423,16,0,0
863,432,8,423,16,0,0
864,432,8,424,16,0,0
865,433,8,425,16,0,0
866,434,9,425,18,0,0
867,434,9,425,18,0,0
868,434,9,425,18,0,0
869,436,9,426,18,0,0
870,436,9,426,18,0,0
871,437,9,427,18,0,0
872,438,9,428,18,0,0
873,439,9,429,18,0,0
874,440,9,430,18,0,0
875,442,9,432,18,0,0
876,444,9,434,18,0,0
877,445,9,434,18,0,0
878,445,9,434,18,0,0
879,445,9,434,18,0,0
880,445,9,435,18,0,0
881,445,9,435,18,0,0
882,445,9,435,18,0,0
883,448,9,436,18,0,0
884,449,9,437,18,0,0
885,450,9,439,18,0,0
886,451,9,440,18,0,0
887,451,9,440,18,0,0
888,453,9,443,18,0,0
889,453,9,443,18,0,0
890,455,9,445,18,0,0
891,456,10,445,20,0,0
892,456,10,445,20,0,0
893,456,11,444,22,0,0
894,457,11,445,22,0,0
895,458,11,445,22,0,0
896,458,12,446,25,0,0
897,458,12,446,25,0,0
898,460,12,448,25,0,0
899,460,12,448,25,0,0
900,460,12,448,25,0,0
901,460,12,448,25,0,0
902,461,12,448,25,0,0
903,461,12,449,25,0,0
904,461,13,448,27,0,0
905,462,13,449,27,0,0
906,463,13,450,27,0,0
907,464,13,450,27,0,0
908,466,13,452,27,0,0
909,466,13,452,27,0,0
910,467,13,453,27,0,0
911,467,13,453,27,0,0
912,467,13,453,27,0,0
913,467,13,453,27,0,0
914,467,13,453,27,0,0
915,467,13,453,27,0,0
916,468,13,455,27,0,0
917,468,13,455,27,0,0
918,468,13,455,27,0,0
919,468,13,455,27,0,0
920,469,13,456,27,0,0
921,471,13,457,27,0,0
922,473,13,459,27,0,0
923,474,13,460,27,0,0
924,475,13,462,27,0,0
925,475,13,462,27,0,0
926,476,13,463,27,0,0
927,476,13,463,27,0,0
928,478,13,465,27,0,0
929,480,14,465,31,0,0
930,480,15,464,33,0,0
931,481,15,465,33,0,0
932,481,15,465,33,0,0
933,482,15,467,33,0,0
934,482,15,467,33,0,0
935,482,15,467,33,0,0
936,482,15,467,33,0,0
937,484,15,469,33,0,0
938,484,15,469,33,0,0
939,484,15,469,33,0,0
940,484,15,469,33,0,0
941,484,15,469,33,0,0
942,484,15,469,33,0,0
943,485,15,470,33,0,0
944,487,15,471,33,0,0
945,488,15,472,33,0,0
946,488,15,472,33,0,0
947,488,15,472,33,0,0
948,488,15,472,33,0,0
949,488,15,472,33,0,0
950,489,15,473,33,0,0
951,489,15,473,33,0,0
952,489,15,473,33,0,0
953,489,15,473,33,0,0
954,489,15,473,33,0,0
955,489,15,473,33,0,0
956,492,15,476,33,0,0
957,492,15,476,33,0,0
958,493,15,477,33,0,0
959,494,15,478,33,0,0
960,494,15,478,33,0,0
961,495,15,480,33,0,0
962,496,15,480,33,0,0
963,496,15,480,33,0,0
964,496,15,480,33,0,0
965,497,15,481,33,0,0
966,497,15,481,33,0,0
967,498,15,482,33,0,0
968,498,15,482,33,0,0
969,499,15,483,33,0,0
970,501,15,486,33,0,0
971,501,15,486,33,0,0
972,502,16,485,35,0,0
973,503,17,485,38,0,0
974,504,18,485,39,0,0
975,505,20,483,43,0,0
976,507,20,485,43,0,0
977,508,20,485,43,0,0
978,508,20,485,43,0,0
979,508,20,485,43,0,0
980,509,20,486,43,0,0
981,510,20,487,43,0,0
982,510,20,487,43,0,0
983,510,20,487,43,0,0
984,511,20,487,43,0,0
985,513,20,490,43,0,0
986,513,20,491,43,0,0
987,514,20,492,43,0,0
988,516,20,495,43,0,0
989,516,20,495,43,0,0
990,516,20,495,43,0,0
991,516,20,495,43,0,0
992,516,20,495,43,0,0
993,517,20,496,43,0,0
994,520,20,499,43,0,0
995,522,20,500,43,0,0
