Latitide,39.47276
Longitude,-105.0622
Elevation,1801
Time,Temperature_2m [°C],Relativehumidity_2m [%],Precipitation [mm],Windspeed_10m [m/s],Winddirection_10m [°],Cloudcover [%],Direct_radiation [W/m²],Boundary_layer_height [m]
2001-01-01T00:00,-1.7,69,0,2.26,77,0,18,55
2001-01-01T01:00,-4.4,74,0,1.49,132,0,0,30
2001-01-01T02:00,-6.1,75,0,0.85,159,0,0,30
2001-01-01T03:00,-7.7,74,0,1.34,207,0,0,35
2001-01-01T04:00,-8.6,70,0,1.39,210,0,0,35
2001-01-01T05:00,-9.1,66,0,1.86,216,0,0,35
2001-01-01T06:00,-9.6,64,0,2.05,227,0,0,35
2001-01-01T07:00,-10.4,65,0,2.13,229,0,0,35
2001-01-01T08:00,-10.9,64,0,2.48,227,0,0,35
2001-01-01T09:00,-11.6,64,0,2.76,224,0,0,35
2001-01-01T10:00,-12,63,0,2.62,227,13,0,35
2001-01-01T11:00,-12.2,62,0,2.55,228,21,0,35
2001-01-01T12:00,-12.5,61,0,2.55,228,3,0,35
2001-01-01T13:00,-12.7,60,0,2.76,226,0,0,35
2001-01-01T14:00,-12.8,59,0,2.9,224,0,0,35
2001-01-01T15:00,-12.2,57,0,3.19,221,5,12,40
2001-01-01T16:00,-8.8,51,0,3.41,220,48,104,50
2001-01-01T17:00,-3.4,45,0,2.62,223,63,256,75
2001-01-01T18:00,1.7,38,0,1.7,220,67,371,140
2001-01-01T19:00,4.5,35,0,0.95,198,46,342,320
2001-01-01T20:00,5.3,35,0,1,96,38,355,570
2001-01-01T21:00,5.6,31,0,2.77,49,24,291,730
2001-01-01T22:00,3.9,39,0,3.08,36,72,222,430
2001-01-01T23:00,1.4,51,0,2.33,43,67,114,220
2001-01-02T00:00,-1.3,63,0,2.33,47,68,11,105
2001-01-02T01:00,-2.1,66,0,1.66,57,45,0,85
2001-01-02T02:00,-2.3,67,0,1.08,112,11,0,40
2001-01-02T03:00,-5.1,77,0,1.08,214,2,0,25
2001-01-02T04:00,-6.8,80,0,1.49,222,3,0,20
2001-01-02T05:00,-8.7,83,0,1.2,222,2,0,15
2001-01-02T06:00,-9.7,82,0,1.14,218,3,0,15
2001-01-02T07:00,-10.2,78,0,1.42,219,8,0,20
2001-01-02T08:00,-10.4,74,0,1.7,225,60,0,30
2001-01-02T09:00,-10.4,72,0,1.84,229,98,0,30
2001-01-02T10:00,-10.6,70,0,1.92,231,100,0,30
2001-01-02T11:00,-10.9,69,0,2.14,233,100,0,35
2001-01-02T12:00,-10.9,68,0,2.36,234,98,0,35
2001-01-02T13:00,-11.2,67,0,2.36,234,62,0,30
2001-01-02T14:00,-11.4,67,0,2.28,232,26,0,30
2001-01-02T15:00,-11.2,66,0,2.36,234,8,9,30
2001-01-02T16:00,-8,57,0,2.42,232,2,112,40
2001-01-02T17:00,-2.9,49,0,2,233,0,260,75
2001-01-02T18:00,1.6,39,0,1.17,250,0,370,410
2001-01-02T19:00,3.2,36,0,1.08,292,0,432,850
2001-01-02T20:00,4,35,0,1.44,326,0,438,1155
2001-01-02T21:00,4.4,33,0,1.52,337,0,386,1120
2001-01-02T22:00,4.2,31,0,0.72,56,0,281,575
2001-01-02T23:00,3.7,29,0,1.7,130,0,141,55
2001-01-03T00:00,0.8,37,0,2.18,196,100,21,30
2001-01-03T01:00,-2.9,47,0,2,217,95,0,25
2001-01-03T02:00,-4.7,51,0,2.55,225,92,0,40
2001-01-03T03:00,-5.3,51,0,2.98,230,82,0,45
2001-01-03T04:00,-5.8,52,0,3.22,234,65,0,45
2001-01-03T05:00,-6.1,51,0,3.64,233,82,0,50
2001-01-03T06:00,-6.4,51,0,3.92,232,2,0,55
2001-01-03T07:00,-7.1,53,0,3.92,232,0,0,50
2001-01-03T08:00,-7.5,52,0,3.92,232,0,0,50
2001-01-03T09:00,-7.8,50,0,4.06,232,0,0,50
2001-01-03T10:00,-7,45,0,3.69,229,0,0,45
2001-01-03T11:00,-6.3,43,0,3.76,230,0,0,45
2001-01-03T12:00,-6.4,44,0,3.56,232,0,0,40
2001-01-03T13:00,-6.6,46,0,3.48,231,5,0,40
2001-01-03T14:00,-6.8,48,0,3.41,230,1,0,45
2001-01-03T15:00,-6.5,49,0,3.47,229,0,11,45
2001-01-03T16:00,-3.3,43,0,3.47,226,7,115,55
2001-01-03T17:00,1.8,35,0,2.83,225,4,254,80
2001-01-03T18:00,6.1,28,0,2.05,227,0,364,135
2001-01-03T19:00,9.1,22,0,1.53,238,0,425,280
2001-01-03T20:00,10.5,20,0,1.12,260,11,429,515
2001-01-03T21:00,11,20,0,0.73,286,41,376,620
2001-01-03T22:00,10.5,23,0,1.68,73,12,273,70
2001-01-03T23:00,8.7,28,0,1.34,117,0,137,25
2001-01-04T00:00,4.9,36,0,1.04,197,0,20,15
2001-01-04T01:00,0.8,49,0,1.2,222,0,0,20
2001-01-04T02:00,-1.6,59,0,2.12,225,0,0,25
2001-01-04T03:00,-2.4,61,0,2.55,228,0,0,30
2001-01-04T04:00,-2.9,62,0,2.77,229,0,0,35
2001-01-04T05:00,-3.3,63,0,2.83,228,0,0,40
2001-01-04T06:00,-3.6,63,0,3.04,226,0,0,40
2001-01-04T07:00,-3.8,62,0,3.32,224,0,0,45
2001-01-04T08:00,-3.8,61,0,3.54,225,0,0,45
2001-01-04T09:00,-3.8,60,0,3.68,223,0,0,50
2001-01-04T10:00,-4,60,0,3.75,222,0,0,45
2001-01-04T11:00,-4.4,60,0,3.82,225,0,0,50
2001-01-04T12:00,-4.8,61,0,3.82,227,0,0,50
2001-01-04T13:00,-5.2,62,0,3.82,227,0,0,45
2001-01-04T14:00,-5.6,61,0,3.96,227,0,0,45
2001-01-04T15:00,-5.1,59,0,4.04,228,0,11,45
2001-01-04T16:00,-1.2,48,0,4.05,230,0,118,55
2001-01-04T17:00,4.7,37,0,3.42,232,0,259,80
2001-01-04T18:00,9.8,28,0,2.88,236,0,369,135
2001-01-04T19:00,13.1,24,0,2.28,247,0,434,395
2001-01-04T20:00,14.7,21,0,1.57,297,0,442,670
2001-01-04T21:00,14.5,22,0,0.92,347,0,388,735
2001-01-04T22:00,13.2,28,0,1.63,133,0,284,55
2001-01-04T23:00,10.3,42,0,0.94,148,0,145,25
2001-01-05T00:00,7.2,43,0,1.26,198,0,23,20
2001-01-05T01:00,1.7,58,0,1.78,218,0,0,20
2001-01-05T02:00,-1.2,68,0,2.05,223,0,0,20
2001-01-05T03:00,-2.4,70,0,2.06,231,0,0,25
2001-01-05T04:00,-2.9,69,0,2.62,223,0,0,35
2001-01-05T05:00,-3.2,67,0,3.12,220,0,0,40
2001-01-05T06:00,-3.4,64,0,3.28,218,0,0,45
2001-01-05T07:00,-3.1,62,0,3.48,219,0,0,50
2001-01-05T08:00,-3.3,60,0,3.69,221,0,0,55
2001-01-05T09:00,-3.5,58,0,3.82,223,11,0,55
2001-01-05T10:00,-3.8,58,0,3.47,224,37,0,40
2001-01-05T11:00,-3.9,56,0,3.4,227,0,0,40
2001-01-05T12:00,-4,55,0,3.19,229,0,0,35
2001-01-05T13:00,-4.1,54,0,2.98,230,0,0,35
2001-01-05T14:00,-4.3,54,0,2.97,228,0,0,35
2001-01-05T15:00,-3.9,52,0,3.04,224,0,11,35
2001-01-05T16:00,-0.3,43,0,3.26,220,0,118,45
2001-01-05T17:00,5,34,0,2.77,221,0,260,65
2001-01-05T18:00,9.8,26,0,2.06,219,0,371,110
2001-01-05T19:00,13.4,20,0,1.7,220,0,434,205
2001-01-05T20:00,14.7,18,0,1.28,231,0,440,295
2001-01-05T21:00,14.9,19,0,0.42,225,0,388,175
2001-01-05T22:00,14.1,25,0,1,186,0,285,25
2001-01-05T23:00,11.8,33,0,1.12,243,0,147,20
2001-01-06T00:00,7.6,39,0,2.02,261,0,24,20
2001-01-06T01:00,2.8,52,0,2.02,261,0,0,20
2001-01-06T02:00,0.2,61,0,2.56,239,0,0,25
2001-01-06T03:00,-0.7,63,0,2.86,234,0,0,30
2001-01-06T04:00,-1.9,68,0,3.42,232,0,0,35
2001-01-06T05:00,-2.1,66,0,3.5,233,0,0,35
2001-01-06T06:00,-2.1,63,0,3.58,234,0,0,35
2001-01-06T07:00,-1.7,59,0,3.72,234,0,0,40
2001-01-06T08:00,-1.9,57,0,3.72,234,1,0,40
2001-01-06T09:00,-2.1,55,0,3.78,233,16,0,40
2001-01-06T10:00,-2.2,54,0,3.76,230,3,0,45
2001-01-06T11:00,-2.4,54,0,3.68,227,19,0,45
2001-01-06T12:00,-2.7,54,0,3.54,227,28,0,45
2001-01-06T13:00,-3,55,0,3.4,227,31,0,45
2001-01-06T14:00,-3.1,55,0,3.32,224,43,0,45
2001-01-06T15:00,-2.7,54,0,3.4,223,88,10,45
2001-01-06T16:00,0.7,44,0,3.54,223,100,108,50
2001-01-06T17:00,5.9,35,0,3.26,223,99,215,55
2001-01-06T18:00,8.9,31,0,2.12,225,97,172,75
2001-01-06T19:00,10.5,29,0,0.78,230,98,146,110
2001-01-06T20:00,11.1,29,0,0.51,101,100,187,120
2001-01-06T21:00,10.8,33,0,1.12,100,98,191,130
2001-01-06T22:00,9.9,39,0,1.17,59,87,176,85
2001-01-06T23:00,7.9,58,0,1.75,77,13,112,40
2001-01-07T00:00,5.9,53,0,1.8,109,0,21,35
2001-01-07T01:00,4.7,55,0,2.1,87,0,0,50
2001-01-07T02:00,1.9,63,0,2.31,72,0,0,45
2001-01-07T03:00,-1.2,77,0,2.46,27,0,0,55
2001-01-07T04:00,-2.3,83,0,2.64,25,0,0,70
2001-01-07T05:00,-3,86,0,2.18,16,2,0,55
2001-01-07T06:00,-3,86,0,1.53,349,29,0,60
2001-01-07T07:00,-3,85,0,1.6,360,97,0,125
2001-01-07T08:00,-2.6,83,0.1,1.77,16,100,0,465
2001-01-07T09:00,-3,84,0.3,1.84,22,100,0,585
2001-01-07T10:00,-3.4,85,0.4,1.66,25,100,0,645
2001-01-07T11:00,-3.6,84,0.3,1.3,23,97,0,600
2001-01-07T12:00,-3.7,80,0.2,0.61,351,95,0,445
2001-01-07T13:00,-3.6,76,0.1,0.6,270,91,0,390
2001-01-07T14:00,-3.7,76,0,1.03,241,88,0,195
2001-01-07T15:00,-4,77,0,0.89,243,82,5,180
2001-01-07T16:00,-2.7,69,0,0.5,233,79,44,270
2001-01-07T17:00,-1.6,63,0,0.1,90,66,102,570
2001-01-07T18:00,-0.2,54,0,0.2,360,55,229,905
2001-01-07T19:00,1.5,42,0,0.85,339,63,266,1205
2001-01-07T20:00,2.4,36,0,1.12,10,34,329,1245
2001-01-07T21:00,2.8,35,0,1.58,35,16,349,1145
2001-01-07T22:00,2.4,38,0,2.05,47,1,294,775
2001-01-07T23:00,1,45,0,1.3,58,0,154,240
2001-01-08T00:00,-0.9,52,0,2,87,0,27,45
2001-01-08T01:00,-2.8,58,0,1.3,176,0,0,20
2001-01-08T02:00,-4.4,63,0,1.39,201,0,0,30
2001-01-08T03:00,-5.3,62,0,1.3,203,0,0,35
2001-01-08T04:00,-5.6,58,0,1.21,204,0,0,40
2001-01-08T05:00,-6.1,54,0,1.66,213,0,0,45
2001-01-08T06:00,-6.5,49,0,2.13,221,0,0,45
2001-01-08T07:00,-7,45,0,2.62,223,0,0,45
2001-01-08T08:00,-7.5,42,0,2.83,225,0,0,45
2001-01-08T09:00,-8,39,0,3.04,226,0,0,40
2001-01-08T10:00,-8.4,38,0,2.83,225,0,0,35
2001-01-08T11:00,-8.6,36,0,2.97,225,0,0,35
2001-01-08T12:00,-8.9,35,0,2.97,225,0,0,35
2001-01-08T13:00,-9.2,35,0,2.83,225,0,0,30
2001-01-08T14:00,-9.6,35,0,2.76,224,0,0,30
2001-01-08T15:00,-9.1,33,0,2.83,222,0,13,30
2001-01-08T16:00,-4.8,27,0,2.83,222,0,130,35
2001-01-08T17:00,1.8,20,0,2.19,223,0,281,55
2001-01-08T18:00,6.8,11,0,1.17,211,0,399,160
2001-01-08T19:00,9.2,7,0,1.08,146,0,464,580
2001-01-08T20:00,9.9,6,0,1.41,135,0,471,850
2001-01-08T21:00,10,6,0,1.49,138,0,418,845
2001-01-08T22:00,9.5,9,0,1.7,87,0,312,195
2001-01-08T23:00,7.5,13,0,2.31,95,0,166,55
2001-01-09T00:00,3.1,18,0,1.36,163,0,31,25
2001-01-09T01:00,-0.5,24,0,1.9,198,0,0,35
2001-01-09T02:00,-3.6,33,0,1.9,198,0,0,35
2001-01-09T03:00,-4.9,36,0,2.19,204,0,0,40
2001-01-09T04:00,-5.5,36,0,2.46,207,0,0,45
2001-01-09T05:00,-5.7,35,0,2.68,207,0,0,50
2001-01-09T06:00,-5.9,33,0,2.87,209,0,0,55
2001-01-09T07:00,-5.6,34,0,2.95,208,0,0,65
2001-01-09T08:00,-5.8,34,0,3.04,207,0,0,65
2001-01-09T09:00,-6.2,35,0,3.22,210,9,0,70
2001-01-09T10:00,-6.5,36,0,3.72,211,23,0,80
2001-01-09T11:00,-6.7,37,0,3.77,212,3,0,75
2001-01-09T12:00,-6.9,38,0,3.83,213,4,0,75
2001-01-09T13:00,-7,38,0,3.97,214,4,0,75
2001-01-09T14:00,-7,39,0,4.1,214,3,0,80
2001-01-09T15:00,-6.3,38,0,4.16,215,6,13,85
2001-01-09T16:00,-2.4,32,0,4.1,214,8,124,110
2001-01-09T17:00,2.8,25,0,3.45,210,25,273,180
2001-01-09T18:00,6.9,18,0,3.27,203,37,384,335
2001-01-09T19:00,9.2,15,0,3.42,195,56,442,575
2001-01-09T20:00,10.3,13,0,3.67,191,78,446,760
2001-01-09T21:00,10.7,13,0,3.85,189,83,384,845
2001-01-09T22:00,9.8,16,0,3.06,169,86,250,345
2001-01-09T23:00,7.3,22,0,3.65,171,92,82,180
2001-01-10T00:00,4.1,30,0,4.2,183,94,12,140
2001-01-10T01:00,2,38,0,4.37,191,96,0,130
2001-01-10T02:00,0.1,45,0,4.27,196,88,0,125
2001-01-10T03:00,-0.9,48,0,4.16,204,34,0,110
2001-01-10T04:00,-1.4,48,0,3.86,211,11,0,85
2001-01-10T05:00,-1.9,49,0,3.72,216,31,0,70
2001-01-10T06:00,-2.3,50,0,3.56,218,57,0,65
2001-01-10T07:00,-2.7,49,0,3.41,220,76,0,60
2001-01-10T08:00,-2.7,50,0,3.11,225,80,0,50
2001-01-10T09:00,-3,52,0,2.91,229,10,0,45
2001-01-10T10:00,-3.6,55,0,2.5,233,29,0,35
2001-01-10T11:00,-4,57,0,2.36,234,27,0,35
2001-01-10T12:00,-4.3,58,0,2.48,230,28,0,35
2001-01-10T13:00,-4.4,58,0,2.69,228,25,0,35
2001-01-10T14:00,-4.8,59,0,2.76,226,34,0,35
2001-01-10T15:00,-4.6,57,0,2.97,225,53,12,40
2001-01-10T16:00,-0.9,46,0,2.91,229,5,116,50
2001-01-10T17:00,4.1,36,0,2,233,0,263,95
2001-01-10T18:00,7.4,30,0,1.5,217,0,382,360
2001-01-10T19:00,9.1,27,0,1.25,209,0,446,1210
2001-01-10T20:00,9.5,26,0,0.95,252,6,418,1475
2001-01-10T21:00,9.7,27,0,1.3,302,1,377,1740
2001-01-10T22:00,9.4,27,0,1.28,321,40,297,440
2001-01-10T23:00,7.9,33,0,2.19,336,32,153,100
2001-01-11T00:00,6.2,38,0,2.06,321,41,31,45
2001-01-11T01:00,2.5,45,0,1.14,285,34,0,20
2001-01-11T02:00,-1.4,58,0,1,233,6,0,15
2001-01-11T03:00,-3.6,67,0,1.7,225,0,0,20
2001-01-11T04:00,-4.1,67,0,2,233,0,0,25
2001-01-11T05:00,-4.3,64,0,2,233,0,0,25
2001-01-11T06:00,-4.7,64,0,2.06,231,0,0,30
2001-01-11T07:00,-5,65,0,2.19,227,0,0,30
2001-01-11T08:00,-5.3,63,0,2.4,225,0,0,35
2001-01-11T09:00,-5.5,61,0,2.4,225,0,0,40
2001-01-11T10:00,-5.8,60,0,2.13,229,0,0,30
2001-01-11T11:00,-6.3,58,0,2.13,229,0,0,35
2001-01-11T12:00,-6.8,57,0,2.34,230,0,0,35
2001-01-11T13:00,-7.2,54,0,2.55,225,0,0,40
2001-01-11T14:00,-7.5,51,0,2.97,222,0,0,45
2001-01-11T15:00,-7.1,47,0,3.4,223,0,13,55
2001-01-11T16:00,-3.5,37,0,3.04,224,0,129,60
2001-01-11T17:00,1.7,26,0,2.13,221,0,279,110
2001-01-11T18:00,5.5,19,0,1.44,214,0,395,260
2001-01-11T19:00,7.8,15,0,1.2,180,0,461,530
2001-01-11T20:00,9,12,0,1.66,155,0,467,775
2001-01-11T21:00,9.7,12,0,1.92,152,0,415,925
2001-01-11T22:00,9.5,13,0,1.57,117,0,311,400
2001-01-11T23:00,8.1,17,0,1.41,98,0,169,80
2001-01-12T00:00,4.1,28,0,1.3,176,0,34,50
2001-01-12T01:00,0.8,32,0,2.1,205,0,0,60
2001-01-12T02:00,-2.3,43,0,2.64,217,0,0,45
2001-01-12T03:00,-3.6,47,0,2.64,217,0,0,35
2001-01-12T04:00,-3.9,47,0,2.72,216,0,0,35
2001-01-12T05:00,-3.9,46,0,2.72,216,0,0,35
2001-01-12T06:00,-3.9,45,0,3,217,0,0,40
2001-01-12T07:00,-4,45,0,3.08,216,0,0,45
2001-01-12T08:00,-4.1,44,0,3.24,214,2,0,50
2001-01-12T09:00,-4.2,44,0,3.52,215,0,0,60
2001-01-12T10:00,-4.4,44,0,3.83,213,0,0,60
2001-01-12T11:00,-4.6,44,0,3.91,212,0,0,65
2001-01-12T12:00,-4.8,45,0,3.94,210,0,0,70
2001-01-12T13:00,-5,45,0,4.03,210,0,0,75
2001-01-12T14:00,-5,44,0,3.94,210,1,0,80
2001-01-12T15:00,-4.5,42,0,3.91,212,0,14,80
2001-01-12T16:00,-0.6,33,0,3.77,212,0,132,105
2001-01-12T17:00,4.5,25,0,3,206,0,283,190
2001-01-12T18:00,8.3,19,0,2.86,192,4,401,470
2001-01-12T19:00,10.5,14,0,3.4,182,0,468,1135
2001-01-12T20:00,11.4,13,0,3.81,175,0,477,1615
2001-01-12T21:00,11.5,14,0,3.96,170,12,425,1710
2001-01-12T22:00,10.6,16,0,2.15,152,70,313,455
2001-01-12T23:00,8.4,21,0,3.53,155,81,145,220
2001-01-13T00:00,5.4,26,0,3.5,180,33,26,125
2001-01-13T01:00,2.3,32,0,2.5,196,34,0,65
2001-01-13T02:00,-0.4,41,0,2.42,204,43,0,45
2001-01-13T03:00,-1.8,45,0,2.61,212,46,0,45
2001-01-13T04:00,-1.6,44,0,2.7,219,93,0,45
2001-01-13T05:00,-1.6,43,0,2.62,223,96,0,45
2001-01-13T06:00,-1.6,43,0,2.55,225,99,0,45
2001-01-13T07:00,-2.2,44,0,1.89,238,100,0,40
2001-01-13T08:00,-2.4,45,0,2.06,284,100,0,50
2001-01-13T09:00,-2.1,48,0,2.86,324,94,0,225
2001-01-13T10:00,-2.3,53,0,2.97,340,95,0,470
2001-01-13T11:00,-2.7,55,0,3.11,327,94,0,575
2001-01-13T12:00,-2.7,54,0,2.91,333,99,0,680
2001-01-13T13:00,-2.7,53,0,2.64,335,99,0,515
2001-01-13T14:00,-2.3,53,0,2.55,334,99,0,370
2001-01-13T15:00,-2.2,57,0.1,2.95,336,100,0,435
2001-01-13T16:00,-1.5,59,0.2,3.26,349,100,10,795
2001-01-13T17:00,-1.6,64,0.3,3.6,358,100,9,805
2001-01-13T18:00,-1.4,67,0.4,3.85,351,100,4,820
2001-01-13T19:00,0.7,60,0.2,3.99,338,100,38,1015
2001-01-13T20:00,1.9,52,0,4.49,328,100,79,1170
2001-01-13T21:00,2.7,43,0,4.94,324,100,108,1265
2001-01-13T22:00,2.9,39,0,3.14,329,72,101,1025
2001-01-13T23:00,2.3,38,0,2.28,337,9,121,955
2001-01-14T00:00,0.2,43,0,2.69,318,1,35,620
2001-01-14T01:00,-1.2,44,0,2.06,293,6,0,490
2001-01-14T02:00,-2.3,44,0,2.6,272,9,0,435
2001-01-14T03:00,-3,44,0,2.4,253,3,0,360
2001-01-14T04:00,-3.4,44,0,1.86,234,1,0,80
2001-01-14T05:00,-4,45,0,1.7,230,0,0,55
2001-01-14T06:00,-4.9,47,0,1.7,230,0,0,50
2001-01-14T07:00,-6.1,51,0,1.98,229,0,0,55
2001-01-14T08:00,-6.5,50,0,2.06,231,0,0,60
2001-01-14T09:00,-7,49,0,2.28,232,0,0,60
2001-01-14T10:00,-7.6,49,0,2.26,225,0,0,55
2001-01-14T11:00,-8.2,48,0,2.41,228,6,0,60
2001-01-14T12:00,-8.7,47,0,2.41,228,33,0,60
2001-01-14T13:00,-9,47,0,2.48,230,62,0,60
2001-01-14T14:00,-9.2,46,0,2.34,230,22,0,55
2001-01-14T15:00,-8.9,44,0,2.56,231,14,12,55
2001-01-14T16:00,-6.1,37,0,2.25,238,50,109,75
2001-01-14T17:00,-2.1,31,0,1.3,238,62,253,235
2001-01-14T18:00,0.7,25,0,1.43,258,82,385,1320
2001-01-14T19:00,1.8,25,0,2.04,281,73,395,1570
2001-01-14T20:00,2.8,22,0,2.56,301,75,436,2030
2001-01-14T21:00,3.2,21,0,2.91,319,94,355,2280
2001-01-14T22:00,2.4,22,0,2.97,327,94,158,2110
2001-01-14T23:00,1.4,25,0,1.87,344,92,95,1450
2001-01-15T00:00,-0.2,30,0,1.53,32,35,25,60
2001-01-15T01:00,-2,36,0,0.71,45,7,0,30
2001-01-15T02:00,-4.4,43,0,0.81,300,0,0,25
2001-01-15T03:00,-5.7,47,0,1.53,259,0,0,25
2001-01-15T04:00,-6.3,47,0,1.57,243,0,0,30
2001-01-15T05:00,-6.6,47,0,1.56,230,0,0,30
2001-01-15T06:00,-7.1,47,0,1.77,223,0,0,30
2001-01-15T07:00,-8.2,44,0,1.84,221,0,0,35
2001-01-15T08:00,-8.7,45,0,1.84,221,1,0,35
2001-01-15T09:00,-9.1,45,0,1.63,223,0,0,35
2001-01-15T10:00,-9.5,46,0,1.08,236,0,0,25
2001-01-15T11:00,-9.9,46,0,0.94,212,0,0,25
2001-01-15T12:00,-10.6,47,0,1.12,207,0,0,20
2001-01-15T13:00,-11.1,46,0,1.17,200,0,0,20
2001-01-15T14:00,-11.4,46,0,1.02,191,0,0,20
2001-01-15T15:00,-10.7,43,0,0.76,203,0,15,25
2001-01-15T16:00,-6.5,36,0,0.61,189,0,135,135
2001-01-15T17:00,-3.5,39,0,1.7,93,20,259,750
2001-01-15T18:00,-2,40,0,2.24,100,66,357,1185
2001-01-15T19:00,-1.1,38,0,2.34,110,100,350,1520
2001-01-15T20:00,-0.4,36,0,2.53,108,100,190,1630
2001-01-15T21:00,-0.2,37,0,2.9,92,100,125,1550
2001-01-15T22:00,-0.7,40,0,3.61,93,97,72,1320
2001-01-15T23:00,-1.6,45,0,3.32,83,100,40,1070
2001-01-16T00:00,-2.6,52,0.1,2.73,66,98,11,695
2001-01-16T01:00,-3.4,56,0.1,2.15,62,99,0,625
2001-01-16T02:00,-3.9,61,0.2,1.62,68,98,0,615
2001-01-16T03:00,-4.2,64,0.2,1.41,82,99,0,570
2001-01-16T04:00,-4.4,67,0.2,1.2,95,100,0,490
2001-01-16T05:00,-4.6,70,0.2,1.2,90,100,0,445
2001-01-16T06:00,-4.8,73,0.2,1.12,80,100,0,425
2001-01-16T07:00,-5.3,77,0.4,1.3,86,100,0,425
2001-01-16T08:00,-5.5,79,0.3,1.32,81,100,0,405
2001-01-16T09:00,-6.1,81,0.3,1.26,72,100,0,365
2001-01-16T10:00,-6.2,82,0.3,1.12,80,99,0,330
2001-01-16T11:00,-6.3,83,0.4,1.33,77,99,0,305
2001-01-16T12:00,-6.6,84,0.5,1.51,82,100,0,340
2001-01-16T13:00,-6.6,84,0.5,1.3,94,99,0,360
2001-01-16T14:00,-6.7,85,0.4,1.22,99,100,0,345
2001-01-16T15:00,-7.3,88,0.4,1.3,90,99,0,335
2001-01-16T16:00,-6.9,84,0.4,1.75,103,98,4,495
2001-01-16T17:00,-6.1,77,0.4,2.39,123,100,7,725
2001-01-16T18:00,-5.7,74,0.4,2.61,122,100,7,910
2001-01-16T19:00,-5.1,65,0.2,3,127,100,34,1040
2001-01-16T20:00,-5.1,67,0.2,3.08,126,100,34,985
2001-01-16T21:00,-5.3,68,0.2,2.83,122,100,15,1040
2001-01-16T22:00,-5.4,69,0,2.48,140,100,48,605
2001-01-16T23:00,-6,74,0,1.97,120,99,15,460
2001-01-17T00:00,-7,82,0,1.6,90,99,6,225
2001-01-17T01:00,-8.2,87,0,1.51,82,95,0,130
2001-01-17T02:00,-8.7,88,0,0.6,90,96,0,90
2001-01-17T03:00,-9.3,90,0,0.82,166,99,0,85
2001-01-17T04:00,-10.8,91,0,1.49,200,86,0,65
2001-01-17T05:00,-11.8,89,0,1.34,207,65,0,55
2001-01-17T06:00,-14.2,88,0,1.5,217,42,0,40
2001-01-17T07:00,-16.5,84,0,1.78,218,31,0,30
2001-01-17T08:00,-18,83,0,2.13,221,37,0,35
2001-01-17T09:00,-18.6,82,0,2.13,221,5,0,30
2001-01-17T10:00,-19.8,80,0,2.9,224,3,0,35
2001-01-17T11:00,-20.5,79,0,2.91,221,1,0,35
2001-01-17T12:00,-21.3,78,0,2.98,220,0,0,35
2001-01-17T13:00,-22,79,0,2.84,219,0,0,35
2001-01-17T14:00,-22.8,79,0,2.84,219,0,0,35
2001-01-17T15:00,-22.4,77,0,2.84,219,0,16,35
2001-01-17T16:00,-17.8,69,0,2.48,220,0,138,40
2001-01-17T17:00,-11.7,62,0,1.84,229,0,291,65
2001-01-17T18:00,-6.5,53,0,0.89,243,0,407,200
2001-01-17T19:00,-3.9,44,0,0.5,307,0,481,470
2001-01-17T20:00,-2.8,42,0,0.51,349,0,493,560
2001-01-17T21:00,-2.4,45,0,0.72,34,0,445,540
2001-01-17T22:00,-2.7,47,0,0.95,18,0,341,345
2001-01-17T23:00,-4.3,61,0,1.34,27,0,195,140
2001-01-18T00:00,-5.3,50,0,1,354,0,48,25
2001-01-18T01:00,-5.5,48,0,0.73,254,0,0,15
2001-01-18T02:00,-11,60,0,1.58,235,1,0,15
2001-01-18T03:00,-14.4,65,0,1.28,231,19,0,15
2001-01-18T04:00,-17,69,0,1.42,231,61,0,15
2001-01-18T05:00,-17.8,71,0,1.64,232,87,0,15
2001-01-18T06:00,-17.4,70,0,1.72,234,93,0,15
2001-01-18T07:00,-17.4,70,0,1.86,234,92,0,15
2001-01-18T08:00,-17.3,71,0,1.92,231,77,0,15
2001-01-18T09:00,-17.8,72,0,2.2,231,78,0,20
2001-01-18T10:00,-16.8,70,0,1.92,231,92,0,20
2001-01-18T11:00,-15.7,69,0,1.94,235,97,0,25
2001-01-18T12:00,-14.7,68,0,1.94,235,100,0,25
2001-01-18T13:00,-14.7,68,0,1.94,235,98,0,30
2001-01-18T14:00,-15.7,69,0,2.08,235,73,0,30
2001-01-18T15:00,-16.1,68,0,2.14,233,20,15,30
2001-01-18T16:00,-13.3,62,0,2.14,233,1,138,40
2001-01-18T17:00,-8.5,59,0,1.72,234,2,293,105
2001-01-18T18:00,-3.7,50,0,1.12,243,2,415,370
2001-01-18T19:00,-1.2,42,0,0.64,309,0,480,680
2001-01-18T20:00,-0.6,42,0,1.02,11,1,491,935
2001-01-18T21:00,-0.5,44,0,1.2,42,0,444,920
2001-01-18T22:00,-0.8,47,0,1.66,57,0,339,740
2001-01-18T23:00,-2.4,60,0,1.66,57,0,196,340
2001-01-19T00:00,-5,63,0,2.53,72,0,49,70
2001-01-19T01:00,-4.5,52,0,1.66,123,2,0,25
2001-01-19T02:00,-6.7,57,0,0.98,156,0,0,20
2001-01-19T03:00,-8.4,60,0,0.81,173,3,0,20
2001-01-19T04:00,-10.7,65,0,0.7,180,3,0,20
