Latitide,39.47276
Longitude,-105.0622
Elevation,1801
Time,Temperature_2m [°C],Relativehumidity_2m [%],Precipitation [mm],Windspeed_10m [m/s],Winddirection_10m [°],Cloudcover [%],Direct_radiation [W/m²],Boundary_layer_height [m]
2001-10-04T18:00,15.8,49,0,2.51,67,35,616,685
2001-10-04T19:00,13.6,52,0,3.48,72,6,305,730
2001-10-04T20:00,14.3,49,0,4.08,73,1,499,770
2001-10-04T21:00,14.7,48,0,4.18,69,15,551,890
2001-10-04T22:00,14.2,50,0,3.54,61,6,367,870
2001-10-04T23:00,13.8,51,0,4.06,52,23,278,765
2001-10-05T00:00,12.4,55,0,4.53,43,51,96,685
2001-10-05T01:00,10.3,61,0,3.58,30,96,7,595
2001-10-05T02:00,8.5,67,0,2.46,27,100,0,550
2001-10-05T03:00,7.4,71,0,2.64,29,100,0,525
2001-10-05T04:00,6.7,75,0,3.31,25,100,0,535
2001-10-05T05:00,5.7,82,0.2,3.27,23,100,0,505
2001-10-05T06:00,2.8,97,1,3.83,20,100,0,510
2001-10-05T07:00,1.7,98,0.8,4.08,17,98,0,500
2001-10-05T08:00,1.3,96,0.7,3.01,21,95,0,455
2001-10-05T09:00,0.9,96,0.3,2.69,31,99,0,400
2001-10-05T10:00,0.5,96,0.3,2.3,34,99,0,235
2001-10-05T11:00,0.3,95,0.3,2.78,38,96,0,290
2001-10-05T12:00,0,94,0.2,2.44,35,92,0,360
2001-10-05T13:00,0,93,0.1,1.77,47,94,0,315
2001-10-05T14:00,-0.1,90,0,1.36,73,100,6,340
2001-10-05T15:00,0.7,81,0,1.41,98,99,40,535
2001-10-05T16:00,2.9,69,0,1.61,120,77,164,695
2001-10-05T17:00,5.2,60,0,1.5,127,73,153,905
2001-10-05T18:00,8.6,48,0,1.73,80,15,423,1115
2001-10-05T19:00,9.9,41,0,3.16,79,0,637,1035
2001-10-05T20:00,10.8,39,0,3.75,81,0,683,995
2001-10-05T21:00,11,38,0,3.95,81,0,580,1020
2001-10-05T22:00,10.8,37,0,2.79,75,0,469,830
2001-10-05T23:00,10.2,38,0,2.44,71,0,302,705
2001-10-06T00:00,9.2,41,0,2.12,82,0,122,535
2001-10-06T01:00,7.7,47,0,1.58,72,0,8,285
2001-10-06T02:00,6.4,54,0,1.46,74,0,0,175
2001-10-06T03:00,5.6,57,0,0.51,79,0,0,120
2001-10-06T04:00,3.7,68,0,0.51,169,0,0,75
2001-10-06T05:00,2.8,74,0,1.03,209,0,0,60
2001-10-06T06:00,2,80,0,1.28,219,0,0,35
2001-10-06T07:00,1.1,83,0,1.25,209,0,0,25
2001-10-06T08:00,0.6,85,0,1.25,209,0,0,25
2001-10-06T09:00,0.1,86,0,1.22,215,0,0,25
2001-10-06T10:00,-0.2,86,0,2.13,221,0,0,45
2001-10-06T11:00,-0.3,85,0,2.41,222,0,0,45
2001-10-06T12:00,-0.2,82,0,2.55,222,0,0,40
2001-10-06T13:00,-0.2,79,0,2.62,223,0,0,35
2001-10-06T14:00,1.8,69,0,2.62,223,0,38,40
2001-10-06T15:00,7.6,53,0,2.06,219,0,195,60
2001-10-06T16:00,13,34,0,1.17,200,0,377,195
2001-10-06T17:00,16.2,25,0,1.17,149,8,531,625
2001-10-06T18:00,18.5,20,0,1.08,124,7,639,1375
2001-10-06T19:00,19.8,17,0,1.32,99,13,688,1865
2001-10-06T20:00,20.7,17,0,1.4,86,31,664,2200
2001-10-06T21:00,21.2,17,0,1.99,72,34,571,1770
2001-10-06T22:00,21.1,17,0,2.33,59,34,449,1445
2001-10-06T23:00,20.2,19,0,2.46,63,73,271,830
2001-10-07T00:00,18.2,25,0,2.12,82,95,111,190
2001-10-07T01:00,16.1,29,0,2.72,144,76,7,105
2001-10-07T02:00,13.4,39,0,3.06,191,18,0,120
2001-10-07T03:00,11.4,45,0,2.28,209,25,0,80
2001-10-07T04:00,9.2,55,0,2.28,218,13,0,45
2001-10-07T05:00,7.4,65,0,2.34,220,2,0,35
2001-10-07T06:00,6.6,71,0,2.34,220,2,0,35
2001-10-07T07:00,6.1,69,0,2.27,221,20,0,30
2001-10-07T08:00,5.7,68,0,2.27,221,81,0,30
2001-10-07T09:00,5.6,66,0,2.33,223,91,0,30
2001-10-07T10:00,5.5,63,0,2.69,225,99,0,35
2001-10-07T11:00,5.5,61,0,2.9,224,100,0,40
2001-10-07T12:00,5.4,60,0,2.97,225,100,0,40
2001-10-07T13:00,5.3,60,0,2.97,225,100,0,40
2001-10-07T14:00,6.5,59,0,3.04,226,96,23,40
2001-10-07T15:00,11.5,49,0,2.83,228,66,142,65
2001-10-07T16:00,17,33,0,2.19,227,76,261,175
2001-10-07T17:00,19,28,0,2.13,229,90,371,765
2001-10-07T18:00,20.2,25,0,2.11,239,94,390,1185
2001-10-07T19:00,20.7,24,0,1.77,227,86,258,1875
2001-10-07T20:00,21.3,23,0,1.5,217,39,307,2515
2001-10-07T21:00,21.8,23,0,1.28,219,32,408,2710
2001-10-07T22:00,21.3,25,0,0.71,225,78,257,1730
2001-10-07T23:00,20.9,26,0,1.87,286,95,232,165
2001-10-08T00:00,17.8,42,0.4,1.3,270,68,40,100
2001-10-08T01:00,16.1,48,0,1.21,246,47,2,20
2001-10-08T02:00,14.5,55,0,1.41,262,47,0,25
2001-10-08T03:00,12.4,63,0,1.55,255,16,0,25
2001-10-08T04:00,10.6,70,0,1.89,238,8,0,25
2001-10-08T05:00,9.5,73,0,2.13,229,1,0,30
2001-10-08T06:00,8.5,76,0,2.56,231,0,0,40
2001-10-08T07:00,7.7,77,0,2.62,230,0,0,40
2001-10-08T08:00,7.2,77,0,2.9,226,0,0,45
2001-10-08T09:00,6.8,77,0,2.97,228,0,0,45
2001-10-08T10:00,6.3,78,0,2.83,222,53,0,40
2001-10-08T11:00,5.8,79,0,2.83,222,54,0,40
2001-10-08T12:00,5.5,79,0,2.91,221,1,0,40
2001-10-08T13:00,5.1,80,0,2.97,222,1,0,45
2001-10-08T14:00,6.3,76,0,3.11,222,4,33,50
2001-10-08T15:00,11.4,59,0,2.48,223,1,183,80
2001-10-08T16:00,16.1,42,0,1.91,223,0,357,480
2001-10-08T17:00,18.5,32,0,1.5,266,4,505,1705
2001-10-08T18:00,19.7,27,0,1.08,326,36,607,2450
2001-10-08T19:00,20.9,23,0,1.02,11,23,541,2635
2001-10-08T20:00,21.2,22,0,0.32,18,37,585,2715
2001-10-08T21:00,21.2,22,0,0.36,146,50,460,2645
2001-10-08T22:00,21,22,0,0.7,180,79,347,2660
2001-10-08T23:00,20.5,23,0,0.41,166,76,201,2395
2001-10-09T00:00,19.1,29,0,0.54,68,34,75,45
2001-10-09T01:00,17.4,32,0,0.95,288,47,3,15
2001-10-09T02:00,15.2,42,0,1.26,252,75,0,20
2001-10-09T03:00,12.9,54,0,1.3,247,87,0,25
2001-10-09T04:00,11.6,62,0,1.71,263,90,0,25
2001-10-09T05:00,10.8,67,0,1.17,290,91,0,40
2001-10-09T06:00,10.2,69,0,1.52,293,85,0,90
2001-10-09T07:00,9.7,64,0,1.81,276,81,0,90
2001-10-09T08:00,9,67,0,1.5,266,78,0,70
2001-10-09T09:00,7.9,73,0,1.24,256,51,0,40
2001-10-09T10:00,7.1,78,0,0.9,270,12,0,40
2001-10-09T11:00,6.5,81,0,0.91,276,17,0,25
2001-10-09T12:00,5.8,84,0,0.81,263,33,0,20
2001-10-09T13:00,5.3,85,0,1.14,232,48,0,15
2001-10-09T14:00,6.5,78,0,1.36,234,65,25,25
2001-10-09T15:00,10.6,63,0,0.91,276,88,115,105
2001-10-09T16:00,13.2,51,0,0.82,346,74,103,340
2001-10-09T17:00,14.9,44,0,0.51,349,66,190,815
2001-10-09T18:00,16.1,41,0,0.51,101,67,376,1345
2001-10-09T19:00,17.1,39,0,1.02,169,64,406,1945
2001-10-09T20:00,18.1,35,0,1.39,210,87,447,2420
2001-10-09T21:00,17.9,32,0,2.85,252,70,293,1385
2001-10-09T22:00,15.5,40,0.9,2.92,338,59,177,960
2001-10-09T23:00,14,42,0,3.8,333,50,108,920
2001-10-10T00:00,12.9,38,0,2.83,352,55,74,1080
2001-10-10T01:00,11,37,0,2.22,8,35,4,280
2001-10-10T02:00,9.4,41,0,2.73,8,8,0,240
2001-10-10T03:00,7.8,50,0,1.77,16,15,0,145
2001-10-10T04:00,6.9,55,0,0.42,45,6,0,105
2001-10-10T05:00,7.1,53,0,0.6,90,15,0,85
2001-10-10T06:00,6.6,55,0,0.41,76,16,0,75
2001-10-10T07:00,5.6,70,0,0.8,90,15,0,65
2001-10-10T08:00,5.3,68,0,0.73,106,23,0,55
2001-10-10T09:00,5,67,0,0.72,124,13,0,40
2001-10-10T10:00,4.4,70,0,1,186,30,0,35
2001-10-10T11:00,3.3,76,0,1.17,160,56,0,40
2001-10-10T12:00,1.9,81,0,1.17,149,51,0,45
2001-10-10T13:00,1.7,80,0,1.35,132,57,0,70
2001-10-10T14:00,2.4,81,0,0.89,117,77,25,150
2001-10-10T15:00,4.8,73,0,1.12,117,92,129,435
2001-10-10T16:00,6.6,59,0,1.5,86,92,197,640
2001-10-10T17:00,8.3,47,0,1.63,79,92,334,1105
2001-10-10T18:00,9.8,38,0,1.2,95,88,410,1565
2001-10-10T19:00,10.6,31,0,1.6,86,78,373,1830
2001-10-10T20:00,12.1,24,0,1.7,93,53,332,2010
2001-10-10T21:00,12.8,22,0,2.32,83,57,251,1945
2001-10-10T22:00,13,23,0,2.45,78,13,371,1825
2001-10-10T23:00,11.8,29,0,3.41,58,3,220,1265
2001-10-11T00:00,10.2,37,0,3.72,59,0,85,660
2001-10-11T01:00,8.1,43,0,1.84,61,0,4,275
2001-10-11T02:00,6.7,52,0,1.22,55,0,0,95
2001-10-11T03:00,6.5,52,0,0.51,11,0,0,70
2001-10-11T04:00,4.4,63,0,0.98,246,0,0,80
2001-10-11T05:00,3.2,71,0,1.13,225,0,0,50
2001-10-11T06:00,2.7,76,0,1.5,217,0,0,45
2001-10-11T07:00,1.6,74,0,2.02,213,0,0,50
2001-10-11T08:00,1.2,73,0,2.47,212,0,0,60
2001-10-11T09:00,0.9,72,0,2.75,213,0,0,65
2001-10-11T10:00,0.7,71,0,2.78,218,3,0,65
2001-10-11T11:00,0.4,69,0,2.91,221,15,0,65
2001-10-11T12:00,0.2,66,0,3.06,218,25,0,65
2001-10-11T13:00,-0.1,64,0,3.14,217,58,0,65
2001-10-11T14:00,0.9,59,0,3.26,220,55,30,75
2001-10-11T15:00,5.6,43,0,2.62,227,9,175,120
2001-10-11T16:00,10.3,28,0,1.98,221,62,350,265
2001-10-11T17:00,13.8,19,0,1.7,183,97,488,500
2001-10-11T18:00,16.3,14,0,2.34,160,100,495,1100
2001-10-11T19:00,18.2,12,0,2.63,171,100,517,1865
2001-10-11T20:00,18.5,12,0,2.52,187,99,209,2370
2001-10-11T21:00,18.2,14,0,2.42,210,96,74,2800
2001-10-11T22:00,18.7,13,0,1.14,345,84,151,860
2001-10-11T23:00,17.8,17,0,2.2,357,92,76,415
2001-10-12T00:00,15.6,22,0,1.5,356,90,11,155
2001-10-12T01:00,13.3,27,0,1.89,328,98,1,65
2001-10-12T02:00,11.8,33,0,1.81,276,99,0,70
2001-10-12T03:00,9.7,37,0,1.08,248,95,0,60
2001-10-12T04:00,8.5,41,0,1.34,243,99,0,30
2001-10-12T05:00,7.4,47,0,1.2,275,93,0,25
2001-10-12T06:00,6.6,53,0,1.14,308,100,0,70
2001-10-12T07:00,6.5,55,0,2.06,337,100,0,245
2001-10-12T08:00,6.5,56,0,3.86,10,96,0,530
2001-10-12T09:00,5.7,62,0.2,3.79,12,95,0,775
2001-10-12T10:00,5.1,62,0,2.91,356,98,0,995
2001-10-12T11:00,4.4,57,0,3.71,3,100,0,1015
2001-10-12T12:00,3.8,56,0,4.92,5,100,0,1290
2001-10-12T13:00,2.6,62,0,5.16,9,99,0,1395
2001-10-12T14:00,1.6,72,0.4,4.98,10,100,8,1375
2001-10-12T15:00,1.9,71,0.3,5.92,5,85,10,1095
2001-10-12T16:00,2.6,66,0.2,6.23,6,84,48,1365
2001-10-12T17:00,4.5,49,0.2,6.12,5,52,362,1450
2001-10-12T18:00,6.2,38,0,6.01,3,68,367,1535
2001-10-12T19:00,6.5,39,0,5.32,4,64,357,1885
2001-10-12T20:00,7.9,32,0,4.33,7,92,505,2110
2001-10-12T21:00,8.7,28,0,3.21,5,84,342,2310
2001-10-12T22:00,8.9,28,0,1.8,360,91,267,1815
2001-10-12T23:00,8.5,29,0,1.63,349,83,146,1775
2001-10-13T00:00,7.5,33,0,0.8,360,6,68,1140
2001-10-13T01:00,6.1,39,0,0.61,99,0,2,30
2001-10-13T02:00,4.4,45,0,1.41,188,0,0,30
2001-10-13T03:00,3.2,49,0,1.48,208,0,0,30
2001-10-13T04:00,2,54,0,1.8,199,6,0,35
2001-10-13T05:00,1.8,52,0,2.47,194,20,0,55
2001-10-13T06:00,1.5,51,0,2.66,200,15,0,70
2001-10-13T07:00,1.5,47,0,2.47,212,10,0,65
2001-10-13T08:00,1.4,48,0,2.62,220,11,0,60
2001-10-13T09:00,1.9,49,0,2.48,223,15,0,60
2001-10-13T10:00,2.1,52,0,1.62,202,33,0,30
2001-10-13T11:00,2.2,56,0,2.28,195,50,0,35
2001-10-13T12:00,2.4,58,0,2.37,208,53,0,45
2001-10-13T13:00,2.5,60,0,1.84,221,66,0,40
2001-10-13T14:00,2.7,64,0,2.28,218,85,18,40
2001-10-13T15:00,6.4,56,0,2.06,209,89,88,60
2001-10-13T16:00,10,42,0,0.67,207,78,187,135
2001-10-13T17:00,12.3,32,0,0.5,90,81,328,1690
2001-10-13T18:00,13.4,27,0,2.56,309,60,512,2480
2001-10-13T19:00,13.8,29,0,4.76,321,54,337,2575
2001-10-13T20:00,14.2,27,0,5.11,329,45,380,2590
2001-10-13T21:00,14.6,25,0,4.74,335,19,434,2515
2001-10-13T22:00,14.2,27,0,3.62,332,43,277,2335
2001-10-13T23:00,13.7,27,0,3.2,346,40,211,2030
2001-10-14T00:00,12.1,33,0,1.52,23,24,75,205
2001-10-14T01:00,10.5,38,0,1.2,48,7,2,35
2001-10-14T02:00,8.8,46,0,0.82,166,10,0,30
2001-10-14T03:00,7.9,49,0,0.71,188,9,0,25
2001-10-14T04:00,5.7,57,0,0.57,135,4,0,20
2001-10-14T05:00,3.8,65,0,0.5,127,11,0,30
2001-10-14T06:00,3,71,0,1.08,56,15,0,40
2001-10-14T07:00,5,70,0,1.5,86,17,0,55
2001-10-14T08:00,4.8,73,0,1.53,148,15,0,55
2001-10-14T09:00,3.2,81,0,2.01,186,6,0,75
2001-10-14T10:00,2,82,0,2.04,191,2,0,95
2001-10-14T11:00,1.5,80,0,2.01,186,0,0,70
2001-10-14T12:00,1.2,78,0,2.09,197,1,0,60
2001-10-14T13:00,0.8,77,0,1.84,202,0,0,50
2001-10-14T14:00,1.7,75,0,1.7,208,0,23,45
2001-10-14T15:00,6.7,61,0,0.92,193,0,157,75
2001-10-14T16:00,11,38,0,1.48,118,0,326,440
2001-10-14T17:00,13,34,0,1.12,100,13,478,1270
2001-10-14T18:00,14.8,31,0,0.98,66,20,574,1785
2001-10-14T19:00,16.4,28,0,1,6,10,629,2285
2001-10-14T20:00,17.6,25,0,1.91,313,50,464,2635
2001-10-14T21:00,18.6,22,0,2.34,310,6,465,2720
2001-10-14T22:00,18.8,21,0,2.33,295,2,399,2340
2001-10-14T23:00,18,23,0,2.08,305,0,237,1680
2001-10-15T00:00,16.6,26,0,1.9,357,0,77,100
2001-10-15T01:00,14.1,29,0,2.52,7,4,2,155
2001-10-15T02:00,12.1,34,0,2.64,29,32,0,220
2001-10-15T03:00,10.5,41,0,2.11,31,9,0,185
2001-10-15T04:00,8.7,50,0,1.75,24,13,0,165
2001-10-15T05:00,7.1,63,0,1.66,57,5,0,130
2001-10-15T06:00,6,76,0,1.12,153,4,0,80
2001-10-15T07:00,4.2,79,0,1.58,215,24,0,45
2001-10-15T08:00,3.2,83,0,1.56,310,50,0,45
2001-10-15T09:00,2.2,96,0.7,7.18,19,98,0,720
2001-10-15T10:00,-1,91,0.8,4.21,18,98,0,640
2001-10-15T11:00,-1.5,92,0.3,2.28,23,94,0,545
2001-10-15T12:00,-1.6,88,0.2,1.22,35,77,0,395
2001-10-15T13:00,-1.5,81,0,0.78,50,81,0,405
2001-10-15T14:00,-1.5,80,0,0.57,45,45,11,355
2001-10-15T15:00,-0.3,74,0,1.58,55,34,104,445
2001-10-15T16:00,1.6,65,0,1.61,60,7,312,560
2001-10-15T17:00,3.6,57,0,1.84,68,1,485,640
2001-10-15T18:00,5.9,50,0,1.99,72,0,589,720
2001-10-15T19:00,7.2,46,0,2.26,77,5,635,800
2001-10-15T20:00,8.5,42,0,2.55,79,6,616,850
2001-10-15T21:00,9.1,41,0,2.84,80,13,541,870
2001-10-15T22:00,9.2,40,0,3.01,94,0,416,655
2001-10-15T23:00,8.8,41,0,2.42,114,0,250,635
2001-10-16T00:00,7.7,44,0,1.66,115,0,80,270
2001-10-16T01:00,6.3,49,0,2.08,125,0,1,80
2001-10-16T02:00,5,54,0,2.22,172,0,0,65
2001-10-16T03:00,3.7,60,0,1.82,189,0,0,55
2001-10-16T04:00,2.5,66,0,1.71,201,0,0,50
2001-10-16T05:00,1.4,71,0,1.7,208,0,0,45
2001-10-16T06:00,0.7,72,0,1.89,212,1,0,45
2001-10-16T07:00,0.4,73,0,2.16,214,14,0,45
2001-10-16T08:00,0.2,70,0,2.36,216,5,0,45
2001-10-16T09:00,0,68,0,2.5,217,11,0,50
2001-10-16T10:00,-0.2,67,0,3.06,218,14,0,55
2001-10-16T11:00,-0.5,66,0,2.92,218,37,0,45
2001-10-16T12:00,-0.7,65,0,2.64,217,35,0,40
2001-10-16T13:00,-0.8,64,0,2.64,217,26,0,40
2001-10-16T14:00,0,62,0,2.7,219,1,18,40
2001-10-16T15:00,4.5,52,0,2.5,217,3,120,50
2001-10-16T16:00,10.6,37,0,1.53,212,15,235,115
2001-10-16T17:00,14.6,22,0,1.1,175,41,389,360
2001-10-16T18:00,16.9,17,0,1.28,141,23,446,680
2001-10-16T19:00,19.2,14,0,1.2,132,0,636,1075
2001-10-16T20:00,20.3,13,0,1.1,95,1,621,1400
2001-10-16T21:00,20.7,12,0,1.36,73,0,544,1405
2001-10-16T22:00,20.5,13,0,2.14,53,37,414,900
2001-10-16T23:00,19.2,18,0,1.41,45,3,245,245
2001-10-17T00:00,17.3,24,0,1.49,42,1,77,30
2001-10-17T01:00,16,25,0,0.6,180,0,1,15
2001-10-17T02:00,12,33,0,1.53,212,0,0,25
2001-10-17T03:00,8.6,43,0,1.92,219,4,0,20
2001-10-17T04:00,5.6,57,0,2.41,222,25,0,25
2001-10-17T05:00,5.3,57,0,2.69,222,5,0,35
2001-10-17T06:00,5.1,55,0,2.97,222,0,0,40
2001-10-17T07:00,4.5,55,0,3.04,224,0,0,40
2001-10-17T08:00,4.1,56,0,3.11,225,0,0,40
2001-10-17T09:00,3.7,57,0,3.11,225,0,0,40
2001-10-17T10:00,3.4,57,0,3.11,225,16,0,40
2001-10-17T11:00,3,58,0,3.04,224,54,0,40
2001-10-17T12:00,2.7,59,0,3.11,222,76,0,40
2001-10-17T13:00,2.5,59,0,3.11,222,33,0,40
2001-10-17T14:00,3.2,58,0,3.26,223,23,19,40
2001-10-17T15:00,7.9,49,0,3.26,223,37,152,50
2001-10-17T16:00,14.5,35,0,2.27,221,42,316,100
2001-10-17T17:00,18.8,22,0,1.61,210,64,412,270
2001-10-17T18:00,21,16,0,1.53,191,89,389,980
2001-10-17T19:00,22.2,14,0,1.46,196,97,504,1385
2001-10-17T20:00,22.5,13,0,1.2,175,92,224,1700
2001-10-17T21:00,22.9,13,0,1.34,153,97,279,1930
2001-10-17T22:00,22.3,17,0,1.4,94,96,87,820
2001-10-17T23:00,21.4,22,0,1.64,38,88,58,110
2001-10-18T00:00,19.2,35,0,1.75,13,82,11,40
2001-10-18T01:00,16.7,30,0,0.45,27,17,0,20
2001-10-18T02:00,13.1,38,0,0.45,243,0,0,20
2001-10-18T03:00,9.7,48,0,1.75,239,23,0,20
2001-10-18T04:00,7.1,59,0,2,233,29,0,20
2001-10-18T05:00,6.6,59,0,2.34,230,36,0,20
2001-10-18T06:00,6.7,53,0,2.56,231,41,0,30
2001-10-18T07:00,5.8,57,0,2.69,228,69,0,30
2001-10-18T08:00,5.3,56,0,2.76,226,48,0,35
2001-10-18T09:00,4.7,58,0,2.69,228,40,0,35
2001-10-18T10:00,4.1,59,0,2.39,237,18,0,40
2001-10-18T11:00,3.8,61,0,1.7,230,48,0,30
2001-10-18T12:00,4.4,59,0,1.3,212,34,0,35
2001-10-18T13:00,3.6,65,0,1.42,231,6,0,25
2001-10-18T14:00,3.2,70,0,2.44,215,0,14,35
2001-10-18T15:00,8,56,0,2.47,194,20,147,85
2001-10-18T16:00,12.4,38,0,1.34,117,13,316,225
2001-10-18T17:00,13.6,35,0,3.14,59,0,453,745
2001-10-18T18:00,14.3,36,0,3.66,55,10,548,930
2001-10-18T19:00,14.3,35,0,4.06,52,5,614,860
2001-10-18T20:00,13.7,39,0,4.16,55,24,525,855
2001-10-18T21:00,13.2,42,0,3.85,65,33,356,780
2001-10-18T22:00,13.3,42,0,3.32,83,68,319,725
2001-10-18T23:00,12.9,43,0,2.81,94,51,154,595
2001-10-19T00:00,11.7,49,0,1.55,105,0,63,260
2001-10-19T01:00,10.2,54,0,2.36,144,0,0,120
2001-10-19T02:00,8.8,60,0,2.6,180,0,0,115
2001-10-19T03:00,7.7,63,0,2.6,203,0,0,80
2001-10-19T04:00,6.1,66,0,2.83,212,0,0,60
2001-10-19T05:00,4.7,69,0,3.05,212,0,0,60
2001-10-19T06:00,4.1,67,0,3.11,213,0,0,65
2001-10-19T07:00,3.9,58,0,3.08,216,0,0,65
2001-10-19T08:00,3.5,56,0,3.11,213,0,0,60
2001-10-19T09:00,3.1,55,0,2.94,215,0,0,55
2001-10-19T10:00,2.6,56,0,2.34,220,0,0,40
2001-10-19T11:00,2,57,0,2.41,222,0,0,35
2001-10-19T12:00,1.7,58,0,2.27,229,0,0,35
2001-10-19T13:00,1.4,59,0,2.05,227,0,0,30
2001-10-19T14:00,1.9,61,0,2.05,227,0,17,30
2001-10-19T15:00,7,54,0,1.98,221,0,147,45
2001-10-19T16:00,12.5,29,0,1.1,185,24,319,195
2001-10-19T17:00,14.7,21,0,2.13,139,22,468,1080
2001-10-19T18:00,16.3,19,0,2.1,155,23,568,1750
2001-10-19T19:00,19,16,0,1.65,166,4,613,2105
2001-10-19T20:00,20.1,16,0,0.5,143,0,596,2350
2001-10-19T21:00,20.7,16,0,0.54,22,0,520,2370
2001-10-19T22:00,20.7,16,0,1.14,38,0,392,1360
2001-10-19T23:00,19.7,20,0,0.94,58,0,229,205
2001-10-20T00:00,17.7,25,0,1.51,82,0,66,45
2001-10-20T01:00,16.2,26,0,1.8,177,0,0,65
2001-10-20T02:00,11.8,36,0,2.67,193,0,0,90
2001-10-20T03:00,9.2,43,0,3.44,206,0,0,75
2001-10-20T04:00,7.5,49,0,3.62,208,0,0,70
2001-10-20T05:00,6.9,50,0,3.67,209,0,0,70
2001-10-20T06:00,6,52,0,3.55,212,19,0,65
2001-10-20T07:00,5.4,52,0,3.44,216,23,0,60
2001-10-20T08:00,4.8,54,0,3.36,217,52,0,55
2001-10-20T09:00,4.3,55,0,3.34,219,50,0,50
2001-10-20T10:00,3.8,57,0,3.39,225,40,0,50
2001-10-20T11:00,3.3,58,0,3.25,225,45,0,45
2001-10-20T12:00,3,58,0,3.25,225,65,0,45
2001-10-20T13:00,2.8,58,0,3.18,226,93,0,45
2001-10-20T14:00,3.5,57,0,2.7,231,100,8,45
2001-10-20T15:00,7,52,0,1.89,238,100,70,50
2001-10-20T16:00,13.1,36,0,0.41,256,100,196,120
2001-10-20T17:00,16.5,25,0,1.2,85,98,245,440
2001-10-20T18:00,18.5,18,0,2.02,110,100,337,625
2001-10-20T19:00,17.8,20,0,2.47,122,100,247,815
2001-10-20T20:00,18.8,19,0,2.83,122,100,240,1010
2001-10-20T21:00,19.1,18,0,3.26,117,98,110,975
2001-10-20T22:00,19,19,0,3.23,106,89,85,660
2001-10-20T23:00,18.1,23,0,2.47,104,83,80,520
2001-10-21T00:00,16.4,28,0,1.9,87,52,27,225
2001-10-21T01:00,14.4,31,0,0.73,106,20,0,110
2001-10-21T02:00,11.8,36,0,1.1,185,0,0,100
2001-10-21T03:00,10,41,0,1.75,211,0,0,85
2001-10-21T04:00,7.8,49,0,2.08,215,0,0,55
2001-10-21T05:00,6.6,54,0,2.41,222,0,0,40
2001-10-21T06:00,5.9,55,0,2.48,223,0,0,40
2001-10-21T07:00,5,59,0,2.48,227,0,0,35
2001-10-21T08:00,4.6,59,0,2.33,227,0,0,35
2001-10-21T09:00,4,60,0,2.13,229,0,0,30
2001-10-21T10:00,3.5,62,0,1.89,238,20,0,25
2001-10-21T11:00,3.7,63,0,0.85,339,27,0,25
2001-10-21T12:00,3.9,63,0,0.5,53,65,0,65
2001-10-21T13:00,6,53,0,0.91,174,86,0,35
2001-10-21T14:00,5.3,57,0,1.17,200,100,10,25
2001-10-21T15:00,6.6,65,0,1.4,184,100,79,100
2001-10-21T16:00,9.6,47,0,1.25,151,100,117,250
2001-10-21T17:00,11.7,41,0,1.63,133,99,139,430
2001-10-21T18:00,13.7,36,0,2.2,129,97,168,625
2001-10-21T19:00,16,29,0,2.69,132,100,128,865
2001-10-21T20:00,17.4,25,0,2.77,131,100,134,1070
2001-10-21T21:00,17.8,24,0,2.86,126,100,73,1025
2001-10-21T22:00,17.4,25,0,2.73,114,100,21,665
2001-10-21T23:00,16.5,30,0,1.21,114,100,9,295
2001-10-22T00:00,14.8,41,0,0.98,24,100,1,185
2001-10-22T01:00,13,43,0,1.22,325,100,0,45
2001-10-22T02:00,11.9,48,0,1.41,278,100,0,25
2001-10-22T03:00,10.8,53,0,0.92,229,100,0,25
2001-10-22T04:00,9.7,57,0,1.64,218,100,0,25
2001-10-22T05:00,9.2,58,0,2.08,215,100,0,35
2001-10-22T06:00,8.8,60,0,2.34,220,100,0,45
2001-10-22T07:00,8.3,64,0,2.34,220,99,0,45
2001-10-22T08:00,8,65,0,2.42,218,86,0,50
2001-10-22T09:00,7.4,68,0,2.56,219,29,0,55
2001-10-22T10:00,6.7,71,0,2.69,225,28,0,60
2001-10-22T11:00,5.6,75,0,2.69,225,18,0,55
2001-10-22T12:00,5,77,0,2.69,225,5,0,50
2001-10-22T13:00,4.5,78,0,2.69,225,5,0,50
2001-10-22T14:00,4.6,76,0,3.04,224,2,12,55
2001-10-22T15:00,8.1,62,0,2.62,220,1,118,85
2001-10-22T16:00,13.1,44,0,2.15,202,1,296,435
2001-10-22T17:00,15.8,33,0,2.78,232,3,438,1685
2001-10-22T18:00,17.3,27,0,2.73,262,11,514,2310
2001-10-22T19:00,18.1,21,0,2.67,283,20,413,2775
2001-10-22T20:00,18.6,18,0,3.07,289,30,482,3035
2001-10-22T21:00,18.5,17,0,3.2,290,47,393,2930
2001-10-22T22:00,18,18,0,3.31,273,59,247,1360
2001-10-22T23:00,17,21,0,2.28,285,69,126,1510
2001-10-23T00:00,15.5,26,0,0.32,342,52,24,45
2001-10-23T01:00,13.9,28,0,0.36,214,81,0,20
2001-10-23T02:00,11.9,35,0,0.78,220,75,0,25
2001-10-23T03:00,9.5,44,0,1.56,230,38,0,35
2001-10-23T04:00,7.8,51,0,1.56,230,3,0,30
2001-10-23T05:00,6.5,56,0,1.97,210,0,0,30
2001-10-23T06:00,5.6,59,0,2.33,205,1,0,35
2001-10-23T07:00,4.7,63,0,2.55,206,45,0,40
