Time(s),Households left,People left,Households starting moving,People started moving,Households reached car,People reached car,Total cars activated,Avg. walking dist.
108,867,3432,5,20,4,16,585,47.74839
109,861,3408,2,8,6,24,609,48.34777
110,858,3396,3,12,3,12,621,49.01763
111,855,3384,5,20,3,12,633,48.96468
112,851,3368,1,4,4,16,649,49.2548
113,849,3360,4,16,2,8,657,49.66942
114,844,3340,4,15,5,20,677,49.91388
115,842,3332,2,8,2,8,685,50.23429
116,840,3324,3,12,2,8,693,50.08703
117,836,3309,1,3,4,15,708,50.04141
118,832,3293,4,15,4,16,724,50.42979
119,828,3277,4,16,4,16,740,50.5113
120,825,3265,5,20,3,12,752,50.34032
121,823,3257,3,12,2,8,760,50.5591
122,819,3241,4,16,4,16,776,50.58262
123,813,3218,4,16,6,23,799,50.82051
124,810,3206,2,8,3,12,811,51.11848
125,808,3198,3,12,2,8,819,51.10095
126,802,3174,4,16,6,24,843,51.50484
127,799,3162,7,28,3,12,855,51.35818
128,795,3146,7,28,4,16,871,51.26443
129,791,3130,3,12,4,16,887,51.09544
130,791,3130,4,16,0,0,887,51.05294
131,788,3118,2,8,3,12,899,51.05294
132,785,3106,5,20,3,12,911,50.87262
133,780,3086,5,20,5,20,931,51.07951
134,779,3082,3,12,1,4,935,50.88963
135,775,3067,5,18,4,15,950,50.83447
136,773,3059,1,4,2,8,958,50.89273
137,771,3051,2,8,2,8,966,50.81532
138,764,3023,6,24,7,28,994,50.92863
139,761,3011,4,15,3,12,1006,51.03962
140,756,2992,5,19,5,19,1025,51.11879
141,756,2992,3,12,0,0,1025,51.31525
142,753,2980,7,27,3,12,1037,51.31525
143,747,2958,2,8,6,22,1059,51.61411
144,743,2942,6,24,4,16,1075,51.87958
145,742,2938,13,52,1,4,1079,52.18532
146,740,2930,2,8,2,8,1087,52.11862
147,736,2914,1,4,4,16,1103,52.32356
148,732,2898,4,16,4,16,1119,52.17226
149,731,2894,2,8,1,4,1123,52.24839
150,730,2890,4,16,1,4,1127,52.19532
151,728,2883,2,7,2,7,1134,52.28357
152,727,2879,4,16,1,4,1138,52.41949
153,724,2867,8,31,3,12,1150,52.50389
154,720,2851,5,20,4,16,1166,52.51077
155,717,2839,4,16,3,12,1178,52.57378
156,715,2832,10,38,2,7,1185,52.78822
157,713,2824,2,8,2,8,1193,53.04453
158,712,2820,3,12,1,4,1197,53.19038
159,708,2804,5,20,4,16,1213,53.13465
160,705,2792,2,8,3,12,1225,53.18447
161,700,2772,8,32,5,20,1245,53.19772
162,697,2760,5,20,3,12,1257,53.31516
163,688,2724,3,12,9,36,1293,53.53522
164,684,2708,9,36,4,16,1309,53.44981
165,679,2689,3,12,5,19,1328,53.36549
166,676,2677,3,11,3,12,1340,53.5458
167,675,2673,1,4,1,4,1344,53.62456
168,674,2669,3,12,1,4,1348,53.56975
169,670,2653,6,24,4,16,1364,53.52559
170,667,2641,2,8,3,12,1376,53.60406
171,665,2633,5,20,2,8,1384,53.51392
172,661,2617,6,24,4,16,1400,53.65717
173,660,2613,3,12,1,4,1404,53.6016
174,655,2594,6,24,5,19,1423,53.56684
175,653,2586,3,12,2,8,1431,53.57515
176,647,2562,2,7,6,24,1455,53.52722
177,644,2550,2,8,3,12,1467,53.62117
178,639,2530,4,16,5,20,1487,53.49868
179,639,2530,6,23,0,0,1487,53.86086
180,636,2519,2,8,3,11,1498,53.86086
181,634,2511,1,4,2,8,1506,53.89587
182,632,2504,2,8,2,7,1513,53.88042
183,628,2488,6,23,4,16,1529,54.12986
184,622,2464,1,4,6,24,1553,54.19226
185,617,2444,3,12,5,20,1573,54.07219
186,614,2432,5,20,3,12,1585,54.07408
187,606,2400,4,16,8,32,1617,54.06873
188,603,2388,2,8,3,12,1629,54.07353
189,603,2388,3,12,0,0,1629,54.06776
190,597,2365,6,24,6,23,1652,54.06776
191,593,2349,4,16,4,16,1668,53.83451
192,591,2341,0,0,2,8,1676,53.78465
193,586,2321,4,16,5,20,1696,53.88749
194,581,2302,3,12,5,19,1715,53.93573
195,577,2286,2,8,4,16,1731,54.00051
196,570,2258,1,4,7,28,1759,53.97411
197,569,2254,4,16,1,4,1763,53.82598
198,564,2234,5,20,5,20,1783,53.88844
199,556,2203,4,16,8,31,1814,53.87535
200,551,2183,2,8,5,20,1834,53.76773
201,544,2155,3,12,7,28,1862,53.81241
202,539,2135,4,16,5,20,1882,53.7835
203,532,2107,1,3,7,28,1910,53.64114
204,526,2084,3,12,6,23,1933,53.97638
205,521,2064,2,7,5,20,1953,53.97426
206,519,2056,3,12,2,8,1961,53.97381
207,516,2044,3,12,3,12,1973,53.952
208,511,2024,4,16,5,20,1993,53.84793
209,508,2012,2,8,3,12,2005,53.92001
210,506,2004,6,24,2,8,2013,53.94871
211,502,1989,2,8,4,15,2028,53.91126
212,499,1977,3,12,3,12,2040,53.95349
213,493,1953,2,8,6,24,2064,54.05514
214,490,1942,4,16,3,11,2075,54.30487
215,489,1938,3,12,1,4,2079,54.28667
216,484,1919,3,12,5,19,2098,54.30699
217,481,1907,1,4,3,12,2110,54.40638
218,478,1895,6,24,3,12,2122,54.46815
219,475,1883,1,4,3,12,2134,54.45309
220,467,1851,2,8,8,32,2166,54.48582
221,462,1833,3,12,5,18,2184,54.43234
222,460,1825,5,19,2,8,2192,54.44443
223,457,1813,4,16,3,12,2204,54.51273
224,450,1785,6,24,7,28,2232,54.61924
225,446,1769,3,11,4,16,2248,54.70686
226,439,1741,7,28,7,28,2276,54.70715
227,436,1729,5,20,3,12,2288,55.0243
228,433,1718,3,12,3,11,2299,55.16289
229,431,1710,1,4,2,8,2307,55.14228
230,429,1702,1,4,2,8,2315,55.21351
231,427,1694,1,4,2,8,2323,55.16453
232,425,1686,0,0,2,8,2331,55.11551
233,422,1674,5,20,3,12,2343,55.23425
234,419,1662,2,8,3,12,2355,55.30323
235,411,1630,1,4,8,32,2387,55.25233
236,406,1610,9,36,5,20,2407,55.30804
237,404,1602,4,16,2,8,2415,55.43328
238,401,1590,4,16,3,12,2427,55.40663
239,399,1582,4,16,2,8,2435,55.45878
240,398,1578,3,11,1,4,2439,55.45567
241,395,1566,3,12,3,12,2451,55.44554
242,393,1559,4,16,2,7,2458,55.38847
243,393,1559,3,12,0,0,2458,55.37275
244,390,1547,4,16,3,12,2470,55.37275
245,386,1531,4,16,4,16,2486,55.50853
246,384,1523,4,16,2,8,2494,55.59197
247,379,1503,6,24,5,20,2514,55.6413
248,377,1495,7,28,2,8,2522,55.73417
249,373,1479,1,4,4,16,2538,55.7383
250,370,1467,5,20,3,12,2550,55.80354
251,368,1459,4,16,2,8,2558,55.83018
252,366,1451,2,8,2,8,2566,55.92904
253,359,1423,5,20,7,28,2594,55.96695
254,357,1416,3,12,2,7,2601,55.96582
255,354,1404,3,12,3,12,2613,55.94588
256,351,1392,6,24,3,12,2625,56.01397
257,347,1376,2,8,4,16,2641,56.07161
258,341,1352,3,12,6,24,2665,56.03236
259,339,1344,1,4,2,8,2673,56.09911
260,339,1344,5,20,0,0,2673,56.14951
261,336,1332,6,24,3,12,2685,56.14951
262,328,1300,5,20,8,32,2717,56.24093
263,325,1288,2,8,3,12,2729,56.2033
264,321,1272,4,16,4,16,2745,56.2439
265,314,1245,2,7,7,27,2772,56.25879
266,311,1233,2,8,3,12,2784,56.19241
267,307,1218,1,3,4,15,2799,56.18841
268,307,1218,4,16,0,0,2799,56.29199
269,307,1218,6,23,0,0,2799,56.29199
270,304,1206,7,28,3,12,2811,56.29199
271,300,1190,2,8,4,16,2827,56.30628
272,296,1174,4,16,4,16,2843,56.24085
273,293,1162,3,12,3,12,2855,56.29922
274,289,1146,4,16,4,16,2871,56.33924
275,285,1130,4,15,4,16,2887,56.43858
276,281,1114,1,4,4,16,2903,56.35916
277,278,1102,0,0,3,12,2915,56.35474
278,275,1090,4,16,3,12,2927,56.32722
279,273,1082,3,12,2,8,2935,56.32237
280,271,1074,2,8,2,8,2943,56.2837
281,267,1058,4,16,4,16,2959,56.31796
282,258,1022,1,4,9,36,2995,56.43122
283,254,1006,1,4,4,16,3011,56.49322
284,249,986,3,12,5,20,3031,56.52683
285,245,970,4,16,4,16,3047,56.54339
286,241,954,5,20,4,16,3063,56.58272
287,237,938,4,16,4,16,3079,56.6233
288,232,918,3,12,5,20,3099,56.63355
289,228,902,5,18,4,16,3115,56.57693
290,224,886,3,12,4,16,3131,56.5622
291,223,882,4,16,1,4,3135,56.52167
292,220,870,3,12,3,12,3147,56.49352
293,218,862,1,4,2,8,3155,56.42933
294,212,838,2,8,6,24,3179,56.396
295,208,823,3,12,4,15,3194,56.32046
296,202,799,2,8,6,24,3218,56.33935
297,201,795,2,8,1,4,3222,56.52291
298,196,775,5,19,5,20,3242,56.50996
299,192,759,4,16,4,16,3258,56.51985
300,184,727,1,4,8,32,3290,56.45053
301,181,715,0,0,3,12,3302,56.37065
302,175,691,0,0,6,24,3326,56.33879
303,173,684,0,0,2,7,3333,56.46299
304,170,672,0,0,3,12,3345,56.47737
305,166,656,0,0,4,16,3361,56.4549
306,163,644,0,0,3,12,3373,56.48302
307,160,632,0,0,3,12,3385,56.54283
308,159,629,0,0,1,3,3388,56.47463
309,154,609,0,0,5,20,3408,56.50972
310,152,601,0,0,2,8,3416,56.55859
311,148,585,0,0,4,16,3432,56.51399
312,147,581,0,0,1,4,3436,56.51881
313,141,558,0,0,6,23,3459,56.51297
314,135,534,0,0,6,24,3483,56.54601
315,129,510,0,0,6,24,3507,56.55165
316,125,495,0,0,4,15,3522,56.6622
317,121,479,0,0,4,16,3538,56.64367
318,117,463,0,0,4,16,3554,56.69572
319,113,447,0,0,4,16,3570,56.76571
320,112,443,0,0,1,4,3574,56.7851
321,111,439,0,0,1,4,3578,56.76873
322,108,427,0,0,3,12,3590,56.74571
323,107,423,0,0,1,4,3594,56.83121
324,104,411,0,0,3,12,3606,56.80726
325,101,399,0,0,3,12,3618,56.8588
326,99,391,0,0,2,8,3626,56.90101
327,95,375,0,0,4,16,3642,56.88501
328,95,375,0,0,0,0,3642,56.88214
329,92,363,0,0,3,12,3654,56.88214
330,87,343,0,0,5,20,3674,56.90089
331,84,331,0,0,3,12,3686,56.92823
332,83,327,0,0,1,4,3690,56.9698
333,78,307,0,0,5,20,3710,57.01175
334,74,291,0,0,4,16,3726,56.98307
335,71,279,0,0,3,12,3738,56.91496
336,69,272,0,0,2,7,3745,56.87992
337,66,261,0,0,3,11,3756,56.87078
338,62,245,0,0,4,16,3772,56.87152
339,61,241,0,0,1,4,3776,56.92736
340,61,241,0,0,0,0,3776,56.97363
341,57,225,0,0,4,16,3792,56.97363
342,54,213,0,0,3,12,3804,56.98099
343,52,205,0,0,2,8,3812,56.99594
344,51,201,0,0,1,4,3816,56.99692
345,51,201,0,0,0,0,3816,57.01532
346,49,193,0,0,2,8,3824,57.01532
347,48,189,0,0,1,4,3828,57.07257
348,45,177,0,0,3,12,3840,57.10944
349,41,161,0,0,4,16,3856,57.21815
350,39,154,0,0,2,7,3863,57.31458
351,37,146,0,0,2,8,3871,57.38372
352,37,146,0,0,0,0,3871,57.46261
353,36,142,0,0,1,4,3875,57.46261
354,35,138,0,0,1,4,3879,57.47244
355,35,138,0,0,0,0,3879,57.48514
356,34,134,0,0,1,4,3883,57.48514
357,32,127,0,0,2,7,3890,57.51348
358,31,123,0,0,1,4,3894,57.55409
359,30,119,0,0,1,4,3898,57.59853
360,28,111,0,0,2,8,3906,57.62238
361,25,99,0,0,3,12,3918,57.65886
362,25,99,0,0,0,0,3918,57.72573
363,24,95,0,0,1,4,3922,57.72573
364,22,87,0,0,2,8,3930,57.75724
365,21,83,0,0,1,4,3934,57.80896
366,20,79,0,0,1,4,3938,57.84771
367,20,79,0,0,0,0,3938,57.89473
368,19,75,0,0,1,4,3942,57.89473
369,19,75,0,0,0,0,3942,57.90688
370,17,68,0,0,2,7,3949,57.90688
371,17,68,0,0,0,0,3949,57.97477
372,17,68,0,0,0,0,3949,57.97477
373,15,60,0,0,2,8,3957,57.97477
374,15,60,0,0,0,0,3957,58.03053
375,14,56,0,0,1,4,3961,58.03053
376,14,56,0,0,0,0,3961,58.05621
377,14,56,0,0,0,0,3961,58.05621
378,13,52,0,0,1,4,3965,58.05621
379,11,44,0,0,2,8,3973,58.07801
380,11,44,0,0,0,0,3973,58.14417
381,11,44,0,0,0,0,3973,58.14417
382,11,44,0,0,0,0,3973,58.14417
383,10,40,0,0,1,4,3977,58.14417
384,10,40,0,0,0,0,3977,58.17036
385,9,36,0,0,1,4,3981,58.17036
386,8,32,0,0,1,4,3985,58.21525
387,8,32,0,0,0,0,3985,58.2459
388,7,28,0,0,1,4,3989,58.2459
389,7,28,0,0,0,0,3989,58.29171
390,5,20,0,0,2,8,3997,58.29171
391,5,20,0,0,0,0,3997,58.37721
392,5,20,0,0,0,0,3997,58.37721
393,3,12,0,0,2,8,4005,58.37721
394,3,12,0,0,0,0,4005,58.46944
395,2,8,0,0,1,4,4009,58.46944
396,2,8,0,0,0,0,4009,58.51341
397,2,8,0,0,0,0,4009,58.51341
398,2,8,0,0,0,0,4009,58.51341
399,2,8,0,0,0,0,4009,58.51341
400,2,8,0,0,0,0,4009,58.51341
401,2,8,0,0,0,0,4009,58.51341
402,1,4,0,0,1,4,4013,58.51341
403,1,4,0,0,0,0,4013,58.55646
404,1,4,0,0,0,0,4013,58.55646
405,1,4,0,0,0,0,4013,58.55646
406,1,4,0,0,0,0,4013,58.55646
407,0,0,0,0,1,4,4017,58.55646
