Time(s),Injected cars,Exiting cars,Current cars in system, Exiting people, Avg. v [km/h], Min. v [km/h], Goal: Rox_Goal_E, Goal: Rox_Goal_R, Goal: Rox_Goal_F
1719,2,0,3219,0, 27.22103,1,7,304,575
1720,3,0,3222,0, 26.95868,1,7,304,575
1721,0,0,3222,0, 26.76892,1,7,304,575
1722,3,0,3225,0, 27.09053,1,7,304,575
1723,3,0,3228,0, 26.99486,1,7,304,575
1724,3,0,3231,0, 27.8537,1,7,304,575
1725,2,2,3233,5, 27.50237,1,7,309,575
1726,2,0,3233,0, 27.51021,1,7,309,575
1727,3,0,3236,0, 27.66469,1,7,309,575
1728,0,0,3236,0, 27.85131,1,7,309,575
1729,5,1,3241,2, 28.01518,1,7,311,575
1730,0,0,3240,0, 28.21861,1,7,311,575
1731,2,0,3242,0, 28.40001,1,7,311,575
1732,2,0,3244,0, 28.11625,1,7,311,575
1733,0,0,3244,0, 28.26042,1,7,311,575
1734,0,0,3244,0, 28.26995,1,7,311,575
1735,2,0,3246,0, 27.41934,1,7,311,575
1736,1,0,3247,0, 27.60535,1,7,311,575
1737,1,0,3248,0, 26.9885,1,7,311,575
1738,1,1,3249,3, 26.31735,1,7,311,578
1739,1,0,3249,0, 26.12934,1,7,311,578
1740,1,0,3250,0, 26.03912,1,7,311,578
1741,3,1,3253,5, 25.26275,1,7,316,578
1742,0,0,3252,0, 25.10076,1,7,316,578
1743,1,0,3253,0, 25.98268,1,7,316,578
1744,3,0,3256,0, 26.11854,1,7,316,578
1745,0,0,3256,0, 26.05776,1,7,316,578
1746,0,0,3256,0, 26.44083,1,7,316,578
1747,3,0,3259,0, 26.66339,1,7,316,578
1748,1,0,3260,0, 26.57013,1,7,316,578
1749,0,0,3260,0, 26.7682,1,7,316,578
1750,2,2,3262,9, 26.19202,1,7,325,578
1751,0,0,3260,0, 26.20486,1,7,325,578
1752,0,0,3260,0, 26.17648,1,7,325,578
1753,3,0,3263,0, 26.50392,1,7,325,578
1754,0,0,3263,0, 26.15808,1,7,325,578
1755,0,0,3263,0, 25.77962,1,7,325,578
1756,1,0,3264,0, 25.83473,1,7,325,578
1757,0,0,3264,0, 25.94173,1,7,325,578
1758,3,0,3267,0, 25.93073,1,7,325,578
1759,0,2,3267,4, 25.45476,1,7,325,582
1760,0,0,3265,0, 25.32521,1,7,325,582
1761,0,0,3265,0, 24.55177,1,7,325,582
1762,0,0,3265,0, 24.97708,1,7,325,582
1763,0,0,3265,0, 25.03556,1,7,325,582
1764,0,0,3265,0, 25.2595,1,7,325,582
1765,2,0,3267,0, 24.83699,1,7,325,582
1766,1,0,3268,0, 24.98489,1,7,325,582
1767,1,0,3269,0, 24.43797,1,7,325,582
1768,6,0,3275,0, 23.6546,1,7,325,582
1769,1,1,3276,5, 24.07716,1,7,330,582
1770,1,1,3276,2, 24.08865,1,7,332,582
1771,2,0,3277,0, 24.10436,1,7,332,582
1772,3,0,3280,0, 25.07353,1,7,332,582
1773,0,1,3280,5, 24.94803,1,7,332,587
1774,3,0,3282,0, 24.52375,1,7,332,587
1775,2,0,3284,0, 24.07814,1,7,332,587
1776,0,0,3284,0, 24.21211,1,7,332,587
1777,0,0,3284,0, 23.50826,1,7,332,587
1778,0,1,3284,5, 23.99955,1,7,332,592
1779,0,0,3283,0, 24.59736,1,7,332,592
1780,0,0,3283,0, 25.08551,1,7,332,592
1781,0,0,3283,0, 25.30481,1,7,332,592
1782,0,0,3283,0, 25.40355,1,7,332,592
1783,3,0,3286,0, 26.34529,1,7,332,592
1784,1,0,3287,0, 26.35025,1,7,332,592
1785,1,0,3288,0, 26.31648,1,7,332,592
1786,0,0,3288,0, 26.16503,1,7,332,592
1787,0,0,3288,0, 25.80934,1,7,332,592
1788,0,1,3288,2, 24.72656,1,7,332,594
1789,0,3,3287,9, 25.05091,1,7,337,598
1790,0,0,3284,0, 24.26001,1,7,337,598
1791,3,0,3287,0, 24.48066,1,7,337,598
1792,4,0,3291,0, 23.93402,1,7,337,598
1793,0,0,3291,0, 24.25233,1,7,337,598
1794,0,0,3291,0, 23.63333,1,7,337,598
1795,2,0,3293,0, 23.83001,1,7,337,598
1796,0,0,3293,0, 23.90133,1,7,337,598
1797,0,1,3293,1, 23.52669,1,7,337,599
1798,0,0,3292,0, 23.87745,1,7,337,599
1799,1,0,3293,0, 23.04672,1,7,337,599
1800,1,0,3294,0, 22.44193,1,7,337,599
1801,0,1,3294,2, 22.64401,1,7,337,601
1802,0,0,3293,0, 22.82072,1,7,337,601
1803,0,0,3293,0, 22.54613,1,7,337,601
1804,0,0,3293,0, 22.93203,1,7,337,601
1805,1,0,3294,0, 22.62721,1,7,337,601
1806,0,0,3294,0, 22.8495,1,7,337,601
1807,0,0,3294,0, 23.57559,1,7,337,601
1808,1,2,3295,3, 23.46338,1,7,340,601
1809,1,0,3294,0, 23.72426,1,7,340,601
1810,3,0,3297,0, 24.13103,1,7,340,601
1811,0,0,3297,0, 24.69711,1,7,340,601
1812,0,0,3297,0, 23.45219,1,7,340,601
1813,0,0,3297,0, 23.26555,1,7,340,601
1814,0,0,3297,0, 23.17539,1,7,340,601
1815,0,0,3297,0, 24.00121,1,7,340,601
1816,0,0,3297,0, 23.04229,1,7,340,601
1817,0,0,3297,0, 22.9235,1,7,340,601
1818,0,0,3297,0, 22.93251,1,7,340,601
1819,0,0,3297,0, 22.64811,1,7,340,601
1820,0,0,3297,0, 22.42853,1,7,340,601
1821,0,0,3297,0, 22.26005,1,7,340,601
1822,2,0,3299,0, 22.54835,1,7,340,601
1823,2,0,3301,0, 22.99526,1,7,340,601
1824,3,0,3304,0, 22.64157,1,7,340,601
1825,0,0,3304,0, 22.54539,1,7,340,601
1826,1,0,3305,0, 22.83966,1,7,340,601
1827,0,0,3305,0, 23.35055,1,7,340,601
1828,0,0,3305,0, 23.03279,1,7,340,601
1829,0,0,3305,0, 23.32829,1,7,340,601
1830,0,0,3305,0, 23.69876,1,7,340,601
1831,2,0,3307,0, 23.85721,1,7,340,601
1832,0,0,3307,0, 23.94581,1,7,340,601
1833,0,0,3307,0, 23.44878,1,7,340,601
1834,1,0,3308,0, 23.56963,1,7,340,601
1835,0,0,3308,0, 22.87263,1,7,340,601
1836,1,0,3309,0, 22.77876,1,7,340,601
1837,0,0,3309,0, 22.80831,1,7,340,601
1838,2,0,3311,0, 23.26813,1,7,340,601
1839,1,0,3312,0, 23.53249,1,7,340,601
1840,1,1,3313,3, 23.09686,1,7,343,601
1841,0,0,3312,0, 23.16936,1,7,343,601
1842,0,0,3312,0, 23.04333,1,7,343,601
1843,1,0,3313,0, 23.22168,1,7,343,601
1844,2,1,3315,4, 24.22257,1,7,347,601
1845,0,0,3314,0, 23.82446,1,7,347,601
1846,0,0,3314,0, 23.85951,1,7,347,601
1847,0,0,3314,0, 23.72009,1,7,347,601
1848,0,0,3314,0, 23.31531,1,7,347,601
1849,1,0,3315,0, 23.2405,1,7,347,601
1850,0,0,3315,0, 22.1256,1,7,347,601
1851,1,0,3316,0, 22.18619,1,7,347,601
1852,0,0,3316,0, 22.50833,1,7,347,601
1853,1,0,3317,0, 22.56495,1,7,347,601
1854,1,0,3318,0, 22.57972,1,7,347,601
1855,0,1,3318,4, 22.91297,1,7,351,601
1856,0,0,3317,0, 23.32987,1,7,351,601
1857,0,0,3317,0, 23.07504,1,7,351,601
1858,0,0,3317,0, 23.65084,1,7,351,601
1859,0,2,3317,2, 23.42746,1,7,351,603
1860,0,0,3315,0, 24.15825,1,7,351,603
1861,0,0,3315,0, 23.74756,1,7,351,603
1862,0,0,3315,0, 23.15173,1,7,351,603
1863,0,0,3315,0, 22.76603,1,7,351,603
1864,0,0,3315,0, 21.9483,1,7,351,603
1865,0,0,3315,0, 22.03435,1,7,351,603
1866,0,0,3315,0, 22.67356,1,7,351,603
1867,1,1,3316,5, 22.92721,1,7,356,603
1868,2,0,3317,0, 23.23973,1,7,356,603
1869,0,0,3317,0, 23.69173,1,7,356,603
1870,2,0,3319,0, 23.64171,1,7,356,603
1871,0,0,3319,0, 23.46289,1,7,356,603
1872,0,0,3319,0, 23.57944,1,7,356,603
1873,0,0,3319,0, 23.82915,1,7,356,603
1874,0,2,3319,4, 24.40568,1,7,360,603
1875,0,0,3317,0, 24.34721,1,7,360,603
1876,1,0,3318,0, 23.60701,1,7,360,603
1877,1,0,3319,0, 23.6203,1,7,360,603
1878,0,0,3319,0, 23.36007,1,7,360,603
1879,0,0,3319,0, 23.29693,1,7,360,603
1880,0,0,3319,0, 23.29401,1,7,360,603
1881,1,0,3320,0, 23.77473,1,7,360,603
1882,0,2,3320,5, 22.98627,1,7,365,603
1883,0,0,3318,0, 23.12249,1,7,365,603
1884,0,0,3318,0, 22.84898,1,7,365,603
1885,0,0,3318,0, 22.82458,1,7,365,603
1886,3,0,3321,0, 23.24159,1,7,365,603
1887,0,0,3321,0, 23.20916,1,7,365,603
1888,0,0,3321,0, 23.2233,1,7,365,603
1889,0,1,3321,2, 23.33788,1,7,367,603
1890,0,0,3320,0, 24.44756,1,7,367,603
1891,0,0,3320,0, 24.44379,1,7,367,603
1892,0,0,3320,0, 24.54764,1,7,367,603
1893,0,0,3320,0, 24.22054,1,7,367,603
1894,2,0,3322,0, 24.28234,1,7,367,603
1895,0,0,3322,0, 24.82643,1,7,367,603
1896,0,0,3322,0, 25.552,1,7,367,603
1897,0,0,3322,0, 25.14681,1,7,367,603
1898,0,0,3322,0, 25.18388,1,7,367,603
1899,0,0,3322,0, 24.35054,1,7,367,603
1900,0,0,3322,0, 23.90455,1,7,367,603
1901,0,0,3322,0, 22.57927,1,7,367,603
1902,0,0,3322,0, 21.73039,1,7,367,603
1903,0,0,3322,0, 22.20359,1,7,367,603
1904,0,0,3322,0, 22.16589,1,7,367,603
1905,0,0,3322,0, 21.58806,1,7,367,603
1906,0,1,3322,5, 21.80144,1,7,372,603
1907,1,0,3322,0, 22.01262,1,7,372,603
1908,1,0,3323,0, 21.56232,1,7,372,603
1909,0,2,3323,3, 20.68357,1,7,375,603
1910,0,0,3321,0, 20.85937,1,7,375,603
1911,0,0,3321,0, 21.28779,1,7,375,603
1912,0,0,3321,0, 21.77065,1,7,375,603
1913,0,0,3321,0, 21.52042,1,7,375,603
1914,1,0,3322,0, 21.84053,1,7,375,603
1915,0,1,3322,1, 22.5938,1,7,376,603
1916,0,0,3321,0, 22.43865,1,7,376,603
1917,0,0,3321,0, 22.934,1,7,376,603
1918,0,0,3321,0, 22.66182,1,7,376,603
1919,0,0,3321,0, 22.64554,1,7,376,603
1920,0,0,3321,0, 22.76076,1,7,376,603
1921,1,0,3322,0, 23.3386,1,7,376,603
1922,0,0,3322,0, 23.51319,1,7,376,603
1923,0,0,3322,0, 23.16404,1,7,376,603
1924,0,0,3322,0, 23.28613,1,7,376,603
1925,0,0,3322,0, 23.64688,1,7,376,603
1926,1,0,3323,0, 23.52048,1,7,376,603
1927,0,0,3323,0, 23.05948,1,7,376,603
1928,0,2,3323,4, 22.89973,1,7,380,603
1929,1,1,3322,3, 22.67406,1,7,383,603
1930,0,0,3321,0, 23.19783,1,7,383,603
1931,0,0,3321,0, 22.39782,1,7,383,603
1932,0,0,3321,0, 23.29761,1,7,383,603
1933,0,0,3321,0, 24.03776,1,7,383,603
1934,0,1,3321,5, 23.89757,1,7,388,603
1935,0,0,3320,0, 23.66514,1,7,388,603
1936,0,0,3320,0, 23.85428,1,7,388,603
1937,0,0,3320,0, 23.80853,1,7,388,603
1938,2,0,3322,0, 23.83137,1,7,388,603
1939,1,0,3323,0, 23.7178,1,7,388,603
1940,0,0,3323,0, 23.47444,1,7,388,603
1941,0,0,3323,0, 23.3259,1,7,388,603
1942,0,0,3323,0, 23.11278,1,7,388,603
1943,0,0,3323,0, 22.37212,1,7,388,603
1944,1,0,3324,0, 23.35768,1,7,388,603
1945,1,0,3325,0, 23.69694,1,7,388,603
1946,0,0,3325,0, 22.42661,1,7,388,603
1947,0,0,3325,0, 23.42609,1,7,388,603
1948,1,0,3326,0, 22.95651,1,7,388,603
1949,0,0,3326,0, 23.415,1,7,388,603
1950,1,1,3327,2, 23.54606,1,7,390,603
1951,0,1,3326,5, 23.47211,1,7,395,603
1952,0,0,3325,0, 23.51161,1,7,395,603
1953,0,0,3325,0, 23.38309,1,7,395,603
1954,0,0,3325,0, 22.91773,1,7,395,603
1955,0,0,3325,0, 23.43042,1,7,395,603
1956,0,0,3325,0, 23.64765,1,7,395,603
1957,0,0,3325,0, 23.55577,1,7,395,603
1958,0,0,3325,0, 22.70388,1,7,395,603
1959,1,0,3326,0, 22.36837,1,7,395,603
1960,0,0,3326,0, 22.37518,1,7,395,603
1961,0,0,3326,0, 22.30799,1,7,395,603
1962,0,0,3326,0, 20.8181,1,7,395,603
1963,0,0,3326,0, 20.89329,1,7,395,603
1964,0,2,3326,4, 21.43851,1,7,399,603
1965,1,0,3325,0, 22.53794,1,7,399,603
1966,1,1,3326,1, 23.17097,1,7,400,603
1967,0,0,3325,0, 23.61394,1,7,400,603
1968,1,0,3326,0, 23.17082,1,7,400,603
1969,0,0,3326,0, 23.43567,1,7,400,603
1970,0,0,3326,0, 23.41113,1,7,400,603
1971,0,0,3326,0, 23.58921,1,7,400,603
1972,0,1,3326,3, 24.27899,1,7,403,603
1973,0,1,3325,4, 24.38801,1,7,407,603
1974,0,0,3324,0, 23.07471,1,7,407,603
1975,0,0,3324,0, 23.83937,1,7,407,603
1976,2,0,3326,0, 22.74918,1,7,407,603
1977,0,0,3326,0, 22.70237,1,7,407,603
1978,0,0,3326,0, 22.0455,1,7,407,603
1979,0,0,3326,0, 22.05798,1,7,407,603
1980,3,0,3329,0, 21.86417,1,7,407,603
1981,0,0,3329,0, 22.38502,1,7,407,603
1982,0,0,3329,0, 22.70077,1,7,407,603
1983,0,0,3329,0, 22.61401,1,7,407,603
1984,1,0,3330,0, 22.23826,1,7,407,603
1985,0,0,3330,0, 22.49015,1,7,407,603
1986,2,2,3332,5, 23.1139,1,7,407,608
1987,0,0,3330,0, 22.69092,1,7,407,608
1988,0,0,3330,0, 22.33797,1,7,407,608
1989,1,1,3331,4, 22.42173,1,7,411,608
1990,1,0,3331,0, 23.63361,1,7,411,608
1991,2,1,3333,1, 23.74201,1,7,412,608
1992,0,0,3332,0, 23.30152,1,7,412,608
1993,0,1,3332,5, 22.76616,1,7,412,613
1994,0,0,3331,0, 23.54819,1,7,412,613
1995,0,2,3331,4, 22.97623,1,7,412,617
1996,0,0,3329,0, 23.03482,1,7,412,617
1997,0,0,3329,0, 22.528,1,7,412,617
1998,0,0,3329,0, 22.92019,1,7,412,617
1999,0,0,3329,0, 23.62621,1,7,412,617
2000,0,0,3329,0, 23.8978,1,7,412,617
2001,0,0,3329,0, 23.84235,1,7,412,617
2002,0,0,3329,0, 23.44688,1,7,412,617
2003,0,1,3329,1, 23.05351,1,8,412,617
2004,0,0,3328,0, 23.05303,1,8,412,617
2005,0,0,3328,0, 23.00501,1,8,412,617
2006,0,0,3328,0, 22.84987,1,8,412,617
2007,0,0,3328,0, 22.71324,1,8,412,617
2008,1,1,3329,5, 23.01516,1,8,417,617
2009,0,0,3328,0, 22.77808,1,8,417,617
2010,0,0,3328,0, 22.62697,1,8,417,617
2011,0,0,3328,0, 22.66626,1,8,417,617
2012,0,0,3328,0, 23.35518,1,8,417,617
2013,0,0,3328,0, 22.35191,1,8,417,617
2014,1,0,3329,0, 22.5529,1,8,417,617
2015,2,0,3331,0, 23.01645,1,8,417,617
2016,0,0,3331,0, 23.07825,1,8,417,617
2017,1,0,3332,0, 23.88058,1,8,417,617
2018,0,0,3332,0, 24.12695,1,8,417,617
2019,0,0,3332,0, 24.05904,1,8,417,617
2020,1,0,3333,0, 23.19551,1,8,417,617
2021,1,0,3334,0, 22.19674,1,8,417,617
2022,0,0,3334,0, 22.11769,1,8,417,617
2023,0,0,3334,0, 21.88817,1,8,417,617
2024,0,1,3334,1, 21.64576,1,9,417,617
2025,1,0,3334,0, 22.5581,1,9,417,617
2026,0,0,3334,0, 23.15096,1,9,417,617
2027,0,0,3334,0, 23.39456,1,9,417,617
2028,0,0,3334,0, 22.99555,1,9,417,617
2029,0,0,3334,0, 22.89789,1,9,417,617
2030,2,1,3336,4, 23.22469,1,9,417,621
2031,0,0,3335,0, 22.8448,1,9,417,621
2032,0,0,3335,0, 23.08331,1,9,417,621
2033,0,0,3335,0, 23.52189,1,9,417,621
2034,0,0,3335,0, 22.969,1,9,417,621
2035,0,0,3335,0, 22.62994,1,9,417,621
2036,0,0,3335,0, 22.83672,1,9,417,621
2037,0,0,3335,0, 22.48242,1,9,417,621
2038,0,0,3335,0, 22.56936,1,9,417,621
2039,0,0,3335,0, 22.22747,1,9,417,621
2040,0,0,3335,0, 21.97625,1,9,417,621
2041,0,0,3335,0, 22.25266,1,9,417,621
2042,0,0,3335,0, 22.18698,1,9,417,621
2043,2,0,3337,0, 23.28607,1,9,417,621
2044,1,1,3338,2, 23.40064,1,9,419,621
2045,0,0,3337,0, 24.12716,1,9,419,621
2046,0,0,3337,0, 24.0358,1,9,419,621
2047,0,0,3337,0, 24.18033,1,9,419,621
2048,0,0,3337,0, 23.58551,1,9,419,621
2049,0,0,3337,0, 23.40525,1,9,419,621
2050,0,0,3337,0, 23.9562,1,9,419,621
2051,0,0,3337,0, 22.95969,1,9,419,621
2052,0,0,3337,0, 21.82741,1,9,419,621
2053,0,0,3337,0, 22.28062,1,9,419,621
2054,0,0,3337,0, 21.54236,1,9,419,621
2055,0,0,3337,0, 21.63967,1,9,419,621
2056,0,0,3337,0, 22.06314,1,9,419,621
2057,0,0,3337,0, 21.34732,1,9,419,621
2058,0,2,3337,4, 21.58037,1,9,423,621
2059,1,0,3336,0, 22.15358,1,9,423,621
2060,0,0,3336,0, 21.66883,1,9,423,621
2061,0,0,3336,0, 22.58174,1,9,423,621
2062,0,0,3336,0, 23.067,1,9,423,621
2063,0,0,3336,0, 23.33134,1,9,423,621
2064,1,0,3337,0, 22.92127,1,9,423,621
2065,0,0,3337,0, 23.05034,1,9,423,621
2066,0,0,3337,0, 22.50689,1,9,423,621
2067,0,0,3337,0, 22.69471,1,9,423,621
2068,0,0,3337,0, 22.45196,1,9,423,621
2069,2,0,3339,0, 22.72606,1,9,423,621
2070,0,0,3339,0, 21.95628,1,9,423,621
2071,0,0,3339,0, 21.58041,1,9,423,621
2072,0,0,3339,0, 21.10058,1,9,423,621
2073,1,0,3340,0, 22.42574,1,9,423,621
2074,1,1,3341,1, 21.74442,1,10,423,621
2075,0,0,3340,0, 21.34979,1,10,423,621
2076,0,0,3340,0, 19.78805,1,10,423,621
2077,0,0,3340,0, 19.56981,1,10,423,621
2078,1,0,3341,0, 20.3806,1,10,423,621
2079,0,0,3341,0, 21.07302,1,10,423,621
2080,0,0,3341,0, 20.70886,1,10,423,621
2081,0,0,3341,0, 21.41972,1,10,423,621
2082,2,0,3343,0, 21.84994,1,10,423,621
2083,0,0,3343,0, 20.79873,1,10,423,621
2084,0,0,3343,0, 19.92563,1,10,423,621
2085,1,0,3344,0, 20.06207,1,10,423,621
2086,0,0,3344,0, 20.15208,1,10,423,621
2087,0,0,3344,0, 20.17333,1,10,423,621
2088,1,2,3345,5, 20.71148,1,10,428,621
2089,0,0,3343,0, 20.57317,1,10,428,621
2090,0,0,3343,0, 20.48516,1,10,428,621
2091,0,0,3343,0, 19.93451,1,10,428,621
2092,0,2,3343,5, 20.00937,1,10,433,621
2093,0,1,3341,4, 19.88158,1,10,437,621
2094,0,0,3340,0, 20.12372,1,10,437,621
2095,0,0,3340,0, 20.20364,1,10,437,621
2096,0,0,3340,0, 20.16286,1,10,437,621
2097,2,0,3342,0, 19.88985,1,10,437,621
2098,0,0,3342,0, 19.90582,1,10,437,621
2099,2,0,3344,0, 19.78065,1,10,437,621
2100,0,0,3344,0, 20.61614,1,10,437,621
2101,0,1,3344,1, 20.90368,1,10,438,621
2102,0,0,3343,0, 20.45912,1,10,438,621
2103,0,0,3343,0, 19.66338,1,10,438,621
2104,0,3,3343,8, 19.43897,1,10,438,629
2105,0,0,3340,0, 19.17563,1,10,438,629
2106,0,0,3340,0, 19.02144,1,10,438,629
2107,0,0,3340,0, 18.84691,1,10,438,629
2108,0,0,3340,0, 18.58938,1,10,438,629
2109,0,0,3340,0, 18.55561,1,10,438,629
2110,2,0,3342,0, 19.72832,1,10,438,629
2111,1,0,3343,0, 20.22234,1,10,438,629
2112,0,0,3343,0, 20.90513,1,10,438,629
2113,0,0,3343,0, 20.31594,1,10,438,629
2114,0,0,3343,0, 20.44035,1,10,438,629
2115,0,0,3343,0, 19.97437,1,10,438,629
2116,0,0,3343,0, 20.08123,1,10,438,629
2117,0,0,3343,0, 20.97575,1,10,438,629
2118,0,0,3343,0, 20.65303,1,10,438,629
2119,0,0,3343,0, 20.76907,1,10,438,629
2120,0,0,3343,0, 21.48185,1,10,438,629
2121,0,0,3343,0, 21.48485,1,10,438,629
2122,0,0,3343,0, 21.32492,1,10,438,629
2123,0,0,3343,0, 20.56079,1,10,438,629
2124,0,0,3343,0, 20.32043,1,10,438,629
2125,0,0,3343,0, 20.67302,1,10,438,629
2126,0,0,3343,0, 21.86281,1,10,438,629
2127,1,0,3344,0, 21.26192,1,10,438,629
2128,0,0,3344,0, 21.372,1,10,438,629
2129,0,0,3344,0, 22.21251,1,10,438,629
2130,0,0,3344,0, 22.54228,1,10,438,629
2131,1,0,3345,0, 22.48109,1,10,438,629
2132,0,0,3345,0, 22.81053,1,10,438,629
2133,0,0,3345,0, 22.93771,1,10,438,629
2134,0,0,3345,0, 21.95368,1,10,438,629
2135,0,0,3345,0, 22.1775,1,10,438,629
2136,0,0,3345,0, 22.30502,1,10,438,629
2137,1,0,3346,0, 22.46087,1,10,438,629
2138,0,0,3346,0, 23.08804,1,10,438,629
2139,0,0,3346,0, 22.75253,1,10,438,629
2140,0,0,3346,0, 22.23849,1,10,438,629
2141,0,0,3346,0, 21.00145,1,10,438,629
2142,0,1,3346,4, 20.94163,1,10,442,629
2143,0,0,3345,0, 20.92222,1,10,442,629
2144,0,0,3345,0, 20.22831,1,10,442,629
2145,0,0,3345,0, 18.78552,1,10,442,629
2146,1,0,3346,0, 19.61749,1,10,442,629
2147,0,0,3346,0, 19.3889,1,10,442,629
2148,0,0,3346,0, 18.77902,1,10,442,629
2149,0,0,3346,0, 19.09306,1,10,442,629
2150,0,0,3346,0, 19.26384,1,10,442,629
2151,0,0,3346,0, 19.43997,1,10,442,629
2152,1,0,3347,0, 18.91321,1,10,442,629
2153,0,0,3347,0, 19.75033,1,10,442,629
2154,0,0,3347,0, 19.75269,1,10,442,629
2155,0,0,3347,0, 19.64993,1,10,442,629
2156,0,0,3347,0, 18.80323,1,10,442,629
2157,0,0,3347,0, 19.76093,1,10,442,629
2158,0,0,3347,0, 19.90442,1,10,442,629
2159,2,0,3349,0, 20.04941,1,10,442,629
2160,0,0,3349,0, 20.46201,1,10,442,629
2161,0,0,3349,0, 20.70537,1,10,442,629
2162,1,0,3350,0, 20.29988,1,10,442,629
2163,2,0,3352,0, 19.84943,1,10,442,629
2164,1,0,3353,0, 20.36075,1,10,442,629
2165,0,0,3353,0, 19.93561,1,10,442,629
2166,0,0,3353,0, 20.20044,1,10,442,629
2167,0,0,3353,0, 21.32669,1,10,442,629
2168,0,1,3353,5, 22.36299,1,10,447,629
2169,0,0,3352,0, 22.67186,1,10,447,629
2170,0,1,3352,1, 23.09996,1,10,448,629
2171,1,0,3352,0, 23.62458,1,10,448,629
2172,0,0,3352,0, 24.18348,1,10,448,629
2173,0,1,3352,3, 24.22342,1,10,451,629
2174,0,0,3351,0, 24.17393,1,10,451,629
2175,1,0,3352,0, 24.3204,1,10,451,629
2176,2,0,3354,0, 23.78247,1,10,451,629
2177,0,0,3354,0, 23.37466,1,10,451,629
2178,0,0,3354,0, 23.61824,1,10,451,629
2179,1,0,3355,0, 23.56865,1,10,451,629
2180,0,2,3355,5, 23.54029,1,10,456,629
2181,0,1,3353,2, 23.44281,1,10,458,629
2182,0,0,3352,0, 23.50566,1,10,458,629
2183,1,0,3353,0, 23.36711,1,10,458,629
2184,0,0,3353,0, 22.51662,1,10,458,629
2185,0,0,3353,0, 21.46586,1,10,458,629
2186,1,0,3354,0, 21.29469,1,10,458,629
2187,0,0,3354,0, 21.80719,1,10,458,629
2188,0,0,3354,0, 21.22417,1,10,458,629
2189,0,0,3354,0, 20.93133,1,10,458,629
2190,0,1,3354,5, 20.48293,1,10,463,629
2191,0,0,3353,0, 20.58138,1,10,463,629
2192,0,0,3353,0, 20.48497,1,10,463,629
2193,1,0,3354,0, 20.52137,1,10,463,629
2194,0,0,3354,0, 20.66284,1,10,463,629
2195,0,0,3354,0, 20.65153,1,10,463,629
2196,0,3,3354,5, 19.99115,1,10,464,633
2197,0,0,3351,0, 20.44538,1,10,464,633
2198,0,0,3351,0, 20.43432,1,10,464,633
2199,4,0,3355,0, 21.31743,1,10,464,633
2200,0,1,3355,5, 21.07227,1,10,464,638
2201,0,0,3354,0, 20.56362,1,10,464,638
2202,0,0,3354,0, 20.91525,1,10,464,638
2203,0,2,3354,2, 20.9594,1,10,464,640
2204,0,0,3352,0, 21.17504,1,10,464,640
2205,0,0,3352,0, 20.85299,1,10,464,640
2206,0,0,3352,0, 21.36096,1,10,464,640
2207,0,0,3352,0, 20.98336,1,10,464,640
2208,0,0,3352,0, 22.24864,1,10,464,640
2209,0,0,3352,0, 22.99364,1,10,464,640
2210,1,0,3353,0, 23.26002,1,10,464,640
2211,0,1,3353,2, 23.53148,1,10,466,640
2212,1,0,3353,0, 24.14432,1,10,466,640
2213,0,0,3353,0, 24.63617,1,10,466,640
2214,0,0,3353,0, 24.36445,1,10,466,640
2215,0,0,3353,0, 24.4046,1,10,466,640
2216,0,0,3353,0, 25.05377,1,10,466,640
2217,0,0,3353,0, 24.1396,1,10,466,640
2218,0,0,3353,0, 23.9221,1,10,466,640
2219,0,0,3353,0, 24.06409,1,10,466,640
2220,1,0,3354,0, 24.3581,1,10,466,640
2221,0,0,3354,0, 24.87763,1,10,466,640
2222,0,0,3354,0, 25.28903,1,10,466,640
2223,0,0,3354,0, 25.35411,1,10,466,640
2224,1,0,3355,0, 25.58961,1,10,466,640
2225,0,0,3355,0, 26.30996,1,10,466,640
2226,2,0,3357,0, 26.38424,1,10,466,640
2227,1,0,3358,0, 26.84369,1,10,466,640
2228,0,0,3358,0, 26.63453,1,10,466,640
2229,0,0,3358,0, 25.87001,1,10,466,640
2230,0,0,3358,0, 25.68051,1,10,466,640
2231,0,0,3358,0, 26.60569,1,10,466,640
2232,0,0,3358,0, 26.14288,1,10,466,640
2233,1,1,3359,3, 26.03153,1,10,469,640
2234,0,0,3358,0, 26.38267,1,10,469,640
2235,0,0,3358,0, 26.49265,1,10,469,640
2236,0,2,3358,3, 26.14355,1,10,469,643
2237,0,0,3356,0, 25.90152,1,10,469,643
2238,0,1,3356,1, 24.43988,1,10,469,644
2239,0,0,3355,0, 24.89709,1,10,469,644
2240,0,0,3355,0, 24.56564,1,10,469,644
2241,0,0,3355,0, 24.64193,1,10,469,644
2242,0,0,3355,0, 23.63044,1,10,469,644
2243,0,0,3355,0, 22.99157,1,10,469,644
2244,1,0,3356,0, 22.38631,1,10,469,644
2245,0,0,3356,0, 23.05902,1,10,469,644
2246,0,0,3356,0, 22.60204,1,10,469,644
2247,0,0,3356,0, 22.68989,1,10,469,644
2248,0,0,3356,0, 22.32063,1,10,469,644
2249,0,0,3356,0, 22.62605,1,10,469,644
2250,0,0,3356,0, 23.11475,1,10,469,644
2251,0,0,3356,0, 22.49811,1,10,469,644
2252,0,0,3356,0, 22.36351,1,10,469,644
2253,0,0,3356,0, 22.1235,1,10,469,644
