Time(s),Households left,People left,Households starting moving,People started moving,Households reached car,People reached car,Total cars activated,Avg. walking dist.
0,58,117,0,0,0,0,0,0
1,58,117,58,117,0,0,0,0
2,58,117,0,0,0,0,0,0
3,58,117,0,0,0,0,0,0
4,58,117,0,0,0,0,0,0
5,58,117,0,0,0,0,0,0
6,58,117,0,0,0,0,0,0
7,58,117,0,0,0,0,0,0
8,58,117,0,0,0,0,0,0
9,58,117,0,0,0,0,0,0
10,58,117,0,0,0,0,0,0
11,58,117,0,0,0,0,0,0
12,58,117,0,0,0,0,0,0
13,58,117,0,0,0,0,0,0
14,58,117,0,0,0,0,0,0
15,58,117,0,0,0,0,0,0
16,58,117,0,0,0,0,0,0
17,58,117,0,0,0,0,0,0
18,58,117,0,0,0,0,0,0
19,58,117,0,0,0,0,0,0
20,58,117,0,0,0,0,0,0
21,58,117,0,0,0,0,0,0
22,58,117,0,0,0,0,0,0
23,58,117,0,0,0,0,0,0
24,58,117,0,0,0,0,0,0
25,58,117,0,0,0,0,0,0
26,58,117,0,0,0,0,0,0
27,58,117,0,0,0,0,0,0
28,58,117,0,0,0,0,0,0
29,58,117,0,0,0,0,0,0
30,58,117,0,0,0,0,0,0
31,58,117,0,0,0,0,0,0
32,58,117,0,0,0,0,0,0
33,58,117,0,0,0,0,0,0
34,58,117,0,0,0,0,0,0
35,54,110,0,0,4,7,5,0
36,52,105,0,0,2,5,8,34.02122
37,48,97,0,0,4,8,12,34.42501
38,48,97,0,0,0,0,12,35.0284
39,44,89,0,0,4,8,16,35.0284
40,44,89,0,0,0,0,16,35.90402
41,42,86,0,0,2,3,18,35.90402
42,41,85,0,0,1,1,19,36.39632
43,38,79,0,0,3,6,23,36.66666
44,36,75,0,0,2,4,25,37.5366
45,33,68,0,0,3,7,29,37.99254
46,33,68,0,0,0,0,29,38.69855
47,32,65,0,0,1,3,30,38.69855
48,31,64,0,0,1,1,31,38.99303
49,30,62,0,0,1,2,33,39.29074
50,30,62,0,0,0,0,33,39.60476
51,30,62,0,0,0,0,33,39.60476
52,29,59,0,0,1,3,34,39.60476
53,29,59,0,0,0,0,34,39.97917
54,28,56,0,0,1,3,35,39.97917
55,27,55,0,0,1,1,36,40.40294
56,26,53,0,0,1,2,37,40.87186
57,25,52,0,0,1,1,38,41.30759
58,24,50,0,0,1,2,40,41.73838
59,22,47,0,0,2,3,43,42.17398
60,22,47,0,0,0,0,43,43.05443
61,21,44,0,0,1,3,45,43.05443
62,21,44,0,0,0,0,45,43.52683
63,21,44,0,0,0,0,45,43.52683
64,21,44,0,0,0,0,45,43.52683
65,21,44,0,0,0,0,45,43.52683
66,21,44,0,0,0,0,45,43.52683
67,19,40,0,0,2,4,47,43.52683
68,18,38,0,0,1,2,48,44.69335
69,18,38,0,0,0,0,48,45.26737
70,17,37,0,0,1,1,49,45.26737
71,17,37,0,0,0,0,49,45.85559
72,17,37,0,0,0,0,49,45.85559
73,17,37,0,0,0,0,49,45.85559
74,17,37,0,0,0,0,49,45.85559
75,17,37,0,0,0,0,49,45.85559
76,17,37,0,0,0,0,49,45.85559
77,16,34,0,0,1,3,50,45.85559
78,15,31,0,0,1,3,51,46.57669
79,15,31,0,0,0,0,51,47.27024
80,15,31,0,0,0,0,51,47.27024
81,15,31,0,0,0,0,51,47.27024
82,15,31,0,0,0,0,51,47.27024
83,15,31,0,0,0,0,51,47.27024
84,14,30,0,0,1,1,52,47.27024
85,14,30,0,0,0,0,52,48.07674
86,14,30,0,0,0,0,52,48.07674
87,14,30,0,0,0,0,52,48.07674
88,14,30,0,0,0,0,52,48.07674
89,14,30,0,0,0,0,52,48.07674
90,13,29,0,0,1,1,53,48.07674
91,13,29,0,0,0,0,53,48.98564
92,13,29,0,0,0,0,53,48.98564
93,12,26,0,0,1,3,54,48.98564
94,12,26,0,0,0,0,54,49.91221
95,11,23,0,0,1,3,55,49.91221
96,11,23,0,0,0,0,55,50.84218
97,11,23,0,0,0,0,55,50.84218
98,11,23,0,0,0,0,55,50.84218
99,8,14,0,0,3,9,58,50.84218
100,8,14,0,0,0,0,58,53.65737
101,8,14,0,0,0,0,58,53.65737
102,8,14,0,0,0,0,58,53.65737
103,8,14,0,0,0,0,58,53.65737
104,8,14,0,0,0,0,58,53.65737
105,6,11,0,0,2,3,60,53.65737
106,5,10,0,0,1,1,61,55.57524
107,4,9,0,0,1,1,62,56.52248
108,4,9,0,0,0,0,62,57.45064
109,3,6,0,0,1,3,63,57.45064
110,2,5,0,0,1,1,64,58.36613
111,0,0,0,0,2,5,66,59.26958
