Time(s),Households left,People left,Households starting moving,People started moving,Households reached car,People reached car,Total cars activated,Avg. walking dist.
0,349,1014,0,0,0,0,0,0
1,349,1014,349,1014,0,0,0,0
2,349,1014,0,0,0,0,0,0
3,349,1014,0,0,0,0,0,0
4,349,1014,0,0,0,0,0,0
5,349,1014,0,0,0,0,0,0
6,349,1014,0,0,0,0,0,0
7,349,1014,0,0,0,0,0,0
8,349,1014,0,0,0,0,0,0
9,349,1014,0,0,0,0,0,0
10,349,1014,0,0,0,0,0,0
11,349,1014,0,0,0,0,0,0
12,349,1014,0,0,0,0,0,0
13,349,1014,0,0,0,0,0,0
14,349,1014,0,0,0,0,0,0
15,349,1014,0,0,0,0,0,0
16,349,1014,0,0,0,0,0,0
17,349,1014,0,0,0,0,0,0
18,349,1014,0,0,0,0,0,0
19,349,1014,0,0,0,0,0,0
20,349,1014,0,0,0,0,0,0
21,349,1014,0,0,0,0,0,0
22,349,1014,0,0,0,0,0,0
23,349,1014,0,0,0,0,0,0
24,349,1014,0,0,0,0,0,0
25,349,1014,0,0,0,0,0,0
26,349,1014,0,0,0,0,0,0
27,349,1014,0,0,0,0,0,0
28,349,1014,0,0,0,0,0,0
29,349,1014,0,0,0,0,0,0
30,349,1014,0,0,0,0,0,0
31,349,1014,0,0,0,0,0,0
32,349,1014,0,0,0,0,0,0
33,349,1014,0,0,0,0,0,0
34,349,1014,0,0,0,0,0,0
35,349,1014,0,0,0,0,0,0
36,349,1014,0,0,0,0,0,0
37,349,1014,0,0,0,0,0,0
38,349,1014,0,0,0,0,0,0
39,349,1014,0,0,0,0,0,0
40,349,1014,0,0,0,0,0,0
41,349,1014,0,0,0,0,0,0
42,349,1014,0,0,0,0,0,0
43,349,1014,0,0,0,0,0,0
44,349,1014,0,0,0,0,0,0
45,349,1014,0,0,0,0,0,0
46,349,1014,0,0,0,0,0,0
47,349,1014,0,0,0,0,0,0
48,349,1014,0,0,0,0,0,0
49,349,1014,0,0,0,0,0,0
50,349,1014,0,0,0,0,0,0
51,349,1014,0,0,0,0,0,0
52,349,1014,0,0,0,0,0,0
53,349,1014,0,0,0,0,0,0
54,349,1014,0,0,0,0,0,0
55,349,1014,0,0,0,0,0,0
56,349,1014,0,0,0,0,0,0
57,349,1014,0,0,0,0,0,0
58,349,1014,0,0,0,0,0,0
59,349,1014,0,0,0,0,0,0
60,349,1014,0,0,0,0,0,0
61,349,1014,0,0,0,0,0,0
62,349,1014,0,0,0,0,0,0
63,349,1014,0,0,0,0,0,0
64,349,1014,0,0,0,0,0,0
65,349,1014,0,0,0,0,0,0
66,349,1014,0,0,0,0,0,0
67,349,1014,0,0,0,0,0,0
68,349,1014,0,0,0,0,0,0
69,349,1014,0,0,0,0,0,0
70,349,1014,0,0,0,0,0,0
71,349,1014,0,0,0,0,0,0
72,349,1014,0,0,0,0,0,0
73,349,1014,0,0,0,0,0,0
74,349,1014,0,0,0,0,0,0
75,349,1014,0,0,0,0,0,0
76,349,1014,0,0,0,0,0,0
77,349,1014,0,0,0,0,0,0
78,349,1014,0,0,0,0,0,0
79,349,1014,0,0,0,0,0,0
80,349,1014,0,0,0,0,0,0
81,349,1014,0,0,0,0,0,0
82,349,1014,0,0,0,0,0,0
83,349,1014,0,0,0,0,0,0
84,349,1014,0,0,0,0,0,0
85,349,1014,0,0,0,0,0,0
86,349,1014,0,0,0,0,0,0
87,349,1014,0,0,0,0,0,0
88,349,1014,0,0,0,0,0,0
89,349,1014,0,0,0,0,0,0
90,349,1014,0,0,0,0,0,0
91,349,1014,0,0,0,0,0,0
92,349,1014,0,0,0,0,0,0
93,349,1014,0,0,0,0,0,0
94,349,1014,0,0,0,0,0,0
95,349,1014,0,0,0,0,0,0
96,349,1014,0,0,0,0,0,0
97,349,1014,0,0,0,0,0,0
98,349,1014,0,0,0,0,0,0
99,349,1014,0,0,0,0,0,0
100,349,1014,0,0,0,0,0,0
101,349,1014,0,0,0,0,0,0
102,349,1014,0,0,0,0,0,0
103,331,965,0,0,18,49,20,0
104,318,926,0,0,13,39,36,102.2717
105,310,909,0,0,8,17,46,102.5073
106,306,898,0,0,4,11,50,102.8182
107,301,885,0,0,5,13,57,102.9807
108,300,880,0,0,1,5,58,103.2839
109,293,862,0,0,7,18,67,103.3617
110,286,834,0,0,7,28,77,103.952
111,282,818,0,0,4,16,83,104.5349
112,279,807,0,0,3,11,86,104.8628
113,276,800,0,0,3,7,89,105.1291
114,273,790,0,0,3,10,94,105.409
115,269,781,0,0,4,9,99,105.707
116,266,772,0,0,3,9,104,106.1204
117,262,761,0,0,4,11,109,106.4534
118,259,755,0,0,3,6,113,106.9026
119,254,735,0,0,5,20,120,107.2459
120,252,729,0,0,2,6,122,107.8275
121,247,719,0,0,5,10,128,108.0649
122,247,719,0,0,0,0,128,108.6522
123,243,712,0,0,4,7,132,108.6522
124,241,708,0,0,2,4,134,109.1541
125,240,706,0,0,1,2,136,109.4025
126,237,700,0,0,3,6,141,109.5356
127,234,692,0,0,3,8,145,109.9425
128,229,685,0,0,5,7,150,110.3518
129,228,680,0,0,1,5,152,111.0476
130,224,665,0,0,4,15,157,111.1906
131,224,665,0,0,0,0,157,111.7561
132,218,652,0,0,6,13,164,111.7561
133,213,633,0,0,5,19,171,112.6336
134,212,629,0,0,1,4,172,113.3533
135,209,622,0,0,3,7,176,113.4912
136,208,619,0,0,1,3,177,113.9278
137,204,608,0,0,4,11,182,114.074
138,203,604,0,0,1,4,183,114.6763
139,202,601,0,0,1,3,184,114.827
140,199,590,0,0,3,11,189,114.9865
141,196,585,0,0,3,5,193,115.4652
142,191,568,0,0,5,17,200,115.9547
143,190,566,0,0,1,2,201,116.7582
144,189,565,0,0,1,1,202,116.9177
145,185,555,0,0,4,10,207,117.0789
146,183,551,0,0,2,4,209,117.737
147,180,542,0,0,3,9,212,118.065
148,179,538,0,0,1,4,213,118.5569
149,178,533,0,0,1,5,215,118.7242
150,176,527,0,0,2,6,219,118.8957
151,174,524,0,0,2,3,221,119.2508
152,172,517,0,0,2,7,223,119.5976
153,171,516,0,0,1,1,224,119.9554
154,170,515,0,0,1,1,225,120.1384
155,169,513,0,0,1,2,226,120.3205
156,169,513,0,0,0,0,226,120.5092
