Time(s),Injected cars,Exiting cars,Current cars in system, Exiting people, Avg. v [km/h], Min. v [km/h], Goal: Node 5, Node 5 flow
0,56,0,56,0, 9.014696,9.014696,402,0.9975125
1,0,0,56,0, 9.014696,9.014696,402,0.9975125
2,0,0,56,0, 9.014696,9.014696,402,0.9975125
3,0,0,56,0, 9.014696,9.014696,402,0.9975125
4,0,0,56,0, 9.014696,9.014696,402,0.9975125
5,0,0,56,0, 9.014696,9.014696,402,0.9975125
6,0,0,56,0, 9.014696,9.014696,402,0.9975125
7,0,0,56,0, 9.014696,9.014696,402,0.9975125
8,0,0,56,0, 9.014696,9.014696,402,0.9975125
9,0,0,56,0, 9.014696,9.014696,402,0.9975125
10,0,0,56,0, 9.014696,9.014696,402,0.9975125
11,0,0,56,0, 9.014696,9.014696,402,0.9975125
12,0,0,56,0, 9.014696,9.014696,402,0.9975125
13,0,0,56,0, 9.014696,9.014696,402,0.9975125
14,0,0,56,0, 9.014696,9.014696,402,0.9975125
15,0,0,56,0, 9.014696,9.014696,402,0.9975125
16,0,0,56,0, 9.014696,9.014696,402,0.9975125
17,0,0,56,0, 9.014696,9.014696,402,0.9975125
18,0,0,56,0, 9.014696,9.014696,402,0.9975125
19,0,0,56,0, 9.014696,9.014696,402,0.9975125
20,0,0,56,0, 9.014696,9.014696,402,0.9975125
21,0,0,56,0, 9.014696,9.014696,402,0.9975125
22,0,0,56,0, 9.014696,9.014696,402,0.9975125
23,0,0,56,0, 9.014696,9.014696,402,0.9975125
24,0,0,56,0, 9.014696,9.014696,402,0.9975125
25,0,0,56,0, 9.014696,9.014696,402,0.9975125
26,0,0,56,0, 9.014696,9.014696,402,0.9975125
27,0,0,56,0, 9.014696,9.014696,402,0.9975125
28,0,0,56,0, 9.014696,9.014696,402,0.9975125
29,0,0,56,0, 9.014696,9.014696,402,0.9975125
30,0,0,56,0, 9.014696,9.014696,402,0.9975125
31,0,0,56,0, 9.014696,9.014696,402,0.9975125
32,0,0,56,0, 9.014696,9.014696,402,0.9975125
33,0,0,56,0, 9.014696,9.014696,402,0.9975125
34,0,0,56,0, 9.014696,9.014696,402,0.9975125
35,0,0,56,0, 9.014696,9.014696,402,0.9975125
36,0,0,56,0, 9.014696,9.014696,402,0.9975125
37,0,0,56,0, 9.014696,9.014696,402,0.9975125
38,0,0,56,0, 9.014696,9.014696,402,0.9975125
39,0,0,56,0, 9.014696,9.014696,402,0.9975125
40,0,0,56,0, 9.014696,9.014696,402,0.9975125
41,0,0,56,0, 9.014696,9.014696,402,0.9975125
42,0,0,56,0, 9.014696,9.014696,402,0.9975125
43,0,0,56,0, 9.014696,9.014696,402,0.9975125
44,0,0,56,0, 9.014696,9.014696,402,0.9975125
45,0,0,56,0, 9.014696,9.014696,402,0.9975125
46,0,0,56,0, 9.014696,9.014696,402,0.9975125
47,0,0,56,0, 9.014696,9.014696,402,0.9975125
48,0,0,56,0, 9.014696,9.014696,402,0.9975125
49,0,0,56,0, 9.014696,9.014696,402,0.9975125
50,0,0,56,0, 9.014696,9.014696,402,0.9975125
51,0,0,56,0, 9.014696,9.014696,402,0.9975125
52,0,0,56,0, 9.014696,9.014696,402,0.9975125
53,0,0,56,0, 9.014696,9.014696,402,0.9975125
54,0,0,56,0, 9.014696,9.014696,402,0.9975125
55,0,0,56,0, 9.014696,9.014696,402,0.9975125
56,0,0,56,0, 9.014696,9.014696,402,0.9975125
57,0,0,56,0, 9.014696,9.014696,402,0.9975125
58,0,0,56,0, 9.014696,9.014696,402,0.9975125
59,0,0,56,0, 9.014696,9.014696,402,0.9975125
60,0,0,56,0, 9.014696,9.014696,402,0.9975125
61,0,0,56,0, 9.014696,9.014696,402,0.9975125
62,0,0,56,0, 9.014696,9.014696,402,0.9975125
63,0,0,56,0, 9.014696,9.014696,402,0.9975125
64,0,0,56,0, 9.014696,9.014696,402,0.9975125
65,0,0,56,0, 9.014696,9.014696,402,0.9975125
66,0,0,56,0, 9.014696,9.014696,402,0.9975125
67,0,0,56,0, 9.014696,9.014696,402,0.9975125
68,0,0,56,0, 9.014696,9.014696,402,0.9975125
69,0,0,56,0, 9.014696,9.014696,402,0.9975125
70,0,0,56,0, 9.014696,9.014696,402,0.9975125
71,0,0,56,0, 9.014696,9.014696,402,0.9975125
72,0,0,56,0, 9.014696,9.014696,402,0.9975125
73,0,0,56,0, 9.014696,9.014696,402,0.9975125
74,0,0,56,0, 9.014696,9.014696,402,0.9975125
75,0,0,56,0, 9.014696,9.014696,402,0.9975125
76,0,0,56,0, 9.014696,9.014696,402,0.9975125
77,0,0,56,0, 9.014696,9.014696,402,0.9975125
78,0,0,56,0, 9.014696,9.014696,402,0.9975125
79,0,0,56,0, 9.014696,9.014696,402,0.9975125
80,0,0,56,0, 9.014696,9.014696,402,0.9975125
81,0,0,56,0, 9.014696,9.014696,402,0.9975125
82,0,0,56,0, 9.014696,9.014696,402,0.9975125
