Time(s),Injected cars,Exiting cars,Current cars in system, Exiting people, Avg. v [km/h], Min. v [km/h], Goal: Node 5, Node 5 flow
0,75,0,75,0, 1.016521,1.016521,870,0.2446509
1,0,0,75,0, 1.016521,1.016521,870,0.2446509
2,0,0,75,0, 1.016521,1.016521,870,0.2446509
3,0,0,75,0, 1.016521,1.016521,870,0.2446509
4,0,0,75,0, 1.016521,1.016521,870,0.2446509
5,0,0,75,0, 1.016521,1.016521,870,0.2446509
6,0,0,75,0, 1.016521,1.016521,870,0.2446509
7,0,0,75,0, 1.016521,1.016521,870,0.2446509
8,0,0,75,0, 1.016521,1.016521,870,0.2446509
9,0,0,75,0, 1.016521,1.016521,870,0.2446509
10,0,0,75,0, 1.016521,1.016521,870,0.2446509
11,0,0,75,0, 1.016521,1.016521,870,0.2446509
12,0,0,75,0, 1.016521,1.016521,870,0.2446509
13,0,0,75,0, 1.016521,1.016521,870,0.2446509
14,0,0,75,0, 1.016521,1.016521,870,0.2446509
15,0,0,75,0, 1.016521,1.016521,870,0.2446509
16,0,0,75,0, 1.016521,1.016521,870,0.2446509
17,0,0,75,0, 1.016521,1.016521,870,0.2446509
18,0,0,75,0, 1.016521,1.016521,870,0.2446509
19,0,0,75,0, 1.016521,1.016521,870,0.2446509
20,0,0,75,0, 1.016521,1.016521,870,0.2446509
21,0,0,75,0, 1.016521,1.016521,870,0.2446509
22,0,0,75,0, 1.016521,1.016521,870,0.2446509
23,0,0,75,0, 1.016521,1.016521,870,0.2446509
24,0,0,75,0, 1.016521,1.016521,870,0.2446509
25,0,0,75,0, 1.016521,1.016521,870,0.2446509
26,0,0,75,0, 1.016521,1.016521,870,0.2446509
27,0,0,75,0, 1.016521,1.016521,870,0.2446509
28,0,0,75,0, 1.016521,1.016521,870,0.2446509
29,0,0,75,0, 1.016521,1.016521,870,0.2446509
30,0,0,75,0, 1.016521,1.016521,870,0.2446509
31,0,0,75,0, 1.016521,1.016521,870,0.2446509
32,0,0,75,0, 1.016521,1.016521,870,0.2446509
33,0,0,75,0, 1.016521,1.016521,870,0.2446509
34,0,0,75,0, 1.016521,1.016521,870,0.2446509
35,0,0,75,0, 1.016521,1.016521,870,0.2446509
36,0,0,75,0, 1.016521,1.016521,870,0.2446509
37,0,0,75,0, 1.016521,1.016521,870,0.2446509
38,0,0,75,0, 1.016521,1.016521,870,0.2446509
39,0,0,75,0, 1.016521,1.016521,870,0.2446509
40,0,0,75,0, 1.016521,1.016521,870,0.2446509
41,0,0,75,0, 1.016521,1.016521,870,0.2446509
42,0,0,75,0, 1.016521,1.016521,870,0.2446509
43,0,0,75,0, 1.016521,1.016521,870,0.2446509
44,0,0,75,0, 1.016521,1.016521,870,0.2446509
45,0,0,75,0, 1.016521,1.016521,870,0.2446509
46,0,0,75,0, 1.016521,1.016521,870,0.2446509
47,0,0,75,0, 1.016521,1.016521,870,0.2446509
48,0,0,75,0, 1.016521,1.016521,870,0.2446509
49,0,0,75,0, 1.016521,1.016521,870,0.2446509
50,0,0,75,0, 1.016521,1.016521,870,0.2446509
51,0,0,75,0, 1.016521,1.016521,870,0.2446509
52,0,0,75,0, 1.016521,1.016521,870,0.2446509
53,0,0,75,0, 1.016521,1.016521,870,0.2446509
54,0,0,75,0, 1.016521,1.016521,870,0.2446509
55,0,0,75,0, 1.016521,1.016521,870,0.2446509
56,0,0,75,0, 1.016521,1.016521,870,0.2446509
57,0,0,75,0, 1.016521,1.016521,870,0.2446509
58,0,0,75,0, 1.016521,1.016521,870,0.2446509
59,0,0,75,0, 1.016521,1.016521,870,0.2446509
60,0,0,75,0, 1.016521,1.016521,870,0.2446509
61,0,0,75,0, 1.016521,1.016521,870,0.2446509
62,0,0,75,0, 1.016521,1.016521,870,0.2446509
63,0,0,75,0, 1.016521,1.016521,870,0.2446509
64,0,0,75,0, 1.016521,1.016521,870,0.2446509
65,0,0,75,0, 1.016521,1.016521,870,0.2446509
66,0,0,75,0, 1.016521,1.016521,870,0.2446509
67,0,0,75,0, 1.016521,1.016521,870,0.2446509
68,0,0,75,0, 1.016521,1.016521,870,0.2446509
69,0,0,75,0, 1.016521,1.016521,870,0.2446509
70,0,0,75,0, 1.016521,1.016521,870,0.2446509
71,0,0,75,0, 1.016521,1.016521,870,0.2446509
72,0,0,75,0, 1.016521,1.016521,870,0.2446509
73,0,0,75,0, 1.016521,1.016521,870,0.2446509
74,0,0,75,0, 1.016521,1.016521,870,0.2446509
75,0,0,75,0, 1.016521,1.016521,870,0.2446509
76,0,0,75,0, 1.016521,1.016521,870,0.2446509
77,0,0,75,0, 1.016521,1.016521,870,0.2446509
78,0,0,75,0, 1.016521,1.016521,870,0.2446509
79,0,0,75,0, 1.016521,1.016521,870,0.2446509
80,0,0,75,0, 1.016521,1.016521,870,0.2446509
81,0,0,75,0, 1.016521,1.016521,870,0.2446509
82,0,0,75,0, 1.016521,1.016521,870,0.2446509
83,0,0,75,0, 1.016521,1.016521,870,0.2446509
84,0,0,75,0, 1.016521,1.016521,870,0.2446509
85,0,0,75,0, 1.016521,1.016521,870,0.2446509
86,0,0,75,0, 1.016521,1.016521,870,0.2446509
87,0,0,75,0, 1.016521,1.016521,870,0.2446509
88,0,0,75,0, 1.016521,1.016521,870,0.2446509
89,0,0,75,0, 1.016521,1.016521,870,0.2446509
90,0,0,75,0, 1.016521,1.016521,870,0.2446509
91,0,0,75,0, 1.016521,1.016521,870,0.2446509
92,0,0,75,0, 1.016521,1.016521,870,0.2446509
93,0,0,75,0, 1.016521,1.016521,870,0.2446509
94,0,0,75,0, 1.016521,1.016521,870,0.2446509
95,0,0,75,0, 1.016521,1.016521,870,0.2446509
96,0,0,75,0, 1.016521,1.016521,870,0.2446509
97,0,0,75,0, 1.016521,1.016521,870,0.2446509
98,0,0,75,0, 1.016521,1.016521,870,0.2446509
99,0,0,75,0, 1.016521,1.016521,870,0.2446509
100,0,0,75,0, 1.016521,1.016521,870,0.2446509
101,0,0,75,0, 1.016521,1.016521,870,0.2446509
102,0,0,75,0, 1.016521,1.016521,870,0.2446509
