Time(s),Households left,People left,Households starting moving,People started moving,Households reached car,People reached car,Total cars activated,Avg. walking dist.
0,1014,1014,0,0,0,0,0,0
1,1014,1014,2,2,0,0,0,0
2,1014,1014,5,5,0,0,0,0
3,1014,1014,3,3,0,0,0,0
4,1014,1014,2,2,0,0,0,0
5,1014,1014,0,0,0,0,0,0
6,1014,1014,2,2,0,0,0,0
7,1014,1014,8,8,0,0,0,0
8,1014,1014,6,6,0,0,0,0
9,1014,1014,6,6,0,0,0,0
10,1014,1014,3,3,0,0,0,0
11,1014,1014,5,5,0,0,0,0
12,1014,1014,2,2,0,0,0,0
13,1014,1014,6,6,0,0,0,0
14,1014,1014,1,1,0,0,0,0
15,1014,1014,6,6,0,0,0,0
16,1014,1014,3,3,0,0,0,0
17,1014,1014,3,3,0,0,0,0
18,1014,1014,7,7,0,0,0,0
19,1014,1014,6,6,0,0,0,0
20,1014,1014,4,4,0,0,0,0
21,1014,1014,3,3,0,0,0,0
22,1014,1014,2,2,0,0,0,0
23,1014,1014,0,0,0,0,0,0
24,1014,1014,4,4,0,0,0,0
25,1014,1014,2,2,0,0,0,0
26,1014,1014,3,3,0,0,0,0
27,1014,1014,6,6,0,0,0,0
28,1014,1014,1,1,0,0,0,0
29,1014,1014,4,4,0,0,0,0
30,1014,1014,3,3,0,0,0,0
31,1014,1014,3,3,0,0,0,0
32,1014,1014,3,3,0,0,0,0
33,1014,1014,5,5,0,0,0,0
34,1014,1014,6,6,0,0,0,0
35,1014,1014,1,1,0,0,0,0
36,1014,1014,6,6,0,0,0,0
37,1013,1013,3,3,1,1,1,0
38,1011,1011,5,5,2,2,3,35.58062
39,1011,1011,4,4,0,0,3,35.68398
40,1010,1010,4,4,1,1,4,35.68398
41,1010,1010,6,6,0,0,4,35.98725
42,1008,1008,3,3,2,2,6,35.98725
43,1006,1006,6,6,2,2,8,36.88269
44,1003,1003,2,2,3,3,11,37.40736
45,1000,1000,5,5,3,3,14,36.66648
46,997,997,3,3,3,3,17,36.64436
47,997,997,2,2,0,0,17,36.93731
48,997,997,2,2,0,0,17,36.93731
49,996,996,5,5,1,1,18,36.93731
50,993,993,3,3,3,3,21,36.8603
51,990,990,4,4,3,3,24,36.91594
52,989,989,4,4,1,1,25,36.89537
53,987,987,6,6,2,2,27,36.90441
54,985,985,1,1,2,2,29,37.53075
55,982,982,1,1,3,3,32,37.57361
56,981,981,2,2,1,1,33,37.30482
57,978,978,3,3,3,3,36,37.69918
58,976,976,1,1,2,2,38,37.79227
59,975,975,3,3,1,1,39,38.00532
60,974,974,1,1,1,1,40,38.01834
61,971,971,3,3,3,3,43,38.16829
62,969,969,3,3,2,2,45,38.32957
63,964,964,3,3,5,5,50,38.97303
64,962,962,3,3,2,2,52,39.09201
65,958,958,6,6,4,4,56,39.42511
66,956,956,5,5,2,2,58,39.57805
67,954,954,4,4,2,2,60,39.98984
68,953,953,3,3,1,1,61,39.90061
69,951,951,5,5,2,2,63,39.8039
70,950,950,3,3,1,1,64,40.24123
71,945,945,5,5,5,5,69,40.54689
72,945,945,2,2,0,0,69,40.94961
73,942,942,3,3,3,3,72,40.94961
74,942,942,7,7,0,0,72,40.85841
75,938,938,1,1,4,4,76,40.85841
76,936,936,5,5,2,2,78,40.9576
77,934,934,5,5,2,2,80,40.8432
78,931,931,4,4,3,3,83,41.20749
79,927,927,5,5,4,4,87,41.25698
80,923,923,3,3,4,4,91,41.49226
81,922,922,2,2,1,1,92,41.67145
82,920,920,7,7,2,2,94,41.7545
83,918,918,5,5,2,2,96,42.1391
84,911,911,7,7,7,7,103,41.98796
85,905,905,6,6,6,6,109,42.21828
86,903,903,6,6,2,2,111,42.98664
87,897,897,0,0,6,6,117,42.83519
88,896,896,5,5,1,1,118,42.98623
89,893,893,4,4,3,3,121,43.00224
90,892,892,2,2,1,1,122,43.31924
91,892,892,4,4,0,0,122,43.39656
92,887,887,2,2,5,5,127,43.39656
93,882,882,1,1,5,5,132,44.05865
94,880,880,3,3,2,2,134,44.14725
95,878,878,3,3,2,2,136,44.02715
96,876,876,3,3,2,2,138,43.93111
97,871,871,4,4,5,5,143,44.34918
98,867,867,4,4,4,4,147,44.54308
99,865,865,3,3,2,2,149,44.40253
100,865,865,4,4,0,0,149,44.42748
101,862,862,3,3,3,3,152,44.42748
102,858,858,5,5,4,4,156,44.23057
103,853,853,2,2,5,5,161,44.69704
104,849,849,0,0,4,4,165,45.19816
105,844,844,4,4,5,5,170,45.58349
106,839,839,1,1,5,5,175,46.29745
107,837,837,3,3,2,2,177,46.72768
108,832,832,5,5,5,5,182,46.60606
109,830,830,3,3,2,2,184,46.6876
110,825,825,1,1,5,5,189,47.16094
111,824,824,2,2,1,1,190,47.73966
112,820,820,5,5,4,4,194,47.86797
113,817,817,5,5,3,3,197,48.32681
114,813,813,4,4,4,4,201,48.27427
115,811,811,2,2,2,2,203,49.07266
116,805,805,3,3,6,6,209,49.00273
117,800,800,3,3,5,5,214,48.86731
118,791,791,3,3,9,9,223,49.3278
119,785,785,4,4,6,6,229,49.28925
120,781,781,4,4,4,4,233,49.75639
121,779,779,3,3,2,2,235,49.76757
122,778,778,1,1,1,1,236,49.77268
123,772,772,4,4,6,6,242,49.71473
124,770,770,3,3,2,2,244,49.98039
125,768,768,1,1,2,2,246,49.90655
126,763,763,6,6,5,5,251,49.87542
127,761,761,7,7,2,2,253,50.03513
128,758,758,5,5,3,3,256,50.0315
129,754,754,4,4,4,4,260,50.15999
130,751,751,4,4,3,3,263,50.23891
131,750,750,2,2,1,1,264,50.38389
132,746,746,1,1,4,4,268,50.32518
133,743,743,2,2,3,3,271,50.6955
134,741,741,3,3,2,2,273,50.67845
135,739,739,3,3,2,2,275,50.86595
136,735,735,6,6,4,4,279,50.96497
137,727,727,4,4,8,8,287,50.94274
138,725,725,5,5,2,2,289,51.38534
139,721,721,3,3,4,4,293,51.43681
140,717,717,3,3,4,4,297,51.79739
141,715,715,4,4,2,2,299,51.93164
142,710,710,6,6,5,5,304,52.1487
143,709,709,1,1,1,1,305,52.19024
144,703,703,4,4,6,6,311,52.17416
145,701,701,7,7,2,2,313,52.30344
146,697,697,0,0,4,4,317,52.27031
147,696,696,2,2,1,1,318,52.38297
148,692,692,4,4,4,4,322,52.34732
149,689,689,2,2,3,3,325,52.52901
150,685,685,2,2,4,4,329,52.94736
151,685,685,2,2,0,0,329,52.90307
152,682,682,1,1,3,3,332,52.90307
153,679,679,2,2,3,3,335,52.85181
154,675,675,4,4,4,4,339,52.8342
155,669,669,5,5,6,6,345,52.85732
156,669,669,2,2,0,0,345,52.79631
157,666,666,1,1,3,3,348,52.79631
158,664,664,4,4,2,2,350,52.88018
159,662,662,4,4,2,2,352,52.96792
160,659,659,2,2,3,3,355,52.98943
161,656,656,5,5,3,3,358,53.07881
162,650,650,4,4,6,6,364,53.14244
163,647,647,4,4,3,3,367,53.15615
164,642,642,2,2,5,5,372,53.2434
165,640,640,3,3,2,2,374,53.29024
166,639,639,5,5,1,1,375,53.28769
167,634,634,6,6,5,5,380,53.28896
168,631,631,5,5,3,3,383,53.30213
169,629,629,4,4,2,2,385,53.26028
170,623,623,2,2,6,6,391,53.23959
171,616,616,5,5,7,7,398,53.41548
172,614,614,9,9,2,2,400,53.66478
173,610,610,2,2,4,4,404,53.80068
174,607,607,6,6,3,3,407,54.0931
175,604,604,3,3,3,3,410,54.0257
176,601,601,3,3,3,3,413,54.07969
177,595,595,0,0,6,6,419,54.18382
178,592,592,3,3,3,3,422,54.26986
179,590,590,3,3,2,2,424,54.15129
180,586,586,2,2,4,4,428,54.1175
181,581,581,0,0,5,5,433,54.11335
182,578,578,2,2,3,3,436,54.11276
183,574,574,5,5,4,4,440,54.10805
184,572,572,2,2,2,2,442,54.31419
185,569,569,4,4,3,3,445,54.29289
186,566,566,2,2,3,3,448,54.25805
187,562,562,6,6,4,4,452,54.14943
188,558,558,4,4,4,4,456,54.26218
189,554,554,1,1,4,4,460,54.54134
190,550,550,3,3,4,4,464,54.61425
191,549,549,4,4,1,1,465,54.8782
192,542,542,7,7,7,7,472,54.89872
193,541,541,0,0,1,1,473,55.01797
194,538,538,4,4,3,3,476,55.07176
195,532,532,1,1,6,6,482,55.08315
196,529,529,1,1,3,3,485,55.06074
197,526,526,5,5,3,3,488,55.06682
198,524,524,2,2,2,2,490,55.25864
199,522,522,4,4,2,2,492,55.20181
200,520,520,2,2,2,2,494,55.29664
201,518,518,1,1,2,2,496,55.41826
202,515,515,0,0,3,3,499,55.52246
203,511,511,4,4,4,4,503,55.48338
204,506,506,4,4,5,5,508,55.34438
205,501,501,2,2,5,5,513,55.22406
206,499,499,5,5,2,2,515,55.20178
207,498,498,3,3,1,1,516,55.12493
208,496,496,5,5,2,2,518,55.08506
209,494,494,2,2,2,2,520,55.01181
210,489,489,2,2,5,5,525,55.00386
211,487,487,1,1,2,2,527,55.09365
212,487,487,2,2,0,0,527,55.02443
213,481,481,2,2,6,6,533,55.02443
214,477,477,3,3,4,4,537,54.94022
215,474,474,5,5,3,3,540,55.0946
216,472,472,6,6,2,2,542,55.10424
217,470,470,2,2,2,2,544,55.11237
218,465,465,2,2,5,5,549,55.17803
219,463,463,4,4,2,2,551,55.4495
220,459,459,5,5,4,4,555,55.48816
221,453,453,1,1,6,6,561,55.37326
222,450,450,2,2,3,3,564,55.32468
223,445,445,4,4,5,5,569,55.36324
224,439,439,1,1,6,6,575,55.53843
225,436,436,4,4,3,3,578,55.67443
226,431,431,7,7,5,5,583,55.69308
227,426,426,5,5,5,5,588,55.73328
228,424,424,7,7,2,2,590,56.0375
229,423,423,2,2,1,1,591,56.02916
230,422,422,5,5,1,1,592,55.992
231,416,416,1,1,6,6,598,56.06864
232,414,414,4,4,2,2,600,56.04358
233,411,411,4,4,3,3,603,56.18897
234,410,410,2,2,1,1,604,56.26408
235,408,408,5,5,2,2,606,56.28848
236,404,404,5,5,4,4,610,56.31592
237,398,398,1,1,6,6,616,56.25357
238,394,394,3,3,4,4,620,56.35392
239,390,390,2,2,4,4,624,56.31049
240,385,385,2,2,5,5,629,56.29126
241,380,380,5,5,5,5,634,56.181
242,375,375,2,2,5,5,639,56.19766
243,371,371,2,2,4,4,643,56.18829
244,367,367,4,4,4,4,647,56.18133
245,365,365,7,7,2,2,649,56.27987
246,362,362,5,5,3,3,652,56.3218
247,359,359,4,4,3,3,655,56.23876
248,355,355,2,2,4,4,659,56.36464
249,354,354,4,4,1,1,660,56.49274
250,354,354,2,2,0,0,660,56.47701
251,350,350,3,3,4,4,664,56.47701
252,350,350,3,3,0,0,664,56.50364
253,349,349,5,5,1,1,665,56.50364
254,343,343,3,3,6,6,671,56.47061
255,340,340,3,3,3,3,674,56.50284
256,336,336,5,5,4,4,678,56.54317
257,333,333,1,1,3,3,681,56.541
258,331,331,4,4,2,2,683,56.56121
259,330,330,3,3,1,1,684,56.58489
260,327,327,5,5,3,3,687,56.55899
261,325,325,1,1,2,2,689,56.61063
262,321,321,1,1,4,4,693,56.54895
263,320,320,5,5,1,1,694,56.60887
264,313,313,1,1,7,7,701,56.57726
265,311,311,1,1,2,2,703,56.77351
266,305,305,4,4,6,6,709,56.78011
267,302,302,7,7,3,3,712,56.77637
268,299,299,5,5,3,3,715,56.90997
269,297,297,2,2,2,2,717,56.84875
270,294,294,3,3,3,3,720,56.80756
271,289,289,2,2,5,5,725,56.91496
272,286,286,4,4,3,3,728,56.89371
273,282,282,1,1,4,4,732,56.97866
274,275,275,2,2,7,7,739,56.9173
275,272,272,5,5,3,3,742,56.9351
276,266,266,3,3,6,6,748,56.87795
277,264,264,3,3,2,2,750,56.75338
278,260,260,1,1,4,4,754,56.77473
279,257,257,7,7,3,3,757,56.85808
280,252,252,7,7,5,5,762,56.88536
281,249,249,5,5,3,3,765,56.81659
282,244,244,2,2,5,5,770,56.85917
283,241,241,4,4,3,3,773,56.7968
284,240,240,2,2,1,1,774,56.72252
285,239,239,4,4,1,1,775,56.70021
286,234,234,3,3,5,5,780,56.75416
287,232,232,4,4,2,2,782,56.83405
288,230,230,0,0,2,2,784,56.82635
289,225,225,2,2,5,5,789,56.84194
290,224,224,1,1,1,1,790,56.78362
291,220,220,4,4,4,4,794,56.75889
292,218,218,2,2,2,2,796,56.7412
293,215,215,4,4,3,3,799,56.7977
294,210,210,2,2,5,5,804,56.73364
295,206,206,6,6,4,4,808,56.80421
296,201,201,2,2,5,5,813,56.7887
297,198,198,2,2,3,3,816,56.7736
298,195,195,1,1,3,3,819,56.78608
299,193,193,7,7,2,2,821,56.78718
300,191,191,3,3,2,2,823,56.83078
301,190,190,0,0,1,1,824,56.81745
302,187,187,0,0,3,3,827,56.82615
303,178,178,0,0,9,9,836,56.8337
304,177,177,0,0,1,1,837,56.85777
305,172,172,0,0,5,5,842,56.83856
306,166,166,0,0,6,6,848,56.90612
307,164,164,0,0,2,2,850,57.00027
308,160,160,0,0,4,4,854,56.99789
309,157,157,0,0,3,3,857,56.96013
310,154,154,0,0,3,3,860,56.97066
311,151,151,0,0,3,3,863,57.0217
312,146,146,0,0,5,5,868,56.95482
313,143,143,0,0,3,3,871,56.94041
314,137,137,0,0,6,6,877,56.97031
315,132,132,0,0,5,5,882,56.97045
316,130,130,0,0,2,2,884,56.97498
317,126,126,0,0,4,4,888,56.96566
318,124,124,0,0,2,2,890,57.0475
319,122,122,0,0,2,2,892,57.12053
320,114,114,0,0,8,8,900,57.19488
321,113,113,0,0,1,1,901,57.20397
322,111,111,0,0,2,2,903,57.18753
323,110,110,0,0,1,1,904,57.21239
324,104,104,0,0,6,6,910,57.19345
325,101,101,0,0,3,3,913,57.17885
326,101,101,0,0,0,0,913,57.22344
327,98,98,0,0,3,3,916,57.22344
328,94,94,0,0,4,4,920,57.15928
329,90,90,0,0,4,4,924,57.20081
330,89,89,0,0,1,1,925,57.18515
331,88,88,0,0,1,1,926,57.17069
332,88,88,0,0,0,0,926,57.14861
333,85,85,0,0,3,3,929,57.14861
334,82,82,0,0,3,3,932,57.10899
335,79,79,0,0,3,3,935,57.06276
336,77,77,0,0,2,2,937,57.08837
337,77,77,0,0,0,0,937,57.09271
338,75,75,0,0,2,2,939,57.09271
339,72,72,0,0,3,3,942,57.12068
340,68,68,0,0,4,4,946,57.08944
341,65,65,0,0,3,3,949,57.15132
342,63,63,0,0,2,2,951,57.20389
343,59,59,0,0,4,4,955,57.24209
344,57,57,0,0,2,2,957,57.31195
345,57,57,0,0,0,0,957,57.28425
346,56,56,0,0,1,1,958,57.28425
347,56,56,0,0,0,0,958,57.28128
348,53,53,0,0,3,3,961,57.28128
349,52,52,0,0,1,1,962,57.36386
350,50,50,0,0,2,2,964,57.39008
351,46,46,0,0,4,4,968,57.46636
352,46,46,0,0,0,0,968,57.54613
353,45,45,0,0,1,1,969,57.54613
354,45,45,0,0,0,0,969,57.54743
355,42,42,0,0,3,3,972,57.54743
356,39,39,0,0,3,3,975,57.64404
357,39,39,0,0,0,0,975,57.71
358,39,39,0,0,0,0,975,57.71
359,36,36,0,0,3,3,978,57.71
360,36,36,0,0,0,0,978,57.81717
361,35,35,0,0,1,1,979,57.81717
362,34,34,0,0,1,1,980,57.8243
363,32,32,0,0,2,2,982,57.82798
364,32,32,0,0,0,0,982,57.88812
365,31,31,0,0,1,1,983,57.88812
366,30,30,0,0,1,1,984,57.89604
367,29,29,0,0,1,1,985,57.90545
368,27,27,0,0,2,2,987,57.9201
369,24,24,0,0,3,3,990,57.96147
370,20,20,0,0,4,4,994,58.05267
371,19,19,0,0,1,1,995,58.14587
372,17,17,0,0,2,2,997,58.18009
373,14,14,0,0,3,3,1000,58.25681
374,14,14,0,0,0,0,1000,58.35557
375,12,12,0,0,2,2,1002,58.35557
376,10,10,0,0,2,2,1004,58.44456
377,9,9,0,0,1,1,1005,58.52969
378,6,6,0,0,3,3,1008,58.57266
379,6,6,0,0,0,0,1008,58.68919
380,6,6,0,0,0,0,1008,58.68919
381,6,6,0,0,0,0,1008,58.68919
382,6,6,0,0,0,0,1008,58.68919
383,6,6,0,0,0,0,1008,58.68919
384,6,6,0,0,0,0,1008,58.68919
385,6,6,0,0,0,0,1008,58.68919
386,6,6,0,0,0,0,1008,58.68919
387,5,5,0,0,1,1,1009,58.68919
388,4,4,0,0,1,1,1010,58.72652
389,3,3,0,0,1,1,1011,58.77028
390,3,3,0,0,0,0,1011,58.80436
391,3,3,0,0,0,0,1011,58.80436
392,3,3,0,0,0,0,1011,58.80436
393,2,2,0,0,1,1,1012,58.80436
394,2,2,0,0,0,0,1012,58.84731
395,2,2,0,0,0,0,1012,58.84731
396,2,2,0,0,0,0,1012,58.84731
397,1,1,0,0,1,1,1013,58.84731
398,1,1,0,0,0,0,1013,58.8912
399,1,1,0,0,0,0,1013,58.8912
400,0,0,0,0,1,1,1014,58.8912
