Time(s),Injected cars,Exiting cars,Current cars in system, Exiting people, Avg. v [km/h], Min. v [km/h], Goal: Node 5, Node 5 flow
0,75,0,75,0, 1.035409,1.035409,645,0.1874272
1,0,0,75,0, 1.035409,1.035409,645,0.1874272
2,0,0,75,0, 1.035409,1.035409,645,0.1874272
3,0,0,75,0, 1.035409,1.035409,645,0.1874272
4,0,0,75,0, 1.035409,1.035409,645,0.1874272
5,0,0,75,0, 1.035409,1.035409,645,0.1874272
6,0,0,75,0, 1.035409,1.035409,645,0.1874272
7,0,0,75,0, 1.035409,1.035409,645,0.1874272
8,0,0,75,0, 1.035409,1.035409,645,0.1874272
9,0,0,75,0, 1.035409,1.035409,645,0.1874272
10,0,0,75,0, 1.035409,1.035409,645,0.1874272
11,0,0,75,0, 1.035409,1.035409,645,0.1874272
12,0,0,75,0, 1.035409,1.035409,645,0.1874272
13,0,0,75,0, 1.035409,1.035409,645,0.1874272
14,0,0,75,0, 1.035409,1.035409,645,0.1874272
15,0,0,75,0, 1.035409,1.035409,645,0.1874272
16,0,0,75,0, 1.035409,1.035409,645,0.1874272
17,0,0,75,0, 1.035409,1.035409,645,0.1874272
18,0,0,75,0, 1.035409,1.035409,645,0.1874272
19,0,0,75,0, 1.035409,1.035409,645,0.1874272
20,0,0,75,0, 1.035409,1.035409,645,0.1874272
21,0,0,75,0, 1.035409,1.035409,645,0.1874272
22,0,0,75,0, 1.035409,1.035409,645,0.1874272
23,0,0,75,0, 1.035409,1.035409,645,0.1874272
24,0,0,75,0, 1.035409,1.035409,645,0.1874272
25,0,0,75,0, 1.035409,1.035409,645,0.1874272
26,0,0,75,0, 1.035409,1.035409,645,0.1874272
27,0,0,75,0, 1.035409,1.035409,645,0.1874272
28,0,0,75,0, 1.035409,1.035409,645,0.1874272
29,0,0,75,0, 1.035409,1.035409,645,0.1874272
30,0,0,75,0, 1.035409,1.035409,645,0.1874272
31,0,0,75,0, 1.035409,1.035409,645,0.1874272
32,0,0,75,0, 1.035409,1.035409,645,0.1874272
33,0,0,75,0, 1.035409,1.035409,645,0.1874272
34,0,0,75,0, 1.035409,1.035409,645,0.1874272
35,0,0,75,0, 1.035409,1.035409,645,0.1874272
36,0,0,75,0, 1.035409,1.035409,645,0.1874272
37,0,0,75,0, 1.035409,1.035409,645,0.1874272
38,0,0,75,0, 1.035409,1.035409,645,0.1874272
39,0,0,75,0, 1.035409,1.035409,645,0.1874272
40,0,0,75,0, 1.035409,1.035409,645,0.1874272
41,0,0,75,0, 1.035409,1.035409,645,0.1874272
42,0,0,75,0, 1.035409,1.035409,645,0.1874272
43,0,0,75,0, 1.035409,1.035409,645,0.1874272
44,0,0,75,0, 1.035409,1.035409,645,0.1874272
45,0,0,75,0, 1.035409,1.035409,645,0.1874272
46,0,0,75,0, 1.035409,1.035409,645,0.1874272
47,0,0,75,0, 1.035409,1.035409,645,0.1874272
48,0,0,75,0, 1.035409,1.035409,645,0.1874272
49,0,0,75,0, 1.035409,1.035409,645,0.1874272
50,0,0,75,0, 1.035409,1.035409,645,0.1874272
51,0,0,75,0, 1.035409,1.035409,645,0.1874272
52,0,0,75,0, 1.035409,1.035409,645,0.1874272
53,0,0,75,0, 1.035409,1.035409,645,0.1874272
54,0,0,75,0, 1.035409,1.035409,645,0.1874272
55,0,0,75,0, 1.035409,1.035409,645,0.1874272
56,0,0,75,0, 1.035409,1.035409,645,0.1874272
57,0,0,75,0, 1.035409,1.035409,645,0.1874272
58,0,0,75,0, 1.035409,1.035409,645,0.1874272
59,0,0,75,0, 1.035409,1.035409,645,0.1874272
60,0,0,75,0, 1.035409,1.035409,645,0.1874272
61,0,0,75,0, 1.035409,1.035409,645,0.1874272
62,0,0,75,0, 1.035409,1.035409,645,0.1874272
63,0,0,75,0, 1.035409,1.035409,645,0.1874272
64,0,0,75,0, 1.035409,1.035409,645,0.1874272
65,0,0,75,0, 1.035409,1.035409,645,0.1874272
66,0,0,75,0, 1.035409,1.035409,645,0.1874272
67,0,0,75,0, 1.035409,1.035409,645,0.1874272
68,0,0,75,0, 1.035409,1.035409,645,0.1874272
69,0,0,75,0, 1.035409,1.035409,645,0.1874272
70,0,0,75,0, 1.035409,1.035409,645,0.1874272
71,0,0,75,0, 1.035409,1.035409,645,0.1874272
72,0,0,75,0, 1.035409,1.035409,645,0.1874272
73,0,0,75,0, 1.035409,1.035409,645,0.1874272
74,0,0,75,0, 1.035409,1.035409,645,0.1874272
75,0,0,75,0, 1.035409,1.035409,645,0.1874272
76,0,0,75,0, 1.035409,1.035409,645,0.1874272
77,0,0,75,0, 1.035409,1.035409,645,0.1874272
78,0,0,75,0, 1.035409,1.035409,645,0.1874272
79,0,0,75,0, 1.035409,1.035409,645,0.1874272
80,0,0,75,0, 1.035409,1.035409,645,0.1874272
81,0,0,75,0, 1.035409,1.035409,645,0.1874272
82,0,0,75,0, 1.035409,1.035409,645,0.1874272
83,0,0,75,0, 1.035409,1.035409,645,0.1874272
84,0,0,75,0, 1.035409,1.035409,645,0.1874272
85,0,0,75,0, 1.035409,1.035409,645,0.1874272
86,0,0,75,0, 1.035409,1.035409,645,0.1874272
87,0,0,75,0, 1.035409,1.035409,645,0.1874272
88,0,0,75,0, 1.035409,1.035409,645,0.1874272
89,0,0,75,0, 1.035409,1.035409,645,0.1874272
90,0,0,75,0, 1.035409,1.035409,645,0.1874272
91,0,0,75,0, 1.035409,1.035409,645,0.1874272
92,0,0,75,0, 1.035409,1.035409,645,0.1874272
93,0,0,75,0, 1.035409,1.035409,645,0.1874272
94,0,0,75,0, 1.035409,1.035409,645,0.1874272
95,0,0,75,0, 1.035409,1.035409,645,0.1874272
96,0,0,75,0, 1.035409,1.035409,645,0.1874272
97,0,0,75,0, 1.035409,1.035409,645,0.1874272
98,0,0,75,0, 1.035409,1.035409,645,0.1874272
99,0,0,75,0, 1.035409,1.035409,645,0.1874272
