Time(s),Total cars injected, Total cars arrived,Current cars in system, Exiting people,Total Sumo cars injected,Total Sumo cars arrived
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,1,0,1,0,0,0
49,1,0,1,0,0,0
50,1,0,1,0,0,0
51,1,0,1,0,0,0
52,1,0,1,0,0,0
53,1,0,1,0,0,0
54,2,0,2,0,0,0
55,2,0,2,0,0,0
56,2,0,2,0,0,0
57,2,0,2,0,0,0
58,2,0,2,0,0,0
59,2,0,2,0,0,0
60,2,0,2,0,0,0
61,3,0,3,0,0,0
62,3,0,3,0,0,0
63,3,0,3,0,0,0
64,3,0,3,0,0,0
65,3,0,3,0,0,0
66,3,0,3,0,0,0
67,3,0,3,0,0,0
68,3,0,3,0,0,0
69,3,0,3,0,0,0
70,3,0,3,0,0,0
71,3,0,3,0,0,0
72,3,0,3,0,0,0
73,3,0,3,0,0,0
74,3,0,3,0,0,0
75,3,0,3,0,0,0
76,3,0,3,0,0,0
77,3,0,3,0,0,0
78,3,0,3,0,0,0
79,3,0,3,0,0,0
80,3,0,3,0,0,0
81,3,0,3,0,0,0
82,3,0,3,0,0,0
83,3,0,3,0,0,0
84,3,0,3,0,0,0
85,4,0,4,0,0,0
86,4,0,4,0,0,0
87,4,0,4,0,0,0
88,4,0,4,0,0,0
89,4,0,4,0,0,0
90,4,0,4,0,0,0
91,4,0,4,0,0,0
92,4,0,4,0,0,0
93,4,0,4,0,0,0
94,4,0,4,0,0,0
95,4,0,4,0,0,0
96,4,0,4,0,0,0
97,4,0,4,0,0,0
98,4,0,4,0,0,0
99,4,0,4,0,0,0
100,4,0,4,0,0,0
101,4,0,4,0,0,0
102,4,0,4,0,0,0
103,4,0,4,0,0,0
104,4,0,4,0,0,0
105,4,0,4,0,0,0
106,5,0,5,0,0,0
107,5,0,5,0,0,0
108,5,0,5,0,0,0
109,5,0,5,0,0,0
110,5,0,5,0,0,0
111,5,0,5,0,0,0
112,5,0,5,0,0,0
113,5,0,5,0,0,0
114,5,0,5,0,0,0
115,5,0,5,0,0,0
116,6,0,6,0,0,0
117,6,0,6,0,0,0
118,6,0,6,0,0,0
119,6,0,6,0,0,0
120,6,0,6,0,0,0
121,6,0,6,0,0,0
122,6,0,6,0,0,0
123,6,0,6,0,0,0
124,6,0,6,0,0,0
125,7,0,7,0,0,0
126,7,0,7,0,0,0
127,8,0,8,0,0,0
128,8,0,8,0,0,0
129,9,0,9,0,0,0
130,9,0,9,0,0,0
131,9,0,9,0,0,0
132,9,0,9,0,0,0
133,9,0,9,0,0,0
134,9,0,9,0,0,0
135,9,0,9,0,0,0
136,9,0,9,0,0,0
137,9,0,9,0,0,0
138,9,0,9,0,0,0
139,9,0,9,0,0,0
140,9,0,9,0,0,0
141,9,0,9,0,0,0
142,9,0,9,0,0,0
143,9,0,9,0,0,0
144,9,0,9,0,0,0
145,10,0,10,0,0,0
146,10,0,10,0,0,0
147,11,0,11,0,0,0
148,12,0,12,0,0,0
149,12,0,12,0,0,0
150,12,0,12,0,0,0
151,12,0,12,0,0,0
152,12,0,12,0,0,0
153,12,0,12,0,0,0
154,13,0,13,0,0,0
155,13,0,13,0,0,0
156,13,0,13,0,0,0
157,13,0,13,0,0,0
158,13,0,13,0,0,0
159,13,0,13,0,0,0
160,13,0,13,0,0,0
161,13,0,13,0,0,0
162,13,0,13,0,0,0
163,13,0,13,0,0,0
164,13,0,13,0,0,0
165,13,0,13,0,0,0
166,13,0,13,0,0,0
167,13,0,13,0,0,0
168,13,0,13,0,0,0
169,13,0,13,0,0,0
170,13,0,13,0,0,0
171,13,0,13,0,0,0
172,13,0,13,0,0,0
173,13,0,13,0,0,0
174,13,0,13,0,0,0
175,13,0,13,0,0,0
176,13,0,13,0,0,0
177,13,0,13,0,0,0
178,14,0,14,0,0,0
179,14,0,14,0,0,0
180,14,0,14,0,0,0
181,14,0,14,0,0,0
182,14,0,14,0,0,0
183,14,0,14,0,0,0
184,14,0,14,0,0,0
185,14,0,14,0,0,0
186,14,0,14,0,0,0
187,14,0,14,0,0,0
188,14,0,14,0,0,0
189,14,0,14,0,0,0
190,14,0,14,0,0,0
191,14,0,14,0,0,0
192,14,0,14,0,0,0
193,14,0,14,0,0,0
194,15,0,15,0,0,0
195,15,0,15,0,0,0
196,15,0,15,0,0,0
197,15,0,15,0,0,0
198,15,0,15,0,0,0
199,15,0,15,0,0,0
200,15,0,15,0,0,0
201,16,0,16,0,0,0
202,16,0,16,0,0,0
203,16,0,16,0,0,0
204,16,0,16,0,0,0
205,16,0,16,0,0,0
206,16,0,16,0,0,0
207,16,0,16,0,0,0
208,16,0,16,0,0,0
209,17,0,17,0,0,0
210,17,0,17,0,0,0
211,17,0,17,0,0,0
212,17,0,17,0,0,0
213,17,0,17,0,0,0
214,17,0,17,0,0,0
215,17,0,17,0,0,0
216,17,0,17,0,0,0
217,17,0,17,0,0,0
218,17,0,17,0,0,0
219,17,0,17,0,0,0
220,17,0,17,0,0,0
221,17,0,17,0,0,0
222,17,0,17,0,0,0
223,17,0,17,0,0,0
224,17,0,17,0,0,0
225,17,0,17,0,0,0
226,17,0,17,0,0,0
227,17,0,17,0,0,0
228,17,0,17,0,0,0
229,17,0,17,0,0,0
230,17,0,17,0,0,0
231,17,0,17,0,0,0
232,17,0,17,0,0,0
233,18,0,18,0,0,0
234,18,0,18,0,0,0
235,18,0,18,0,0,0
236,18,0,18,0,0,0
237,18,0,18,0,0,0
238,18,0,18,0,0,0
239,18,0,18,0,0,0
240,18,0,18,0,0,0
241,18,0,18,0,0,0
242,18,0,18,0,0,0
243,18,0,18,0,0,0
244,18,0,18,0,0,0
245,18,0,18,0,0,0
246,18,0,18,0,0,0
247,18,0,18,0,0,0
248,18,0,18,0,0,0
249,19,0,19,0,0,0
250,20,0,20,0,0,0
251,20,0,20,0,0,0
252,20,0,20,0,0,0
253,20,0,20,0,0,0
254,20,0,20,0,0,0
255,20,0,20,0,0,0
256,21,0,21,0,0,0
257,21,0,21,0,0,0
258,21,0,21,0,0,0
259,21,0,21,0,0,0
260,21,0,21,0,0,0
261,21,0,21,0,0,0
262,21,0,21,0,0,0
263,21,0,21,0,0,0
264,21,0,21,0,0,0
265,21,0,21,0,0,0
266,21,0,21,0,0,0
267,21,0,21,0,0,0
268,21,0,21,0,0,0
269,22,0,22,0,0,0
270,24,0,23,0,0,0
271,24,0,23,0,0,0
272,24,0,23,0,0,0
273,24,0,23,0,0,0
274,24,0,23,0,0,0
275,24,0,23,0,0,0
276,24,0,23,0,0,0
277,24,0,24,0,0,0
278,24,0,24,0,0,0
279,24,0,24,0,0,0
280,24,0,24,0,0,0
281,24,0,24,0,0,0
282,24,0,24,0,0,0
283,24,0,24,0,0,0
284,24,0,24,0,0,0
285,25,0,25,0,0,0
286,25,0,25,0,0,0
287,25,0,25,0,0,0
288,25,0,25,0,0,0
289,25,0,25,0,0,0
290,25,0,25,0,0,0
291,25,0,25,0,0,0
292,25,0,25,0,0,0
293,25,0,25,0,0,0
294,25,0,25,0,0,0
295,25,0,25,0,0,0
296,25,0,25,0,0,0
297,25,0,25,0,0,0
298,25,0,25,0,0,0
299,25,0,25,0,0,0
300,25,0,25,0,0,0
301,25,0,25,0,0,0
302,25,0,25,0,0,0
303,25,0,25,0,0,0
304,25,0,25,0,0,0
305,25,0,25,0,0,0
306,25,0,25,0,0,0
307,25,0,25,0,0,0
308,25,0,25,0,0,0
309,25,0,25,0,0,0
310,25,0,25,0,0,0
311,25,0,25,0,0,0
312,25,0,25,0,0,0
313,25,0,25,0,0,0
314,25,0,25,0,0,0
315,25,0,25,0,0,0
316,25,0,25,0,0,0
317,26,0,26,0,0,0
318,26,0,26,0,0,0
319,26,0,26,0,0,0
320,26,0,26,0,0,0
321,27,0,27,0,0,0
322,27,0,27,0,0,0
323,28,0,28,0,0,0
324,29,0,29,0,0,0
325,29,0,29,0,0,0
326,30,0,30,0,0,0
327,30,0,30,0,0,0
328,30,0,30,0,0,0
329,30,0,30,0,0,0
330,30,0,30,0,0,0
331,30,0,30,0,0,0
332,30,0,30,0,0,0
333,30,0,30,0,0,0
334,31,0,31,0,0,0
335,31,0,31,0,0,0
336,31,0,31,0,0,0
337,33,0,33,0,0,0
338,33,0,33,0,0,0
339,33,0,33,0,0,0
340,33,0,33,0,0,0
341,33,0,33,0,0,0
342,33,0,33,0,0,0
343,33,0,33,0,0,0
344,34,0,34,0,0,0
345,34,0,34,0,0,0
346,34,0,34,0,0,0
347,34,0,34,0,0,0
348,34,0,34,0,0,0
349,34,0,34,0,0,0
350,34,0,34,0,0,0
351,34,0,34,0,0,0
352,35,0,35,0,0,0
353,35,0,35,0,0,0
354,35,0,35,0,0,0
355,35,0,35,0,0,0
356,36,0,36,0,0,0
357,36,0,36,0,0,0
358,36,0,36,0,0,0
359,37,0,37,0,0,0
360,38,0,38,0,0,0
361,40,0,40,0,0,0
362,41,0,41,0,0,0
363,41,0,41,0,0,0
364,41,0,41,0,0,0
365,41,0,41,0,0,0
366,41,0,41,0,0,0
367,43,0,43,0,0,0
368,43,0,43,0,0,0
369,43,0,43,0,0,0
370,43,0,43,0,0,0
371,44,0,44,0,0,0
372,45,0,44,0,0,0
373,46,0,46,0,0,0
374,46,0,46,0,0,0
375,46,0,46,0,0,0
376,47,0,46,0,0,0
377,48,0,47,0,0,0
378,48,0,47,0,0,0
379,48,0,47,0,0,0
380,49,0,49,0,0,0
381,49,0,49,0,0,0
382,49,0,49,0,0,0
383,50,0,50,0,0,0
384,50,0,50,0,0,0
385,51,0,51,0,0,0
386,53,0,53,0,0,0
387,54,0,54,0,0,0
388,56,0,56,0,0,0
389,56,0,56,0,0,0
390,57,0,57,0,0,0
391,57,0,57,0,0,0
392,58,0,58,0,0,0
393,59,0,59,0,0,0
394,59,0,59,0,0,0
395,59,0,59,0,0,0
396,60,0,60,0,0,0
397,60,0,60,0,0,0
398,60,0,60,0,0,0
399,61,0,61,0,0,0
400,61,0,61,0,0,0
401,63,0,63,0,0,0
402,63,0,63,0,0,0
403,63,0,63,0,0,0
404,64,0,64,0,0,0
405,64,0,64,0,0,0
406,66,0,65,0,0,0
407,66,0,65,0,0,0
408,67,0,67,0,0,0
409,68,0,68,0,0,0
410,68,0,68,0,0,0
411,69,0,69,0,0,0
412,69,0,69,0,0,0
413,69,0,69,0,0,0
414,69,0,69,0,0,0
415,69,0,69,0,0,0
416,69,0,69,0,0,0
417,70,0,70,0,0,0
418,70,0,70,0,0,0
419,72,0,72,0,0,0
420,74,0,73,0,0,0
421,74,0,73,0,0,0
422,74,0,74,0,0,0
423,75,0,74,0,0,0
424,76,0,75,0,0,0
425,76,0,76,0,0,0
426,77,0,77,0,0,0
427,77,0,77,0,0,0
428,77,0,77,0,0,0
429,78,0,78,0,0,0
430,79,0,79,0,0,0
431,79,0,79,0,0,0
432,79,0,79,0,0,0
433,80,0,79,0,0,0
434,80,0,80,0,0,0
435,83,0,83,0,0,0
436,83,0,83,0,0,0
437,85,0,85,0,0,0
438,86,0,86,0,0,0
439,88,0,87,0,0,0
440,91,0,90,0,0,0
441,92,0,91,0,0,0
442,94,0,93,0,0,0
443,94,0,94,0,0,0
444,94,0,94,0,0,0
445,97,0,97,0,0,0
446,97,0,97,0,0,0
447,97,0,97,0,0,0
448,97,0,97,0,0,0
449,97,0,97,0,0,0
450,98,0,98,0,0,0
451,99,0,99,0,0,0
452,99,0,99,0,0,0
453,101,0,101,0,0,0
454,103,0,103,0,0,0
455,104,0,104,0,0,0
456,105,0,104,0,0,0
457,105,0,105,0,0,0
458,105,0,105,0,0,0
459,106,0,105,0,0,0
460,106,0,105,0,0,0
461,107,0,106,0,0,0
462,108,0,108,0,0,0
463,109,0,109,0,0,0
464,111,0,111,0,0,0
465,113,0,113,0,0,0
466,115,0,115,0,0,0
467,116,0,116,0,0,0
468,118,0,118,0,0,0
469,118,0,118,0,0,0
470,119,0,119,0,0,0
471,120,0,120,0,0,0
472,120,0,120,0,0,0
473,120,0,120,0,0,0
474,120,0,120,0,0,0
475,121,0,121,0,0,0
476,122,0,122,0,0,0
477,123,0,123,0,0,0
478,125,0,123,0,0,0
479,127,0,127,0,0,0
480,128,0,127,0,0,0
481,128,0,127,0,0,0
482,128,0,127,0,0,0
483,130,0,130,0,0,0
484,133,0,132,0,0,0
485,133,0,132,0,0,0
486,133,0,132,0,0,0
487,133,0,133,0,0,0
488,133,0,133,0,0,0
489,135,0,135,0,0,0
490,137,0,136,0,0,0
491,138,0,137,0,0,0
492,138,0,138,0,0,0
493,139,0,139,0,0,0
494,141,0,141,0,0,0
495,143,0,142,0,0,0
496,144,0,144,0,0,0
497,146,0,146,0,0,0
498,147,0,147,0,0,0
499,147,0,147,0,0,0
500,147,0,147,0,0,0
501,147,0,147,0,0,0
502,147,0,147,0,0,0
503,148,0,147,0,0,0
504,148,0,148,0,0,0
505,149,0,149,0,0,0
506,152,0,151,0,0,0
507,154,0,153,0,0,0
508,156,0,154,0,0,0
509,156,0,154,0,0,0
510,156,0,155,0,0,0
511,157,0,156,0,0,0
512,159,0,157,0,0,0
513,160,0,157,0,0,0
514,160,0,158,0,0,0
515,163,0,162,0,0,0
516,165,0,164,0,0,0
517,166,0,165,0,0,0
518,167,0,166,0,0,0
519,169,0,167,0,0,0
520,170,0,168,0,0,0
521,171,0,170,0,0,0
522,171,0,170,0,0,0
523,172,0,171,0,0,0
524,172,0,171,0,0,0
525,175,0,173,0,0,0
526,175,0,173,0,0,0
527,175,0,174,0,0,0
528,175,0,174,0,0,0
529,177,0,175,0,0,0
530,178,0,176,0,0,0
531,178,0,177,0,0,0
532,180,0,179,0,0,0
533,183,0,181,0,0,0
534,184,0,183,0,0,0
535,187,0,184,0,0,0
536,187,0,184,0,0,0
537,188,0,186,0,0,0
538,191,0,187,0,0,0
539,192,0,190,0,0,0
540,192,0,191,0,0,0
541,192,0,191,0,0,0
542,193,0,193,0,0,0
543,193,0,193,0,0,0
544,193,0,193,0,0,0
545,195,0,194,0,0,0
546,197,0,196,0,0,0
547,198,0,197,0,0,0
548,198,0,197,0,0,0
549,198,0,197,0,0,0
550,199,0,198,0,0,0
551,201,0,200,0,0,0
552,201,0,200,0,0,0
553,202,0,201,0,0,0
554,206,0,203,0,0,0
555,207,0,205,0,0,0
556,208,0,207,0,0,0
557,209,0,209,0,0,0
558,209,0,209,0,0,0
559,209,0,209,0,0,0
560,210,0,210,0,0,0
561,211,0,211,0,0,0
562,212,0,212,0,0,0
563,215,0,214,0,0,0
564,216,0,216,0,0,0
565,218,0,218,0,0,0
566,220,0,220,0,0,0
567,222,0,222,0,0,0
568,222,0,222,0,0,0
569,222,0,222,0,0,0
570,223,0,223,0,0,0
571,224,0,224,0,0,0
572,224,0,224,0,0,0
573,224,0,224,0,0,0
574,224,0,224,0,0,0
575,224,0,224,0,0,0
576,224,0,224,0,0,0
577,224,0,224,0,0,0
578,225,0,225,0,0,0
579,226,0,226,0,0,0
580,226,0,226,0,0,0
581,226,0,226,0,0,0
582,228,0,228,0,0,0
583,228,0,228,0,0,0
584,229,0,229,0,0,0
585,230,0,230,0,0,0
586,230,0,230,0,0,0
587,232,0,231,0,0,0
588,232,0,231,0,0,0
589,234,0,233,0,0,0
590,235,0,234,0,0,0
591,236,0,235,0,0,0
592,237,0,236,0,0,0
593,237,0,236,0,0,0
594,237,0,236,0,0,0
595,237,0,236,0,0,0
596,239,0,236,0,0,0
597,241,0,237,0,0,0
598,241,0,239,0,0,0
599,242,0,240,0,0,0
600,244,0,242,0,0,0
601,244,0,242,0,0,0
602,245,0,243,0,0,0
603,245,0,244,0,0,0
604,247,0,246,0,0,0
605,249,0,248,0,0,0
606,250,0,248,0,0,0
607,251,0,250,0,0,0
608,253,0,253,0,0,0
609,253,0,253,0,0,0
610,253,0,253,0,0,0
611,253,0,253,0,0,0
612,254,0,254,0,0,0
613,254,0,254,0,0,0
614,254,0,254,0,0,0
615,255,0,255,0,0,0
616,255,0,255,0,0,0
617,257,0,257,0,0,0
618,257,0,257,0,0,0
619,258,0,258,0,0,0
620,258,0,258,0,0,0
621,258,0,258,0,0,0
622,261,0,261,0,0,0
623,261,0,261,0,0,0
624,261,0,261,0,0,0
625,261,0,261,0,0,0
626,264,0,263,0,0,0
627,265,0,263,0,0,0
628,266,0,264,0,0,0
629,266,0,265,0,0,0
630,266,0,265,0,0,0
631,269,0,268,0,0,0
632,269,0,269,0,0,0
633,271,0,271,0,0,0
634,272,0,272,0,0,0
635,272,0,272,0,0,0
636,272,0,272,0,0,0
637,272,0,272,0,0,0
638,276,0,276,0,0,0
639,277,0,277,0,0,0
640,279,0,279,0,0,0
641,280,0,280,0,0,0
642,282,1,281,4,0,0
643,283,1,282,4,0,0
644,283,1,282,4,0,0
645,283,1,282,4,0,0
646,286,1,285,4,0,0
647,287,1,286,4,0,0
648,288,1,286,4,0,0
649,289,1,287,4,0,0
650,291,1,290,4,0,0
651,291,1,290,4,0,0
652,293,1,292,4,0,0
653,294,1,293,4,0,0
654,294,1,293,4,0,0
655,294,1,293,4,0,0
656,294,1,293,4,0,0
657,294,1,293,4,0,0
658,295,1,294,4,0,0
659,297,1,296,4,0,0
660,298,1,297,4,0,0
661,298,1,297,4,0,0
662,299,1,298,4,0,0
663,300,1,299,4,0,0
664,301,1,300,4,0,0
665,301,1,300,4,0,0
666,302,1,300,4,0,0
667,302,1,301,4,0,0
668,302,1,301,4,0,0
669,304,1,303,4,0,0
670,304,1,303,4,0,0
671,305,1,304,4,0,0
672,306,1,304,4,0,0
673,307,1,306,4,0,0
674,308,1,306,4,0,0
675,308,1,306,4,0,0
676,312,1,310,4,0,0
677,313,2,310,5,0,0
678,314,2,310,5,0,0
679,314,2,310,5,0,0
680,315,2,313,5,0,0
681,315,2,313,5,0,0
682,317,2,314,5,0,0
683,318,2,315,5,0,0
684,318,2,316,5,0,0
685,318,2,316,5,0,0
686,318,2,316,5,0,0
687,318,2,316,5,0,0
688,318,2,316,5,0,0
689,320,2,317,5,0,0
690,320,2,317,5,0,0
691,320,2,317,5,0,0
692,321,2,318,5,0,0
693,322,2,320,5,0,0
694,324,2,322,5,0,0
695,326,2,324,5,0,0
696,326,2,324,5,0,0
697,326,2,324,5,0,0
698,326,2,324,5,0,0
699,327,2,325,5,0,0
700,328,2,326,5,0,0
701,328,2,326,5,0,0
702,328,2,326,5,0,0
703,330,2,327,5,0,0
704,331,2,328,5,0,0
705,333,2,330,5,0,0
706,333,2,330,5,0,0
707,333,2,330,5,0,0
708,335,2,330,5,0,0
709,335,2,331,5,0,0
710,338,2,334,5,0,0
711,338,2,334,5,0,0
712,338,2,335,5,0,0
713,338,2,335,5,0,0
714,339,2,335,5,0,0
715,339,2,336,5,0,0
716,339,2,336,5,0,0
717,340,2,336,5,0,0
718,341,2,338,5,0,0
719,342,2,340,5,0,0
720,343,2,341,5,0,0
721,346,2,343,5,0,0
722,346,2,343,5,0,0
723,347,2,344,5,0,0
724,348,2,345,5,0,0
725,349,2,347,5,0,0
726,351,2,348,5,0,0
727,351,2,348,5,0,0
728,352,2,348,5,0,0
729,353,2,350,5,0,0
730,355,2,353,5,0,0
731,356,2,354,5,0,0
732,356,2,354,5,0,0
733,356,2,354,5,0,0
734,356,2,354,5,0,0
735,357,2,355,5,0,0
736,357,2,355,5,0,0
737,358,2,355,5,0,0
738,359,2,356,5,0,0
739,360,2,357,5,0,0
740,360,2,357,5,0,0
741,360,2,357,5,0,0
742,360,2,357,5,0,0
743,360,2,357,5,0,0
744,363,2,360,5,0,0
745,363,2,360,5,0,0
746,365,2,363,5,0,0
747,365,2,363,5,0,0
748,365,2,363,5,0,0
749,369,2,365,5,0,0
750,370,2,366,5,0,0
751,371,2,367,5,0,0
752,371,2,368,5,0,0
753,372,2,369,5,0,0
754,373,2,369,5,0,0
755,374,2,371,5,0,0
756,375,2,372,5,0,0
757,376,2,373,5,0,0
758,376,2,373,5,0,0
759,376,2,373,5,0,0
760,377,2,374,5,0,0
761,377,2,374,5,0,0
762,378,2,376,5,0,0
763,380,2,378,5,0,0
764,382,2,378,5,0,0
765,382,2,378,5,0,0
766,384,2,381,5,0,0
767,384,2,381,5,0,0
768,386,2,383,5,0,0
769,386,2,383,5,0,0
770,386,2,384,5,0,0
771,386,2,384,5,0,0
772,386,2,384,5,0,0
773,386,2,384,5,0,0
774,386,2,384,5,0,0
775,386,2,384,5,0,0
776,387,2,385,5,0,0
777,388,2,386,5,0,0
778,388,2,386,5,0,0
779,389,2,387,5,0,0
780,389,2,387,5,0,0
781,389,2,387,5,0,0
782,389,2,387,5,0,0
783,389,2,387,5,0,0
784,390,2,388,5,0,0
785,391,3,388,7,0,0
786,391,3,388,7,0,0
787,391,3,388,7,0,0
788,392,3,389,7,0,0
789,393,3,390,7,0,0
790,393,3,390,7,0,0
791,394,3,391,7,0,0
792,394,3,391,7,0,0
793,397,3,393,7,0,0
794,398,3,394,7,0,0
795,402,3,395,7,0,0
796,404,3,399,7,0,0
797,406,3,401,7,0,0
798,407,3,404,7,0,0
799,407,3,404,7,0,0
800,407,3,404,7,0,0
801,409,3,406,7,0,0
802,409,3,406,7,0,0
803,410,3,407,7,0,0
804,413,3,410,7,0,0
805,414,3,410,7,0,0
806,414,3,410,7,0,0
807,415,3,411,7,0,0
808,415,3,411,7,0,0
809,416,3,411,7,0,0
810,416,3,413,7,0,0
811,416,3,413,7,0,0
812,418,3,415,7,0,0
813,418,3,415,7,0,0
814,419,3,416,7,0,0
815,419,3,416,7,0,0
816,420,3,417,7,0,0
817,421,3,418,7,0,0
818,421,3,418,7,0,0
819,423,3,419,7,0,0
820,425,3,420,7,0,0
821,425,3,420,7,0,0
822,425,3,421,7,0,0
823,425,3,421,7,0,0
824,428,3,423,7,0,0
825,429,3,424,7,0,0
826,430,3,424,7,0,0
827,431,3,425,7,0,0
828,432,3,426,7,0,0
829,432,3,427,7,0,0
830,433,3,428,7,0,0
831,434,3,429,7,0,0
832,434,3,429,7,0,0
833,434,3,430,7,0,0
834,435,3,431,7,0,0
835,436,3,432,7,0,0
836,436,3,432,7,0,0
837,438,3,435,7,0,0
838,438,3,435,7,0,0
839,439,3,436,7,0,0
840,439,3,436,7,0,0
841,439,3,436,7,0,0
842,440,3,437,7,0,0
843,442,3,439,7,0,0
844,443,3,440,7,0,0
845,443,3,440,7,0,0
846,444,3,441,7,0,0
847,444,3,441,7,0,0
848,445,3,441,7,0,0
849,445,3,441,7,0,0
850,445,3,441,7,0,0
851,447,3,442,7,0,0
852,447,3,443,7,0,0
853,447,3,443,7,0,0
854,448,3,444,7,0,0
855,450,3,446,7,0,0
856,450,3,446,7,0,0
857,450,3,447,7,0,0
858,451,4,447,11,0,0
859,451,4,447,11,0,0
860,451,4,447,11,0,0
861,451,5,446,15,0,0
862,451,5,446,15,0,0
863,451,6,445,19,0,0
864,451,6,445,19,0,0
865,451,6,445,19,0,0
866,452,6,445,19,0,0
867,452,6,445,19,0,0
868,452,6,445,19,0,0
869,452,6,445,19,0,0
870,453,6,446,19,0,0
871,453,6,446,19,0,0
872,453,6,446,19,0,0
873,454,6,446,19,0,0
874,454,6,447,19,0,0
875,454,6,447,19,0,0
876,455,6,448,19,0,0
877,455,6,449,19,0,0
878,457,6,451,19,0,0
879,458,6,452,19,0,0
880,458,6,452,19,0,0
881,459,6,452,19,0,0
882,461,6,453,19,0,0
883,463,6,455,19,0,0
884,463,6,455,19,0,0
885,464,6,455,19,0,0
886,467,6,458,19,0,0
887,468,6,459,19,0,0
888,468,6,459,19,0,0
889,469,6,460,19,0,0
890,469,6,460,19,0,0
891,472,6,463,19,0,0
892,472,6,464,19,0,0
893,472,6,465,19,0,0
894,472,6,465,19,0,0
895,473,8,464,28,0,0
896,473,8,465,28,0,0
897,475,8,466,28,0,0
898,475,8,466,28,0,0
899,476,8,467,28,0,0
900,477,8,468,28,0,0
901,478,8,468,28,0,0
902,479,8,468,28,0,0
903,480,8,470,28,0,0
904,482,8,471,28,0,0
905,484,8,473,28,0,0
906,484,8,474,28,0,0
907,487,8,477,28,0,0
908,488,8,477,28,0,0
909,488,8,477,28,0,0
910,489,8,479,28,0,0
911,493,8,481,28,0,0
912,493,8,481,28,0,0
913,494,8,484,28,0,0
914,495,8,485,28,0,0
915,495,8,485,28,0,0
916,496,8,487,28,0,0
917,497,8,489,28,0,0
918,497,8,489,28,0,0
919,498,8,490,28,0,0
920,499,8,491,28,0,0
921,500,8,492,28,0,0
922,500,8,492,28,0,0
923,502,8,494,28,0,0
924,504,8,495,28,0,0
925,506,8,497,28,0,0
926,506,9,497,31,0,0
927,508,9,498,31,0,0
928,508,9,498,31,0,0
929,508,9,498,31,0,0
930,509,9,499,31,0,0
931,510,10,499,35,0,0
932,510,10,499,35,0,0
933,510,10,499,35,0,0
934,511,10,500,35,0,0
935,512,10,502,35,0,0
936,513,10,502,35,0,0
937,514,10,504,35,0,0
938,514,10,504,35,0,0
939,516,10,505,35,0,0
940,517,10,507,35,0,0
941,517,10,507,35,0,0
942,517,10,507,35,0,0
943,517,10,507,35,0,0
944,518,10,508,35,0,0
945,519,10,509,35,0,0
946,519,10,509,35,0,0
947,519,10,509,35,0,0
948,520,10,510,35,0,0
949,521,10,511,35,0,0
950,523,10,511,35,0,0
951,524,10,512,35,0,0
952,526,10,515,35,0,0
953,526,10,516,35,0,0
954,526,10,516,35,0,0
955,527,10,517,35,0,0
956,530,10,519,35,0,0
957,530,10,520,35,0,0
958,530,10,520,35,0,0
959,533,10,522,35,0,0
960,536,10,525,35,0,0
961,536,10,525,35,0,0
962,536,10,525,35,0,0
963,538,10,528,35,0,0
964,538,10,528,35,0,0
965,538,10,528,35,0,0
966,540,11,529,38,0,0
967,543,11,532,38,0,0
968,544,11,533,38,0,0
969,544,11,533,38,0,0
970,544,12,532,39,0,0
971,546,12,534,39,0,0
972,547,12,534,39,0,0
973,548,12,536,39,0,0
974,551,12,537,39,0,0
975,551,12,538,39,0,0
976,552,12,539,39,0,0
977,553,12,540,39,0,0
978,555,12,541,39,0,0
979,556,12,542,39,0,0
980,558,12,544,39,0,0
981,560,12,544,39,0,0
982,560,12,545,39,0,0
983,561,12,547,39,0,0
984,562,12,547,39,0,0
985,562,12,548,39,0,0
986,563,12,550,39,0,0
987,564,12,551,39,0,0
988,565,12,552,39,0,0
989,567,12,554,39,0,0
990,567,12,554,39,0,0
991,569,12,555,39,0,0
992,570,12,557,39,0,0
993,571,12,558,39,0,0
994,573,12,561,39,0,0
995,577,12,563,39,0,0
