Time(s),Households left,People left,Total households responded, Total people responded,Total households reached car,Total people reached car,Total cars activated,Avg. walking dist.
1764,275,707,733,1859,725,1844,725,48.87744
1765,275,707,733,1859,725,1844,725,48.87744
1766,275,707,733,1859,725,1844,725,48.87744
1767,275,707,733,1859,725,1844,725,48.87744
1768,275,707,733,1859,725,1844,725,48.87744
1769,275,707,733,1859,725,1844,725,48.87744
1770,275,707,733,1859,725,1844,725,48.87744
1771,275,707,733,1859,725,1844,725,48.87744
1772,274,706,733,1859,726,1845,726,48.87744
1773,274,706,733,1859,726,1845,726,48.84172
1774,274,706,734,1863,726,1845,726,48.84172
1775,273,703,734,1863,727,1848,727,48.84172
1776,273,703,734,1863,727,1848,727,48.81544
1777,273,703,735,1864,727,1848,727,48.81544
1778,273,703,737,1871,727,1848,727,48.81544
1779,272,702,737,1871,728,1849,728,48.81544
1780,272,702,737,1871,728,1849,728,48.78032
1781,272,702,737,1871,728,1849,728,48.78032
1782,271,700,737,1871,729,1851,729,48.78032
1783,270,699,737,1871,730,1852,730,48.81929
1784,270,699,737,1871,730,1852,730,48.86253
1785,270,699,737,1871,730,1852,730,48.86253
1786,270,699,737,1871,730,1852,730,48.86253
1787,270,699,737,1871,730,1852,730,48.86253
1788,270,699,737,1871,730,1852,730,48.86253
1789,270,699,737,1871,730,1852,730,48.86253
1790,269,698,738,1875,731,1853,731,48.86253
1791,269,698,738,1875,731,1853,731,48.8607
1792,268,694,738,1875,732,1857,732,48.8607
1793,268,694,738,1875,732,1857,732,48.80824
1794,268,694,738,1875,732,1857,732,48.80824
1795,268,694,739,1878,732,1857,732,48.80824
1796,268,694,739,1878,732,1857,732,48.80824
1797,267,689,740,1881,733,1862,733,48.80824
1798,267,689,741,1884,733,1862,733,48.83645
1799,267,689,741,1884,733,1862,733,48.83645
1800,267,689,741,1884,733,1862,733,48.83645
1801,267,689,741,1884,733,1862,733,48.83645
1802,267,689,742,1889,733,1862,733,48.83645
1803,267,689,742,1889,733,1862,733,48.83645
1804,267,689,742,1889,733,1862,733,48.83645
1805,267,689,742,1889,733,1862,733,48.83645
1806,267,689,742,1889,733,1862,733,48.83645
1807,267,689,742,1889,733,1862,733,48.83645
1808,267,689,742,1889,733,1862,733,48.83645
1809,267,689,742,1889,733,1862,733,48.83645
1810,267,689,742,1889,733,1862,733,48.83645
1811,267,689,742,1889,733,1862,733,48.83645
1812,267,689,742,1889,733,1862,733,48.83645
1813,267,689,742,1889,733,1862,733,48.83645
1814,267,689,742,1889,733,1862,733,48.83645
1815,267,689,743,1891,733,1862,733,48.83645
1816,267,689,743,1891,733,1862,733,48.83645
1817,267,689,743,1891,733,1862,733,48.83645
1818,267,689,743,1891,733,1862,733,48.83645
1819,266,686,743,1891,734,1865,734,48.83645
1820,266,686,743,1891,734,1865,734,48.79305
1821,266,686,744,1893,734,1865,734,48.79305
1822,266,686,744,1893,734,1865,734,48.79305
1823,266,686,744,1893,734,1865,734,48.79305
1824,266,686,744,1893,734,1865,734,48.79305
1825,266,686,744,1893,734,1865,734,48.79305
1826,266,686,744,1893,734,1865,734,48.79305
1827,265,685,745,1894,735,1866,735,48.79305
1828,265,685,745,1894,735,1866,735,48.86558
1829,265,685,745,1894,735,1866,735,48.86558
1830,265,685,745,1894,735,1866,735,48.86558
1831,265,685,745,1894,735,1866,735,48.86558
1832,264,682,745,1894,736,1869,736,48.86558
1833,264,682,745,1894,736,1869,736,48.86822
1834,264,682,745,1894,736,1869,736,48.86822
1835,264,682,745,1894,736,1869,736,48.86822
1836,264,682,745,1894,736,1869,736,48.86822
1837,263,678,746,1895,737,1873,737,48.86822
1838,263,678,746,1895,737,1873,737,48.86672
1839,262,674,746,1895,738,1877,738,48.86672
1840,262,674,747,1899,738,1877,738,48.85847
1841,262,674,747,1899,738,1877,738,48.85847
1842,262,674,747,1899,738,1877,738,48.85847
1843,262,674,747,1899,738,1877,738,48.85847
1844,262,674,747,1899,738,1877,738,48.85847
1845,262,674,747,1899,738,1877,738,48.85847
1846,262,674,747,1899,738,1877,738,48.85847
1847,261,671,747,1899,739,1880,739,48.85847
1848,261,671,747,1899,739,1880,739,48.85237
1849,261,671,747,1899,739,1880,739,48.85237
1850,261,671,748,1902,739,1880,739,48.85237
1851,261,671,748,1902,739,1880,739,48.85237
1852,261,671,748,1902,739,1880,739,48.85237
1853,261,671,748,1902,739,1880,739,48.85237
1854,261,671,748,1902,739,1880,739,48.85237
1855,261,671,748,1902,739,1880,739,48.85237
1856,261,671,748,1902,739,1880,739,48.85237
1857,260,669,748,1902,740,1882,740,48.85237
1858,260,669,748,1902,740,1882,740,48.83204
1859,260,669,748,1902,740,1882,740,48.83204
1860,260,669,749,1906,740,1882,740,48.83204
1861,260,669,749,1906,740,1882,740,48.83204
1862,259,665,749,1906,741,1886,741,48.83204
1863,258,664,749,1906,742,1887,742,48.79414
1864,257,663,749,1906,743,1888,743,48.81929
1865,257,663,751,1909,743,1888,743,48.80025
1866,257,663,752,1910,743,1888,743,48.80025
1867,257,663,753,1912,743,1888,743,48.80025
1868,257,663,754,1917,743,1888,743,48.80025
1869,257,663,756,1922,743,1888,743,48.80025
1870,257,663,760,1931,743,1888,743,48.80025
1871,257,663,760,1931,743,1888,743,48.80025
1872,257,663,761,1933,743,1888,743,48.80025
1873,257,663,762,1936,743,1888,743,48.80025
1874,257,663,762,1936,743,1888,743,48.80025
1875,257,663,764,1939,743,1888,743,48.80025
1876,256,661,765,1942,744,1890,744,48.80025
1877,256,661,766,1947,744,1890,744,48.74094
1878,255,659,766,1947,745,1892,745,48.74094
1879,255,659,767,1948,745,1892,745,48.6893
1880,255,659,768,1949,745,1892,745,48.6893
1881,255,659,768,1949,745,1892,745,48.6893
1882,255,659,770,1955,745,1892,745,48.6893
1883,255,659,770,1955,745,1892,745,48.6893
1884,255,659,771,1956,745,1892,745,48.6893
1885,255,659,771,1956,745,1892,745,48.6893
1886,255,659,771,1956,745,1892,745,48.6893
1887,255,659,772,1957,745,1892,745,48.6893
1888,255,659,774,1963,745,1892,745,48.6893
1889,255,659,774,1963,745,1892,745,48.6893
1890,255,659,775,1964,745,1892,745,48.6893
1891,254,657,777,1968,746,1894,746,48.6893
1892,254,657,777,1968,746,1894,746,48.69989
1893,254,657,777,1968,746,1894,746,48.69989
1894,254,657,778,1973,746,1894,746,48.69989
1895,254,657,778,1973,746,1894,746,48.69989
1896,254,657,778,1973,746,1894,746,48.69989
1897,254,657,778,1973,746,1894,746,48.69989
1898,253,653,778,1973,747,1898,747,48.69989
1899,253,653,779,1976,747,1898,747,48.66922
1900,253,653,781,1982,747,1898,747,48.66922
1901,253,653,782,1983,747,1898,747,48.66922
1902,253,653,783,1986,747,1898,747,48.66922
1903,253,653,783,1986,747,1898,747,48.66922
1904,252,651,785,1993,748,1900,748,48.66922
1905,252,651,785,1993,748,1900,748,48.63336
1906,252,651,785,1993,748,1900,748,48.63336
1907,252,651,786,1998,748,1900,748,48.63336
1908,251,649,786,1998,749,1902,749,48.63336
1909,251,649,787,2002,749,1902,749,48.62453
1910,251,649,787,2002,749,1902,749,48.62453
1911,251,649,788,2005,749,1902,749,48.62453
1912,250,648,791,2015,750,1903,750,48.62453
1913,248,646,792,2018,752,1905,752,48.60256
1914,248,646,792,2018,752,1905,752,48.56571
1915,247,645,792,2018,753,1906,753,48.56571
1916,244,638,792,2018,756,1913,756,48.51461
1917,243,635,792,2018,757,1916,757,48.49928
1918,243,635,792,2018,757,1916,757,48.4949
1919,243,635,792,2018,757,1916,757,48.4949
1920,242,634,793,2021,758,1917,758,48.4949
1921,242,634,794,2023,758,1917,758,48.54018
1922,241,633,795,2028,759,1918,759,48.54018
1923,240,631,797,2034,760,1920,760,48.5122
1924,239,630,797,2034,761,1921,761,48.50278
1925,238,629,798,2038,762,1922,762,48.46286
1926,237,627,799,2039,763,1924,763,48.43649
1927,237,627,799,2039,763,1924,763,48.44178
1928,237,627,799,2039,763,1924,763,48.44178
1929,235,623,799,2039,765,1928,765,48.44178
1930,235,623,800,2044,765,1928,765,48.53531
1931,235,623,801,2047,765,1928,765,48.53531
1932,233,614,803,2055,767,1937,767,48.53531
1933,231,607,803,2055,769,1944,769,48.51722
1934,231,607,803,2055,769,1944,769,48.52339
1935,230,602,804,2056,770,1949,770,48.52339
1936,229,600,804,2056,771,1951,771,48.62166
1937,228,597,805,2057,772,1954,772,48.62714
1938,228,597,805,2057,772,1954,772,48.60602
1939,228,597,806,2059,772,1954,772,48.60602
1940,228,597,806,2059,772,1954,772,48.60602
1941,228,597,807,2063,772,1954,772,48.60602
1942,227,596,807,2063,773,1955,773,48.60602
1943,227,596,807,2063,773,1955,773,48.5926
1944,226,592,809,2066,774,1959,774,48.5926
1945,226,592,810,2067,774,1959,774,48.60289
1946,225,588,810,2067,775,1963,775,48.60289
1947,225,588,810,2067,775,1963,775,48.55919
1948,225,588,810,2067,775,1963,775,48.55919
1949,223,583,812,2071,777,1968,777,48.55919
1950,222,582,812,2071,778,1969,778,48.48067
1951,222,582,812,2071,778,1969,778,48.43296
1952,222,582,812,2071,778,1969,778,48.43296
1953,221,578,812,2071,779,1973,779,48.43296
1954,220,576,813,2074,780,1975,780,48.42306
1955,220,576,813,2074,780,1975,780,48.43422
1956,219,572,814,2077,781,1979,781,48.43422
1957,219,572,815,2079,781,1979,781,48.40724
1958,219,572,817,2083,781,1979,781,48.40724
1959,219,572,818,2084,781,1979,781,48.40724
1960,218,567,820,2093,782,1984,782,48.40724
1961,218,567,820,2093,782,1984,782,48.41402
1962,217,566,820,2093,783,1985,783,48.41402
1963,216,565,820,2093,784,1986,784,48.36999
1964,215,562,821,2094,785,1989,785,48.41229
1965,215,562,821,2094,785,1989,785,48.4011
1966,215,562,822,2096,785,1989,785,48.4011
1967,215,562,823,2098,785,1989,785,48.4011
1968,214,559,823,2098,786,1992,786,48.4011
1969,214,559,825,2106,786,1992,786,48.40659
1970,214,559,827,2110,786,1992,786,48.40659
1971,213,557,827,2110,787,1994,787,48.40659
1972,213,557,828,2111,787,1994,787,48.41148
1973,213,557,828,2111,787,1994,787,48.41148
1974,212,555,829,2114,788,1996,788,48.41148
1975,210,548,829,2114,790,2003,790,48.36717
1976,210,548,831,2122,790,2003,790,48.37486
1977,210,548,831,2122,790,2003,790,48.37486
1978,210,548,832,2124,790,2003,790,48.37486
1979,208,541,835,2132,792,2010,792,48.37486
1980,207,540,835,2132,793,2011,793,48.37194
1981,204,532,835,2132,796,2019,796,48.36631
1982,204,532,835,2132,796,2019,796,48.3045
1983,204,532,835,2132,796,2019,796,48.3045
1984,204,532,835,2132,796,2019,796,48.3045
1985,202,527,835,2132,798,2024,798,48.3045
1986,201,525,835,2132,799,2026,799,48.30884
1987,201,525,835,2132,799,2026,799,48.37689
1988,199,515,835,2132,801,2036,801,48.37689
1989,198,510,835,2132,802,2041,802,48.43233
1990,197,507,835,2132,803,2044,803,48.48886
1991,197,507,835,2132,803,2044,803,48.50622
1992,197,507,835,2132,803,2044,803,48.50622
1993,197,507,835,2132,803,2044,803,48.50622
1994,197,507,835,2132,803,2044,803,48.50622
1995,197,507,835,2132,803,2044,803,48.50622
1996,197,507,835,2132,803,2044,803,48.50622
1997,196,503,835,2132,804,2048,804,48.50622
1998,195,502,835,2132,805,2049,805,48.51105
1999,195,502,835,2132,805,2049,805,48.48232
2000,194,499,835,2132,806,2052,806,48.48232
2001,194,499,835,2132,806,2052,806,48.53962
2002,194,499,835,2132,806,2052,806,48.53962
2003,193,496,835,2132,807,2055,807,48.53962
2004,192,493,835,2132,808,2058,808,48.51335
2005,192,493,835,2132,808,2058,808,48.55764
2006,191,489,835,2132,809,2062,809,48.55764
2007,191,489,835,2132,809,2062,809,48.58667
2008,190,487,835,2132,810,2064,810,48.58667
2009,189,484,835,2132,811,2067,811,48.56676
2010,188,480,835,2132,812,2071,812,48.56283
2011,188,480,835,2132,812,2071,812,48.54179
2012,188,480,835,2132,812,2071,812,48.54179
2013,187,477,835,2132,813,2074,813,48.54179
2014,186,475,835,2132,814,2076,814,48.56889
2015,184,469,835,2132,816,2082,816,48.563
2016,184,469,835,2132,816,2082,816,48.55437
2017,184,469,835,2132,816,2082,816,48.55437
2018,183,468,835,2132,817,2083,817,48.55437
2019,182,464,835,2132,818,2087,818,48.57852
2020,182,464,835,2132,818,2087,818,48.56005
2021,182,464,835,2132,818,2087,818,48.56005
2022,181,463,836,2133,819,2088,819,48.56005
2023,181,463,836,2133,819,2088,819,48.57387
2024,180,458,836,2133,820,2093,820,48.57387
2025,179,455,836,2133,821,2096,821,48.62143
2026,178,451,836,2133,822,2100,822,48.63287
2027,178,451,836,2133,822,2100,822,48.63204
2028,178,451,836,2133,822,2100,822,48.63204
2029,178,451,836,2133,822,2100,822,48.63204
2030,178,451,836,2133,822,2100,822,48.63204
2031,177,450,836,2133,823,2101,823,48.63204
2032,176,448,836,2133,824,2103,824,48.63897
2033,176,448,836,2133,824,2103,824,48.66617
2034,176,448,836,2133,824,2103,824,48.66617
2035,176,448,836,2133,824,2103,824,48.66617
2036,176,448,836,2133,824,2103,824,48.66617
2037,175,447,836,2133,825,2104,825,48.66617
2038,175,447,836,2133,825,2104,825,48.67541
2039,175,447,836,2133,825,2104,825,48.67541
2040,175,447,836,2133,825,2104,825,48.67541
2041,174,446,836,2133,826,2105,826,48.67541
2042,174,446,836,2133,826,2105,826,48.68791
2043,173,443,836,2133,827,2108,827,48.68791
2044,173,443,836,2133,827,2108,827,48.72102
2045,172,441,836,2133,828,2110,828,48.72102
2046,172,441,836,2133,828,2110,828,48.73478
2047,172,441,836,2133,828,2110,828,48.73478
2048,172,441,836,2133,828,2110,828,48.73478
2049,172,441,836,2133,828,2110,828,48.73478
2050,171,439,836,2133,829,2112,829,48.73478
2051,171,439,836,2133,829,2112,829,48.75075
2052,171,439,836,2133,829,2112,829,48.75075
2053,170,434,836,2133,830,2117,830,48.75075
2054,170,434,836,2133,830,2117,830,48.8021
2055,170,434,836,2133,830,2117,830,48.8021
2056,170,434,836,2133,830,2117,830,48.8021
2057,170,434,836,2133,830,2117,830,48.8021
2058,170,434,836,2133,830,2117,830,48.8021
2059,170,434,836,2133,830,2117,830,48.8021
2060,170,434,836,2133,830,2117,830,48.8021
2061,170,434,836,2133,830,2117,830,48.8021
2062,170,434,836,2133,830,2117,830,48.8021
2063,170,434,836,2133,830,2117,830,48.8021
2064,170,434,836,2133,830,2117,830,48.8021
2065,170,434,836,2133,830,2117,830,48.8021
2066,170,434,836,2133,830,2117,830,48.8021
2067,169,431,836,2133,831,2120,831,48.8021
2068,169,431,836,2133,831,2120,831,48.82513
2069,169,431,837,2135,831,2120,831,48.82513
2070,169,431,837,2135,831,2120,831,48.82513
2071,169,431,837,2135,831,2120,831,48.82513
2072,169,431,837,2135,831,2120,831,48.82513
2073,169,431,837,2135,831,2120,831,48.82513
2074,169,431,837,2135,831,2120,831,48.82513
2075,169,431,837,2135,831,2120,831,48.82513
2076,169,431,837,2135,831,2120,831,48.82513
2077,169,431,837,2135,831,2120,831,48.82513
2078,169,431,837,2135,831,2120,831,48.82513
2079,168,428,837,2135,832,2123,832,48.82513
2080,168,428,837,2135,832,2123,832,48.91851
2081,168,428,837,2135,832,2123,832,48.91851
2082,168,428,837,2135,832,2123,832,48.91851
2083,168,428,837,2135,832,2123,832,48.91851
2084,168,428,837,2135,832,2123,832,48.91851
2085,168,428,837,2135,832,2123,832,48.91851
2086,168,428,837,2135,832,2123,832,48.91851
2087,167,425,837,2135,833,2126,833,48.91851
2088,167,425,837,2135,833,2126,833,48.96677
2089,167,425,837,2135,833,2126,833,48.96677
2090,167,425,837,2135,833,2126,833,48.96677
2091,167,425,837,2135,833,2126,833,48.96677
2092,167,425,837,2135,833,2126,833,48.96677
2093,166,420,837,2135,834,2131,834,48.96677
2094,166,420,837,2135,834,2131,834,49.02159
2095,166,420,837,2135,834,2131,834,49.02159
2096,166,420,837,2135,834,2131,834,49.02159
2097,166,420,837,2135,834,2131,834,49.02159
2098,166,420,837,2135,834,2131,834,49.02159
2099,166,420,837,2135,834,2131,834,49.02159
2100,166,420,837,2135,834,2131,834,49.02159
2101,166,420,837,2135,834,2131,834,49.02159
2102,166,420,837,2135,834,2131,834,49.02159
2103,166,420,837,2135,834,2131,834,49.02159
2104,166,420,837,2135,834,2131,834,49.02159
2105,166,420,837,2135,834,2131,834,49.02159
2106,166,420,837,2135,834,2131,834,49.02159
2107,166,420,837,2135,834,2131,834,49.02159
2108,166,420,837,2135,834,2131,834,49.02159
2109,166,420,837,2135,834,2131,834,49.02159
2110,166,420,837,2135,834,2131,834,49.02159
2111,166,420,837,2135,834,2131,834,49.02159
2112,166,420,837,2135,834,2131,834,49.02159
2113,166,420,837,2135,834,2131,834,49.02159
2114,166,420,837,2135,834,2131,834,49.02159
2115,166,420,837,2135,834,2131,834,49.02159
2116,166,420,837,2135,834,2131,834,49.02159
2117,166,420,837,2135,834,2131,834,49.02159
2118,166,420,837,2135,834,2131,834,49.02159
2119,166,420,837,2135,834,2131,834,49.02159
2120,166,420,838,2136,834,2131,834,49.02159
2121,165,419,838,2136,835,2132,835,49.02159
2122,165,419,838,2136,835,2132,835,49.1193
2123,165,419,838,2136,835,2132,835,49.1193
2124,165,419,838,2136,835,2132,835,49.1193
2125,165,419,838,2136,835,2132,835,49.1193
2126,165,419,839,2140,835,2132,835,49.1193
2127,165,419,839,2140,835,2132,835,49.1193
2128,164,417,839,2140,836,2134,836,49.1193
2129,164,417,839,2140,836,2134,836,49.12128
2130,164,417,840,2142,836,2134,836,49.12128
2131,163,416,840,2142,837,2135,837,49.12128
2132,163,416,840,2142,837,2135,837,49.15968
2133,163,416,840,2142,837,2135,837,49.15968
2134,163,416,840,2142,837,2135,837,49.15968
2135,163,416,840,2142,837,2135,837,49.15968
2136,163,416,840,2142,837,2135,837,49.15968
2137,163,416,840,2142,837,2135,837,49.15968
2138,163,416,840,2142,837,2135,837,49.15968
2139,163,416,840,2142,837,2135,837,49.15968
2140,163,416,840,2142,837,2135,837,49.15968
2141,163,416,840,2142,837,2135,837,49.15968
2142,163,416,840,2142,837,2135,837,49.15968
2143,163,416,840,2142,837,2135,837,49.15968
2144,163,416,840,2142,837,2135,837,49.15968
2145,163,416,840,2142,837,2135,837,49.15968
2146,163,416,840,2142,837,2135,837,49.15968
2147,163,416,840,2142,837,2135,837,49.15968
2148,163,416,840,2142,837,2135,837,49.15968
2149,163,416,840,2142,837,2135,837,49.15968
